組別,分數區間均數,人數,百分比,累計人數,累計百分比
16,172.5,281,1.91,8713,59.28
16,169.5,268,1.82,8981,61.11
16,166.5,262,1.78,9243,62.89
16,163.5,280,1.91,9523,64.8
16,160.5,247,1.68,9770,66.48
16,157.5,224,1.52,9994,68
16,154.5,273,1.86,10267,69.86
16,151.5,238,1.62,10505,71.48
16,148.5,213,1.45,10718,72.93
16,145.5,217,1.48,10935,74.4
16,142.5,229,1.56,11164,75.96
16,139.5,212,1.44,11376,77.4
16,136.5,198,1.35,11574,78.75
16,133.5,189,1.29,11763,80.04
16,130.5,177,1.2,11940,81.24
16,127.5,158,1.08,12098,82.32
16,124.5,183,1.25,12281,83.56
16,121.5,153,1.04,12434,84.6
16,118.5,156,1.06,12590,85.66
16,115.5,167,1.14,12757,86.8
16,112.5,132,0.9,12889,87.7
16,109.5,114,0.78,13003,88.47
16,106.5,102,0.69,13105,89.17
16,103.5,94,0.64,13199,89.81
16,100.5,123,0.84,13322,90.64
16,97.5,94,0.64,13416,91.28
16,94.5,78,0.53,13494,91.81
16,91.5,64,0.44,13558,92.25
16,88.5,66,0.45,13624,92.7
16,85.5,63,0.43,13687,93.13
16,82.5,61,0.42,13748,93.54
16,79.5,48,0.33,13796,93.87
16,76.5,44,0.3,13840,94.17
16,73.5,34,0.23,13874,94.4
16,70.5,35,0.24,13909,94.64
16,67.5,27,0.18,13936,94.82
16,64.5,20,0.14,13956,94.96
16,61.5,16,0.11,13972,95.07
16,58.5,24,0.16,13996,95.23
16,55.5,14,0.1,14010,95.33
16,52.5,15,0.1,14025,95.43
16,49.5,6,0.04,14031,95.47
16,46.5,7,0.05,14038,95.52
16,43.5,4,0.03,14042,95.54
16,40.5,5,0.03,14047,95.58
16,37.5,4,0.03,14051,95.6
16,34.5,8,0.05,14059,95.66
16,31.5,1,0.01,14060,95.67
16,28.5,4,0.03,14064,95.69
16,25.5,4,0.03,14068,95.72
16,22.5,3,0.02,14071,95.74
16,19.5,0,0,14071,95.74
16,16.5,3,0.02,14074,95.76
16,13.5,0,0,14074,95.76
16,10.5,2,0.01,14076,95.77
16,7.5,0,0,14076,95.77
16,4.5,0,0,14076,95.77
16,1.5,621,4.23,14697,100
17,298.5,0,0,0,0
17,295.5,0,0,0,0
17,292.5,0,0,0,0
17,289.5,0,0,0,0
17,286.5,0,0,0,0
17,283.5,0,0,0,0
17,280.5,1,0.01,1,0.01
17,277.5,3,0.02,4,0.03
17,274.5,14,0.11,18,0.14
17,271.5,23,0.18,41,0.31
17,268.5,33,0.25,74,0.57
17,265.5,47,0.36,121,0.92
17,262.5,68,0.52,189,1.44
17,259.5,100,0.76,289,2.21
17,256.5,112,0.86,401,3.06
17,253.5,154,1.18,555,4.24
17,250.5,165,1.26,720,5.5
17,247.5,197,1.5,917,7
17,244.5,192,1.47,1109,8.47
17,241.5,218,1.67,1327,10.14
17,238.5,233,1.78,1560,11.92
17,235.5,253,1.93,1813,13.85
17,232.5,265,2.02,2078,15.87
17,229.5,254,1.94,2332,17.81
17,226.5,240,1.83,2572,19.65
17,223.5,234,1.79,2806,21.43
17,220.5,238,1.82,3044,23.25
17,217.5,287,2.19,3331,25.44
17,214.5,270,2.06,3601,27.51
17,211.5,275,2.1,3876,29.61
17,208.5,263,2.01,4139,31.61
17,205.5,263,2.01,4402,33.62
17,202.5,237,1.81,4639,35.43
17,199.5,266,2.03,4905,37.47
17,196.5,257,1.96,5162,39.43
17,193.5,263,2.01,5425,41.44
17,190.5,292,2.23,5717,43.67
17,187.5,277,2.12,5994,45.78
17,184.5,278,2.12,6272,47.91
17,181.5,282,2.15,6554,50.06
17,178.5,261,1.99,6815,52.05
17,175.5,271,2.07,7086,54.12
17,172.5,290,2.22,7376,56.34
17,169.5,282,2.15,7658,58.49
17,166.5,263,2.01,7921,60.5
17,163.5,260,1.99,8181,62.49
17,160.5,259,1.98,8440,64.47
17,157.5,245,1.87,8685,66.34
17,154.5,258,1.97,8943,68.31
17,151.5,227,1.73,9170,70.04
17,148.5,227,1.73,9397,71.78
17,145.5,242,1.85,9639,73.63
17,142.5,247,1.89,9886,75.51
17,139.5,205,1.57,10091,77.08
17,136.5,196,1.5,10287,78.57
17,133.5,203,1.55,10490,80.13
17,130.5,217,1.66,10707,81.78
17,127.5,164,1.25,10871,83.04
17,124.5,185,1.41,11056,84.45
17,121.5,151,1.15,11207,85.6
17,118.5,133,1.02,11340,86.62
17,115.5,104,0.79,11444,87.41
17,112.5,121,0.92,11565,88.34
17,109.5,114,0.87,11679,89.21
17,106.5,111,0.85,11790,90.05
17,103.5,91,0.7,11881,90.75
17,100.5,73,0.56,11954,91.31
17,97.5,67,0.51,12021,91.82
17,94.5,61,0.47,12082,92.29
17,91.5,63,0.48,12145,92.77
17,88.5,49,0.37,12194,93.14
17,85.5,47,0.36,12241,93.5
17,82.5,37,0.28,12278,93.78
17,79.5,48,0.37,12326,94.15
17,76.5,35,0.27,12361,94.42
17,73.5,29,0.22,12390,94.64
17,70.5,33,0.25,12423,94.89
17,67.5,26,0.2,12449,95.09
17,64.5,17,0.13,12466,95.22
17,61.5,17,0.13,12483,95.35
17,58.5,10,0.08,12493,95.42
17,55.5,14,0.11,12507,95.53
17,52.5,10,0.08,12517,95.61
17,49.5,4,0.03,12521,95.64
17,46.5,7,0.05,12528,95.69
17,43.5,3,0.02,12531,95.71
17,40.5,3,0.02,12534,95.74
17,37.5,8,0.06,12542,95.8
17,34.5,6,0.05,12548,95.84
17,31.5,2,0.02,12550,95.86
17,28.5,2,0.02,12552,95.88
17,25.5,2,0.02,12554,95.89
17,22.5,1,0.01,12555,95.9
17,19.5,1,0.01,12556,95.91
17,16.5,1,0.01,12557,95.91
17,13.5,3,0.02,12560,95.94
17,10.5,1,0.01,12561,95.94
17,7.5,0,0,12561,95.94
17,4.5,0,0,12561,95.94
17,1.5,531,4.06,13092,100
18,298.5,0,0,0,0
18,295.5,0,0,0,0
18,292.5,0,0,0,0
18,289.5,0,0,0,0
18,286.5,0,0,0,0
18,283.5,2,0.01,2,0.01
18,280.5,13,0.06,15,0.07
18,277.5,16,0.08,31,0.15
18,274.5,26,0.13,57,0.28
18,271.5,44,0.21,101,0.49
18,268.5,60,0.29,161,0.78
18,265.5,81,0.39,242,1.17
18,262.5,92,0.44,334,1.61
18,259.5,137,0.66,471,2.27
18,256.5,156,0.75,627,3.03
18,253.5,216,1.04,843,4.07
18,250.5,203,0.98,1046,5.05
18,247.5,235,1.13,1281,6.18
18,244.5,273,1.32,1554,7.5
18,241.5,271,1.31,1825,8.81
18,238.5,320,1.54,2145,10.35
18,235.5,327,1.58,2472,11.93
18,232.5,326,1.57,2798,13.5
18,229.5,338,1.63,3136,15.13
18,226.5,371,1.79,3507,16.92
18,223.5,379,1.83,3886,18.75
18,220.5,404,1.95,4290,20.7
18,217.5,394,1.9,4684,22.6
18,214.5,392,1.89,5076,24.49
18,211.5,398,1.92,5474,26.41
18,208.5,455,2.2,5929,28.61
18,205.5,410,1.98,6339,30.59
18,202.5,409,1.97,6748,32.56
18,199.5,395,1.91,7143,34.47
18,196.5,432,2.08,7575,36.55
18,193.5,422,2.04,7997,38.59
18,190.5,450,2.17,8447,40.76
18,187.5,400,1.93,8847,42.69
18,184.5,398,1.92,9245,44.61
18,181.5,394,1.9,9639,46.51
18,178.5,418,2.02,10057,48.53
18,175.5,392,1.89,10449,50.42
18,172.5,450,2.17,10899,52.59
18,169.5,401,1.93,11300,54.53
18,166.5,395,1.91,11695,56.43
18,163.5,413,1.99,12108,58.43
18,160.5,428,2.07,12536,60.49
18,157.5,413,1.99,12949,62.48
18,154.5,411,1.98,13360,64.47
18,151.5,366,1.77,13726,66.23
18,148.5,403,1.94,14129,68.18
18,145.5,370,1.79,14499,69.96
18,142.5,347,1.67,14846,71.64
18,139.5,367,1.77,15213,73.41
18,136.5,362,1.75,15575,75.15
18,133.5,386,1.86,15961,77.02
18,130.5,326,1.57,16287,78.59
18,127.5,348,1.68,16635,80.27
18,124.5,309,1.49,16944,81.76
18,121.5,284,1.37,17228,83.13
18,118.5,298,1.44,17526,84.57
18,115.5,317,1.53,17843,86.1
18,112.5,234,1.13,18077,87.23
18,109.5,235,1.13,18312,88.36
18,106.5,203,0.98,18515,89.34
18,103.5,198,0.96,18713,90.3
18,100.5,163,0.79,18876,91.08
18,97.5,146,0.7,19022,91.79
18,94.5,146,0.7,19168,92.49
18,91.5,112,0.54,19280,93.03
18,88.5,122,0.59,19402,93.62
18,85.5,91,0.44,19493,94.06
18,82.5,77,0.37,19570,94.43
18,79.5,65,0.31,19635,94.75
18,76.5,63,0.3,19698,95.05
18,73.5,56,0.27,19754,95.32
18,70.5,42,0.2,19796,95.52
18,67.5,25,0.12,19821,95.64
18,64.5,25,0.12,19846,95.76
18,61.5,26,0.13,19872,95.89
18,58.5,20,0.1,19892,95.99
18,55.5,15,0.07,19907,96.06
18,52.5,13,0.06,19920,96.12
18,49.5,5,0.02,19925,96.14
18,46.5,6,0.03,19931,96.17
18,43.5,4,0.02,19935,96.19
18,40.5,8,0.04,19943,96.23
18,37.5,5,0.02,19948,96.26
18,34.5,6,0.03,19954,96.28
18,31.5,4,0.02,19958,96.3
18,28.5,2,0.01,19960,96.31
18,25.5,4,0.02,19964,96.33
18,22.5,4,0.02,19968,96.35
18,19.5,3,0.01,19971,96.37
18,16.5,2,0.01,19973,96.38
18,13.5,2,0.01,19975,96.39
18,10.5,0,0,19975,96.39
18,7.5,0,0,19975,96.39
18,4.5,0,0,19975,96.39
18,1.5,749,3.61,20724,100
19,298.5,0,0,0,0
19,295.5,0,0,0,0
19,292.5,0,0,0,0
19,289.5,0,0,0,0
19,286.5,0,0,0,0
19,283.5,3,0.01,3,0.01
19,280.5,4,0.02,7,0.03
19,277.5,11,0.05,18,0.08
19,274.5,19,0.09,37,0.17
19,271.5,33,0.15,70,0.32
19,268.5,40,0.18,110,0.51
19,265.5,63,0.29,173,0.8
19,262.5,100,0.46,273,1.26
19,259.5,125,0.58,398,1.84
19,256.5,173,0.8,571,2.64
19,253.5,213,0.98,784,3.62
19,250.5,259,1.2,1043,4.82
19,247.5,299,1.38,1342,6.2
19,244.5,387,1.79,1729,7.99
19,241.5,390,1.8,2119,9.79
19,238.5,477,2.2,2596,12
19,235.5,433,2,3029,14
19,232.5,479,2.21,3508,16.21
19,229.5,475,2.2,3983,18.41
19,226.5,569,2.63,4552,21.04
19,223.5,477,2.2,5029,23.24
19,220.5,554,2.56,5583,25.8
19,217.5,485,2.24,6068,28.04
19,214.5,549,2.54,6617,30.58
19,211.5,501,2.32,7118,32.89
19,208.5,600,2.77,7718,35.67
19,205.5,558,2.58,8276,38.25
19,202.5,576,2.66,8852,40.91
19,199.5,496,2.29,9348,43.2
19,196.5,597,2.76,9945,45.96
19,193.5,503,2.32,10448,48.28
19,190.5,554,2.56,11002,50.84
19,187.5,499,2.31,11501,53.15
19,184.5,547,2.53,12048,55.68
19,181.5,462,2.14,12510,57.81
19,178.5,501,2.32,13011,60.13
19,175.5,482,2.23,13493,62.36
19,172.5,496,2.29,13989,64.65
19,169.5,453,2.09,14442,66.74
19,166.5,490,2.26,14932,69.01
19,163.5,415,1.92,15347,70.92
19,160.5,417,1.93,15764,72.85
19,157.5,367,1.7,16131,74.55
19,154.5,388,1.79,16519,76.34
19,151.5,338,1.56,16857,77.9
19,148.5,364,1.68,17221,79.58
19,145.5,309,1.43,17530,81.01
19,142.5,290,1.34,17820,82.35
19,139.5,259,1.2,18079,83.55
19,136.5,300,1.39,18379,84.93
19,133.5,210,0.97,18589,85.91
19,130.5,211,0.98,18800,86.88
19,127.5,177,0.82,18977,87.7
19,124.5,199,0.92,19176,88.62
19,121.5,169,0.78,19345,89.4
19,118.5,149,0.69,19494,90.09
19,115.5,131,0.61,19625,90.69
19,112.5,109,0.5,19734,91.2
19,109.5,102,0.47,19836,91.67
19,106.5,83,0.38,19919,92.05
19,103.5,85,0.39,20004,92.44
19,100.5,87,0.4,20091,92.85
19,97.5,59,0.27,20150,93.12
19,94.5,78,0.36,20228,93.48
19,91.5,59,0.27,20287,93.75
19,88.5,56,0.26,20343,94.01
19,85.5,68,0.31,20411,94.33
19,82.5,58,0.27,20469,94.59
19,79.5,44,0.2,20513,94.8
19,76.5,61,0.28,20574,95.08
19,73.5,31,0.14,20605,95.22
19,70.5,33,0.15,20638,95.37
19,67.5,21,0.1,20659,95.47
19,64.5,20,0.09,20679,95.56
19,61.5,18,0.08,20697,95.65
19,58.5,10,0.05,20707,95.69
19,55.5,19,0.09,20726,95.78
19,52.5,12,0.06,20738,95.84
19,49.5,10,0.05,20748,95.88
19,46.5,13,0.06,20761,95.94
19,43.5,9,0.04,20770,95.98
19,40.5,6,0.03,20776,96.01
19,37.5,4,0.02,20780,96.03
19,34.5,7,0.03,20787,96.06
19,31.5,7,0.03,20794,96.1
19,28.5,4,0.02,20798,96.11
19,25.5,4,0.02,20802,96.13
19,22.5,3,0.01,20805,96.15
19,19.5,0,0,20805,96.15
19,16.5,0,0,20805,96.15
19,13.5,0,0,20805,96.15
19,10.5,1,0,20806,96.15
19,7.5,0,0,20806,96.15
19,4.5,0,0,20806,96.15
19,1.5,833,3.85,21639,100
21,298.5,0,0,0,0
21,295.5,0,0,0,0
21,292.5,0,0,0,0
21,289.5,0,0,0,0
21,286.5,0,0,0,0
21,283.5,1,0,1,0
21,280.5,3,0.01,4,0.02
21,277.5,5,0.02,9,0.04
21,274.5,7,0.03,16,0.07
21,271.5,17,0.08,33,0.15
21,268.5,36,0.16,69,0.31
21,265.5,36,0.16,105,0.47
21,262.5,64,0.28,169,0.75
21,259.5,103,0.46,272,1.21
21,256.5,151,0.67,423,1.88
21,253.5,165,0.73,588,2.61
21,250.5,216,0.96,804,3.57
21,247.5,286,1.27,1090,4.84
21,244.5,340,1.51,1430,6.35
21,241.5,403,1.79,1833,8.14
21,238.5,446,1.98,2279,10.12
21,235.5,453,2.01,2732,12.13
21,232.5,553,2.45,3285,14.58
21,229.5,547,2.43,3832,17.01
21,226.5,618,2.74,4450,19.75
21,223.5,554,2.46,5004,22.21
21,220.5,651,2.89,5655,25.1
21,217.5,639,2.84,6294,27.94
21,214.5,591,2.62,6885,30.56
21,211.5,642,2.85,7527,33.41
21,208.5,568,2.52,8095,35.93
21,205.5,644,2.86,8739,38.79
21,202.5,635,2.82,9374,41.61
21,199.5,671,2.98,10045,44.59
21,196.5,583,2.59,10628,47.17
21,193.5,600,2.66,11228,49.84
21,190.5,648,2.88,11876,52.71
21,187.5,608,2.7,12484,55.41
21,184.5,538,2.39,13022,57.8
21,181.5,573,2.54,13595,60.34
21,178.5,551,2.45,14146,62.79
21,175.5,470,2.09,14616,64.88
21,172.5,508,2.25,15124,67.13
21,169.5,493,2.19,15617,69.32
21,166.5,451,2,16068,71.32
21,163.5,440,1.95,16508,73.27
21,160.5,442,1.96,16950,75.24
21,157.5,397,1.76,17347,77
21,154.5,383,1.7,17730,78.7
21,151.5,321,1.42,18051,80.12
21,148.5,338,1.5,18389,81.62
21,145.5,292,1.3,18681,82.92
21,142.5,238,1.06,18919,83.98
21,139.5,247,1.1,19166,85.07
21,136.5,249,1.11,19415,86.18
21,133.5,193,0.86,19608,87.03
21,130.5,211,0.94,19819,87.97
21,127.5,174,0.77,19993,88.74
21,124.5,183,0.81,20176,89.56
21,121.5,159,0.71,20335,90.26
21,118.5,119,0.53,20454,90.79
21,115.5,120,0.53,20574,91.32
21,112.5,108,0.48,20682,91.8
21,109.5,99,0.44,20781,92.24
21,106.5,76,0.34,20857,92.58
21,103.5,88,0.39,20945,92.97
21,100.5,72,0.32,21017,93.29
21,97.5,54,0.24,21071,93.53
21,94.5,65,0.29,21136,93.82
21,91.5,51,0.23,21187,94.04
21,88.5,55,0.24,21242,94.29
21,85.5,44,0.2,21286,94.48
21,82.5,53,0.24,21339,94.72
21,79.5,45,0.2,21384,94.92
21,76.5,55,0.24,21439,95.16
21,73.5,26,0.12,21465,95.28
21,70.5,33,0.15,21498,95.42
21,67.5,19,0.08,21517,95.51
21,64.5,19,0.08,21536,95.59
21,61.5,11,0.05,21547,95.64
21,58.5,13,0.06,21560,95.7
21,55.5,21,0.09,21581,95.79
21,52.5,11,0.05,21592,95.84
21,49.5,11,0.05,21603,95.89
21,46.5,7,0.03,21610,95.92
21,43.5,10,0.04,21620,95.97
21,40.5,8,0.04,21628,96
21,37.5,5,0.02,21633,96.02
21,34.5,7,0.03,21640,96.05
21,31.5,6,0.03,21646,96.08
21,28.5,2,0.01,21648,96.09
21,25.5,3,0.01,21651,96.1
21,22.5,3,0.01,21654,96.12
21,19.5,0,0,21654,96.12
21,16.5,0,0,21654,96.12
21,13.5,0,0,21654,96.12
21,10.5,1,0,21655,96.12
21,7.5,1,0,21656,96.12
21,4.5,0,0,21656,96.12
21,1.5,873,3.88,22529,100
22,298.5,0,0,0,0
22,295.5,0,0,0,0
22,292.5,0,0,0,0
22,289.5,0,0,0,0
22,286.5,0,0,0,0
22,283.5,1,0,1,0
22,280.5,1,0,2,0.01
22,277.5,1,0,3,0.01
22,274.5,6,0.02,9,0.04
22,271.5,17,0.07,26,0.11
22,268.5,18,0.07,44,0.18
22,265.5,30,0.12,74,0.3
22,262.5,56,0.23,130,0.53
22,259.5,56,0.23,186,0.76
22,256.5,124,0.51,310,1.27
22,253.5,141,0.58,451,1.84
22,250.5,185,0.76,636,2.6
22,247.5,233,0.95,869,3.55
22,244.5,288,1.18,1157,4.72
22,241.5,290,1.18,1447,5.91
22,238.5,348,1.42,1795,7.33
22,235.5,405,1.65,2200,8.98
22,232.5,467,1.91,2667,10.89
22,229.5,480,1.96,3147,12.85
22,226.5,507,2.07,3654,14.92
22,223.5,564,2.3,4218,17.22
22,220.5,522,2.13,4740,19.35
22,217.5,591,2.41,5331,21.76
22,214.5,596,2.43,5927,24.2
22,211.5,606,2.47,6533,26.67
22,208.5,643,2.63,7176,29.3
22,205.5,634,2.59,7810,31.89
22,202.5,604,2.47,8414,34.35
22,199.5,618,2.52,9032,36.87
22,196.5,611,2.49,9643,39.37
22,193.5,644,2.63,10287,42
22,190.5,632,2.58,10919,44.58
22,187.5,596,2.43,11515,47.01
22,184.5,614,2.51,12129,49.52
22,181.5,662,2.7,12791,52.22
22,178.5,582,2.38,13373,54.6
22,175.5,610,2.49,13983,57.09
22,172.5,609,2.49,14592,59.57
22,169.5,569,2.32,15161,61.9
22,166.5,546,2.23,15707,64.13
22,163.5,511,2.09,16218,66.21
22,160.5,496,2.02,16714,68.24
22,157.5,498,2.03,17212,70.27
22,154.5,462,1.89,17674,72.16
22,151.5,481,1.96,18155,74.12
22,148.5,434,1.77,18589,75.89
22,145.5,432,1.76,19021,77.66
22,142.5,369,1.51,19390,79.16
22,139.5,351,1.43,19741,80.6
22,136.5,368,1.5,20109,82.1
22,133.5,326,1.33,20435,83.43
22,130.5,280,1.14,20715,84.57
22,127.5,242,0.99,20957,85.56
22,124.5,235,0.96,21192,86.52
22,121.5,224,0.91,21416,87.43
22,118.5,204,0.83,21620,88.27
22,115.5,186,0.76,21806,89.03
22,112.5,175,0.71,21981,89.74
22,109.5,166,0.68,22147,90.42
22,106.5,153,0.62,22300,91.04
22,103.5,123,0.5,22423,91.54
22,100.5,94,0.38,22517,91.93
22,97.5,97,0.4,22614,92.32
22,94.5,116,0.47,22730,92.8
22,91.5,97,0.4,22827,93.19
22,88.5,83,0.34,22910,93.53
22,85.5,84,0.34,22994,93.88
22,82.5,81,0.33,23075,94.21
22,79.5,78,0.32,23153,94.53
22,76.5,66,0.27,23219,94.79
22,73.5,52,0.21,23271,95.01
22,70.5,53,0.22,23324,95.22
22,67.5,30,0.12,23354,95.35
22,64.5,26,0.11,23380,95.45
22,61.5,29,0.12,23409,95.57
22,58.5,17,0.07,23426,95.64
22,55.5,19,0.08,23445,95.72
22,52.5,8,0.03,23453,95.75
22,49.5,12,0.05,23465,95.8
22,46.5,10,0.04,23475,95.84
22,43.5,10,0.04,23485,95.88
22,40.5,8,0.03,23493,95.91
22,37.5,8,0.03,23501,95.95
22,34.5,8,0.03,23509,95.98
22,31.5,4,0.02,23513,95.99
22,28.5,6,0.02,23519,96.02
22,25.5,4,0.02,23523,96.04
22,22.5,4,0.02,23527,96.05
22,19.5,2,0.01,23529,96.06
22,16.5,0,0,23529,96.06
22,13.5,0,0,23529,96.06
22,10.5,1,0,23530,96.06
22,7.5,1,0,23531,96.07
22,4.5,0,0,23531,96.07
22,1.5,963,3.93,24494,100
23,398,0,0,0,0
23,394,0,0,0,0
23,390,0,0,0,0
23,386,0,0,0,0
23,382,0,0,0,0
23,378,1,0,1,0
23,374,2,0.01,3,0.01
23,370,0,0,3,0.01
23,366,9,0.04,12,0.06
23,362,15,0.07,27,0.13
23,358,21,0.1,48,0.22
23,354,33,0.15,81,0.38
23,350,43,0.2,124,0.58
23,346,84,0.39,208,0.96
23,342,86,0.4,294,1.36
23,338,143,0.66,437,2.03
23,334,187,0.87,624,2.89
23,330,221,1.03,845,3.92
23,326,262,1.22,1107,5.13
23,322,306,1.42,1413,6.55
23,318,342,1.59,1755,8.14
23,314,410,1.9,2165,10.04
23,310,442,2.05,2607,12.09
23,306,507,2.35,3114,14.44
23,302,443,2.05,3557,16.5
23,298,503,2.33,4060,18.83
23,294,513,2.38,4573,21.21
23,290,571,2.65,5144,23.86
23,286,541,2.51,5685,26.37
23,282,544,2.52,6229,28.89
23,278,514,2.38,6743,31.28
23,274,557,2.58,7300,33.86
23,270,570,2.64,7870,36.51
23,266,583,2.7,8453,39.21
23,262,587,2.72,9040,41.93
23,258,553,2.57,9593,44.5
23,254,568,2.63,10161,47.13
23,250,564,2.62,10725,49.75
23,246,560,2.6,11285,52.35
23,242,551,2.56,11836,54.9
23,238,507,2.35,12343,57.25
23,234,497,2.31,12840,59.56
23,230,531,2.46,13371,62.02
23,226,497,2.31,13868,64.33
23,222,499,2.31,14367,66.64
23,218,451,2.09,14818,68.74
23,214,435,2.02,15253,70.75
23,210,415,1.93,15668,72.68
23,206,448,2.08,16116,74.76
23,202,372,1.73,16488,76.48
23,198,357,1.66,16845,78.14
23,194,349,1.62,17194,79.76
23,190,321,1.49,17515,81.25
23,186,286,1.33,17801,82.57
23,182,270,1.25,18071,83.83
23,178,239,1.11,18310,84.93
23,174,248,1.15,18558,86.08
23,170,214,0.99,18772,87.08
23,166,184,0.85,18956,87.93
23,162,183,0.85,19139,88.78
23,158,175,0.81,19314,89.59
23,154,166,0.77,19480,90.36
23,150,142,0.66,19622,91.02
23,146,103,0.48,19725,91.5
23,142,92,0.43,19817,91.92
23,138,92,0.43,19909,92.35
23,134,81,0.38,19990,92.73
23,130,77,0.36,20067,93.08
23,126,78,0.36,20145,93.45
23,122,53,0.25,20198,93.69
23,118,62,0.29,20260,93.98
23,114,58,0.27,20318,94.25
23,110,30,0.14,20348,94.39
23,106,29,0.13,20377,94.52
23,102,28,0.13,20405,94.65
23,98,18,0.08,20423,94.74
23,94,19,0.09,20442,94.82
23,90,24,0.11,20466,94.93
23,86,39,0.18,20505,95.12
23,82,38,0.18,20543,95.29
23,78,37,0.17,20580,95.46
23,74,28,0.13,20608,95.59
23,70,28,0.13,20636,95.72
23,66,12,0.06,20648,95.78
23,62,14,0.06,20662,95.84
23,58,10,0.05,20672,95.89
23,54,17,0.08,20689,95.97
23,50,9,0.04,20698,96.01
23,46,8,0.04,20706,96.05
23,42,10,0.05,20716,96.09
23,38,5,0.02,20721,96.12
23,34,7,0.03,20728,96.15
23,30,3,0.01,20731,96.16
23,26,5,0.02,20736,96.19
23,22,4,0.02,20740,96.21
23,18,0,0,20740,96.21
23,14,0,0,20740,96.21
23,10,1,0,20741,96.21
23,6,1,0,20742,96.21
23,2,816,3.79,21558,100
24,298.5,0,0,0,0
24,295.5,0,0,0,0
24,292.5,1,0,1,0
24,289.5,0,0,1,0
24,286.5,3,0.01,4,0.02
24,283.5,9,0.04,13,0.06
24,280.5,19,0.09,32,0.14
24,277.5,28,0.13,60,0.27
24,274.5,49,0.22,109,0.49
24,271.5,59,0.26,168,0.75
24,268.5,79,0.35,247,1.11
24,265.5,125,0.56,372,1.67
24,262.5,158,0.71,530,2.38
24,259.5,160,0.72,690,3.09
24,256.5,236,1.06,926,4.15
24,253.5,239,1.07,1165,5.22
24,250.5,304,1.36,1469,6.59
24,247.5,311,1.39,1780,7.98
24,244.5,357,1.6,2137,9.58
24,241.5,361,1.62,2498,11.2
24,238.5,374,1.68,2872,12.88
24,235.5,373,1.67,3245,14.55
24,232.5,385,1.73,3630,16.28
24,229.5,431,1.93,4061,18.21
24,226.5,424,1.9,4485,20.11
24,223.5,418,1.87,4903,21.99
24,220.5,438,1.96,5341,23.95
24,217.5,445,2,5786,25.95
24,214.5,421,1.89,6207,27.83
24,211.5,379,1.7,6586,29.53
24,208.5,405,1.82,6991,31.35
24,205.5,417,1.87,7408,33.22
24,202.5,463,2.08,7871,35.3
24,199.5,396,1.78,8267,37.07
24,196.5,448,2.01,8715,39.08
24,193.5,405,1.82,9120,40.9
24,190.5,436,1.96,9556,42.85
24,187.5,455,2.04,10011,44.89
24,184.5,455,2.04,10466,46.93
24,181.5,444,1.99,10910,48.92
24,178.5,445,2,11355,50.92
24,175.5,437,1.96,11792,52.88
24,172.5,456,2.04,12248,54.92
24,169.5,447,2,12695,56.93
24,166.5,514,2.3,13209,59.23
24,163.5,448,2.01,13657,61.24
24,160.5,461,2.07,14118,63.31
24,157.5,433,1.94,14551,65.25
24,154.5,478,2.14,15029,67.39
24,151.5,452,2.03,15481,69.42
24,148.5,435,1.95,15916,71.37
24,145.5,398,1.78,16314,73.16
24,142.5,417,1.87,16731,75.03
24,139.5,350,1.57,17081,76.6
24,136.5,380,1.7,17461,78.3
24,133.5,304,1.36,17765,79.66
24,130.5,373,1.67,18138,81.34
24,127.5,305,1.37,18443,82.7
24,124.5,315,1.41,18758,84.12
24,121.5,251,1.13,19009,85.24
24,118.5,265,1.19,19274,86.43
24,115.5,224,1,19498,87.43
24,112.5,229,1.03,19727,88.46
24,109.5,195,0.87,19922,89.34
24,106.5,191,0.86,20113,90.19
24,103.5,143,0.64,20256,90.83
24,100.5,183,0.82,20439,91.65
24,97.5,135,0.61,20574,92.26
24,94.5,106,0.48,20680,92.74
24,91.5,96,0.43,20776,93.17
24,88.5,101,0.45,20877,93.62
24,85.5,60,0.27,20937,93.89
24,82.5,70,0.31,21007,94.2
24,79.5,69,0.31,21076,94.51
24,76.5,72,0.32,21148,94.83
24,73.5,58,0.26,21206,95.09
24,70.5,40,0.18,21246,95.27
24,67.5,36,0.16,21282,95.43
24,64.5,26,0.12,21308,95.55
24,61.5,25,0.11,21333,95.66
24,58.5,27,0.12,21360,95.78
24,55.5,15,0.07,21375,95.85
24,52.5,18,0.08,21393,95.93
24,49.5,12,0.05,21405,95.99
24,46.5,13,0.06,21418,96.04
24,43.5,2,0.01,21420,96.05
24,40.5,11,0.05,21431,96.1
24,37.5,6,0.03,21437,96.13
24,34.5,7,0.03,21444,96.16
24,31.5,7,0.03,21451,96.19
24,28.5,1,0,21452,96.2
24,25.5,1,0,21453,96.2
24,22.5,2,0.01,21455,96.21
24,19.5,3,0.01,21458,96.22
24,16.5,4,0.02,21462,96.24
24,13.5,3,0.01,21465,96.26
24,10.5,3,0.01,21468,96.27
24,7.5,3,0.01,21471,96.28
24,4.5,0,0,21471,96.28
24,1.5,829,3.72,22300,100
25,398,0,0,0,0
25,394,0,0,0,0
25,390,0,0,0,0
25,386,0,0,0,0
25,382,1,0,1,0
25,378,1,0,2,0.01
25,374,2,0.01,4,0.02
25,370,3,0.01,7,0.03
25,366,13,0.06,20,0.09
25,362,30,0.14,50,0.23
25,358,33,0.15,83,0.38
