組別,分數區間均數,人數,百分比,累計人數,累計百分比
58,12.5,0,0,6870,96.39
58,7.5,2,0.03,6872,96.42
58,2.5,255,3.58,7127,100
59,398,0,0,0,0
59,394,0,0,0,0
59,390,0,0,0,0
59,386,0,0,0,0
59,382,0,0,0,0
59,378,2,0.01,2,0.01
59,374,2,0.01,4,0.02
59,370,4,0.02,8,0.03
59,366,29,0.12,37,0.16
59,362,19,0.08,56,0.24
59,358,42,0.18,98,0.41
59,354,50,0.21,148,0.62
59,350,108,0.45,256,1.07
59,346,122,0.51,378,1.59
59,342,131,0.55,509,2.14
59,338,192,0.81,701,2.94
59,334,251,1.05,952,4
59,330,234,0.98,1186,4.98
59,326,245,1.03,1431,6.01
59,322,320,1.34,1751,7.35
59,318,299,1.26,2050,8.61
59,314,334,1.4,2384,10.01
59,310,362,1.52,2746,11.53
59,306,336,1.41,3082,12.94
59,302,375,1.57,3457,14.52
59,298,405,1.7,3862,16.22
59,294,387,1.63,4249,17.84
59,290,389,1.63,4638,19.48
59,286,390,1.64,5028,21.11
59,282,368,1.55,5396,22.66
59,278,408,1.71,5804,24.37
59,274,377,1.58,6181,25.96
59,270,361,1.52,6542,27.47
59,266,402,1.69,6944,29.16
59,262,383,1.61,7327,30.77
59,258,396,1.66,7723,32.43
59,254,409,1.72,8132,34.15
59,250,392,1.65,8524,35.79
59,246,415,1.74,8939,37.54
59,242,438,1.84,9377,39.38
59,238,381,1.6,9758,40.98
59,234,427,1.79,10185,42.77
59,230,399,1.68,10584,44.44
59,226,419,1.76,11003,46.2
59,222,384,1.61,11387,47.82
59,218,419,1.76,11806,49.58
59,214,418,1.76,12224,51.33
59,210,408,1.71,12632,53.04
59,206,464,1.95,13096,54.99
59,202,476,2,13572,56.99
59,198,444,1.86,14016,58.86
59,194,427,1.79,14443,60.65
59,190,458,1.92,14901,62.57
59,186,452,1.9,15353,64.47
59,182,461,1.94,15814,66.41
59,178,447,1.88,16261,68.28
59,174,438,1.84,16699,70.12
59,170,469,1.97,17168,72.09
59,166,473,1.99,17641,74.08
59,162,423,1.78,18064,75.85
59,158,402,1.69,18466,77.54
59,154,422,1.77,18888,79.31
59,150,389,1.63,19277,80.95
59,146,353,1.48,19630,82.43
59,142,341,1.43,19971,83.86
59,138,318,1.34,20289,85.2
59,134,338,1.42,20627,86.62
59,130,257,1.08,20884,87.7
59,126,245,1.03,21129,88.73
59,122,234,0.98,21363,89.71
59,118,207,0.87,21570,90.58
59,114,204,0.86,21774,91.43
59,110,176,0.74,21950,92.17
59,106,143,0.6,22093,92.77
59,102,138,0.58,22231,93.35
59,98,128,0.54,22359,93.89
59,94,119,0.5,22478,94.39
59,90,95,0.4,22573,94.79
59,86,85,0.36,22658,95.15
59,82,59,0.25,22717,95.39
59,78,54,0.23,22771,95.62
59,74,48,0.2,22819,95.82
59,70,28,0.12,22847,95.94
59,66,16,0.07,22863,96.01
59,62,14,0.06,22877,96.07
59,58,14,0.06,22891,96.12
59,54,10,0.04,22901,96.17
59,50,8,0.03,22909,96.2
59,46,6,0.03,22915,96.22
59,42,6,0.03,22921,96.25
59,38,3,0.01,22924,96.26
59,34,4,0.02,22928,96.28
59,30,4,0.02,22932,96.3
59,26,0,0,22932,96.3
59,22,3,0.01,22935,96.31
59,18,4,0.02,22939,96.33
59,14,5,0.02,22944,96.35
59,10,2,0.01,22946,96.36
59,6,3,0.01,22949,96.37
59,2,865,3.63,23814,100
60,398,0,0,0,0
60,394,0,0,0,0
60,390,0,0,0,0
60,386,0,0,0,0
60,382,0,0,0,0
60,378,0,0,0,0
60,374,2,0.01,2,0.01
60,370,3,0.01,5,0.02
60,366,6,0.02,11,0.04
60,362,14,0.06,25,0.1
60,358,35,0.14,60,0.24
60,354,44,0.18,104,0.42
60,350,71,0.29,175,0.71
60,346,85,0.34,260,1.05
60,342,131,0.53,391,1.58
60,338,164,0.66,555,2.24
60,334,180,0.73,735,2.96
60,330,217,0.87,952,3.84
60,326,264,1.06,1216,4.9
60,322,309,1.25,1525,6.15
60,318,337,1.36,1862,7.51
60,314,341,1.37,2203,8.88
60,310,361,1.46,2564,10.34
60,306,381,1.54,2945,11.87
60,302,420,1.69,3365,13.57
60,298,410,1.65,3775,15.22
60,294,405,1.63,4180,16.85
60,290,458,1.85,4638,18.7
60,286,437,1.76,5075,20.46
60,282,462,1.86,5537,22.33
60,278,389,1.57,5926,23.89
60,274,426,1.72,6352,25.61
60,270,402,1.62,6754,27.23
60,266,405,1.63,7159,28.87
60,262,416,1.68,7575,30.54
60,258,433,1.75,8008,32.29
60,254,457,1.84,8465,34.13
60,250,427,1.72,8892,35.85
60,246,418,1.69,9310,37.54
60,242,442,1.78,9752,39.32
60,238,464,1.87,10216,41.19
60,234,435,1.75,10651,42.95
60,230,452,1.82,11103,44.77
60,226,440,1.77,11543,46.54
60,222,445,1.79,11988,48.34
60,218,489,1.97,12477,50.31
60,214,457,1.84,12934,52.15
60,210,504,2.03,13438,54.18
60,206,475,1.92,13913,56.1
60,202,483,1.95,14396,58.05
60,198,466,1.88,14862,59.93
60,194,466,1.88,15328,61.8
60,190,481,1.94,15809,63.74
60,186,466,1.88,16275,65.62
60,182,498,2.01,16773,67.63
60,178,499,2.01,17272,69.64
60,174,535,2.16,17807,71.8
60,170,477,1.92,18284,73.72
60,166,503,2.03,18787,75.75
60,162,441,1.78,19228,77.53
60,158,431,1.74,19659,79.27
60,154,371,1.5,20030,80.76
60,150,385,1.55,20415,82.32
60,146,398,1.6,20813,83.92
60,142,332,1.34,21145,85.26
60,138,326,1.31,21471,86.57
60,134,284,1.15,21755,87.72
60,130,254,1.02,22009,88.74
60,126,245,0.99,22254,89.73
60,122,217,0.87,22471,90.61
60,118,196,0.79,22667,91.4
60,114,177,0.71,22844,92.11
60,110,164,0.66,23008,92.77
60,106,144,0.58,23152,93.35
60,102,127,0.51,23279,93.86
60,98,103,0.42,23382,94.28
60,94,84,0.34,23466,94.62
60,90,88,0.35,23554,94.97
60,86,66,0.27,23620,95.24
60,82,56,0.23,23676,95.46
60,78,48,0.19,23724,95.66
60,74,36,0.15,23760,95.8
60,70,22,0.09,23782,95.89
60,66,25,0.1,23807,95.99
60,62,8,0.03,23815,96.02
60,58,8,0.03,23823,96.06
60,54,7,0.03,23830,96.08
60,50,8,0.03,23838,96.12
60,46,7,0.03,23845,96.15
60,42,8,0.03,23853,96.18
60,38,1,0,23854,96.18
60,34,2,0.01,23856,96.19
60,30,3,0.01,23859,96.2
60,26,0,0,23859,96.2
60,22,5,0.02,23864,96.22
60,18,4,0.02,23868,96.24
60,14,5,0.02,23873,96.26
60,10,3,0.01,23876,96.27
60,6,4,0.02,23880,96.29
60,2,921,3.71,24801,100
62,497.5,0,0,0,0
62,492.5,0,0,0,0
62,487.5,0,0,0,0
62,482.5,0,0,0,0
62,477.5,0,0,0,0
62,472.5,0,0,0,0
62,467.5,2,0.01,2,0.01
62,462.5,2,0.01,4,0.02
62,457.5,6,0.03,10,0.05
62,452.5,12,0.05,22,0.1
62,447.5,25,0.11,47,0.21
62,442.5,43,0.2,90,0.41
62,437.5,66,0.3,156,0.71
62,432.5,77,0.35,233,1.06
62,427.5,100,0.45,333,1.51
62,422.5,120,0.55,453,2.06
62,417.5,190,0.86,643,2.92
62,412.5,193,0.88,836,3.8
62,407.5,236,1.07,1072,4.88
62,402.5,282,1.28,1354,6.16
62,397.5,333,1.51,1687,7.67
62,392.5,335,1.52,2022,9.2
62,387.5,366,1.66,2388,10.86
62,382.5,340,1.55,2728,12.41
62,377.5,386,1.76,3114,14.16
62,372.5,400,1.82,3514,15.98
62,367.5,405,1.84,3919,17.83
62,362.5,390,1.77,4309,19.6
62,357.5,410,1.86,4719,21.47
62,352.5,431,1.96,5150,23.43
62,347.5,397,1.81,5547,25.23
62,342.5,422,1.92,5969,27.15
62,337.5,389,1.77,6358,28.92
62,332.5,451,2.05,6809,30.97
62,327.5,419,1.91,7228,32.88
62,322.5,391,1.78,7619,34.66
62,317.5,402,1.83,8021,36.49
62,312.5,460,2.09,8481,38.58
62,307.5,397,1.81,8878,40.38
62,302.5,447,2.03,9325,42.42
62,297.5,424,1.93,9749,44.35
62,292.5,409,1.86,10158,46.21
62,287.5,451,2.05,10609,48.26
62,282.5,441,2.01,11050,50.26
62,277.5,453,2.06,11503,52.32
62,272.5,454,2.07,11957,54.39
62,267.5,467,2.12,12424,56.51
62,262.5,441,2.01,12865,58.52
62,257.5,442,2.01,13307,60.53
62,252.5,462,2.1,13769,62.63
62,247.5,430,1.96,14199,64.59
62,242.5,497,2.26,14696,66.85
62,237.5,454,2.07,15150,68.91
62,232.5,436,1.98,15586,70.9
62,227.5,455,2.07,16041,72.97
62,222.5,438,1.99,16479,74.96
62,217.5,419,1.91,16898,76.86
62,212.5,403,1.83,17301,78.7
62,207.5,374,1.7,17675,80.4
62,202.5,334,1.52,18009,81.92
62,197.5,356,1.62,18365,83.54
62,192.5,297,1.35,18662,84.89
62,187.5,275,1.25,18937,86.14
62,182.5,272,1.24,19209,87.38
62,177.5,235,1.07,19444,88.45
62,172.5,195,0.89,19639,89.33
62,167.5,213,0.97,19852,90.3
62,162.5,202,0.92,20054,91.22
62,157.5,160,0.73,20214,91.95
62,152.5,129,0.59,20343,92.54
62,147.5,158,0.72,20501,93.25
62,142.5,96,0.44,20597,93.69
62,137.5,92,0.42,20689,94.11
62,132.5,81,0.37,20770,94.48
62,127.5,67,0.3,20837,94.78
62,122.5,62,0.28,20899,95.06
62,117.5,55,0.25,20954,95.31
62,112.5,39,0.18,20993,95.49
62,107.5,22,0.1,21015,95.59
62,102.5,28,0.13,21043,95.72
62,97.5,21,0.1,21064,95.82
62,92.5,20,0.09,21084,95.91
62,87.5,25,0.11,21109,96.02
62,82.5,14,0.06,21123,96.08
62,77.5,9,0.04,21132,96.12
62,72.5,6,0.03,21138,96.15
62,67.5,8,0.04,21146,96.19
62,62.5,4,0.02,21150,96.21
62,57.5,6,0.03,21156,96.23
62,52.5,6,0.03,21162,96.26
62,47.5,4,0.02,21166,96.28
62,42.5,6,0.03,21172,96.31
62,37.5,0,0,21172,96.31
62,32.5,3,0.01,21175,96.32
62,27.5,1,0,21176,96.32
62,22.5,4,0.02,21180,96.34
62,17.5,5,0.02,21185,96.37
62,12.5,3,0.01,21188,96.38
62,7.5,6,0.03,21194,96.41
62,2.5,790,3.59,21984,100
63,497.5,0,0,0,0
63,492.5,0,0,0,0
63,487.5,0,0,0,0
63,482.5,0,0,0,0
63,477.5,0,0,0,0
63,472.5,0,0,0,0
63,467.5,0,0,0,0
63,462.5,1,0,1,0
63,457.5,7,0.03,8,0.03
63,452.5,10,0.04,18,0.08
63,447.5,16,0.07,34,0.14
63,442.5,35,0.15,69,0.29
63,437.5,44,0.19,113,0.48
63,432.5,75,0.32,188,0.79
63,427.5,105,0.44,293,1.24
63,422.5,129,0.54,422,1.78
63,417.5,173,0.73,595,2.51
63,412.5,209,0.88,804,3.39
63,407.5,209,0.88,1013,4.27
63,402.5,274,1.16,1287,5.43
63,397.5,286,1.21,1573,6.63
63,392.5,322,1.36,1895,7.99
63,387.5,331,1.4,2226,9.39
63,382.5,386,1.63,2612,11.02
63,377.5,383,1.62,2995,12.63
63,372.5,359,1.51,3354,14.15
63,367.5,417,1.76,3771,15.9
63,362.5,416,1.75,4187,17.66
63,357.5,440,1.86,4627,19.51
63,352.5,406,1.71,5033,21.23
63,347.5,443,1.87,5476,23.09
63,342.5,413,1.74,5889,24.84
63,337.5,426,1.8,6315,26.63
63,332.5,415,1.75,6730,28.38
63,327.5,439,1.85,7169,30.23
63,322.5,423,1.78,7592,32.02
63,317.5,442,1.86,8034,33.88
63,312.5,427,1.8,8461,35.68
63,307.5,453,1.91,8914,37.59
63,302.5,476,2.01,9390,39.6
63,297.5,459,1.94,9849,41.54
63,292.5,440,1.86,10289,43.39
63,287.5,445,1.88,10734,45.27
63,282.5,413,1.74,11147,47.01
63,277.5,453,1.91,11600,48.92
63,272.5,469,1.98,12069,50.9
63,267.5,476,2.01,12545,52.91
63,262.5,471,1.99,13016,54.89
63,257.5,498,2.1,13514,56.99
63,252.5,486,2.05,14000,59.04
63,247.5,496,2.09,14496,61.14
63,242.5,477,2.01,14973,63.15
63,237.5,450,1.9,15423,65.05
63,232.5,533,2.25,15956,67.29
63,227.5,484,2.04,16440,69.33
63,222.5,459,1.94,16899,71.27
63,217.5,455,1.92,17354,73.19
63,212.5,444,1.87,17798,75.06
63,207.5,428,1.81,18226,76.87
63,202.5,425,1.79,18651,78.66
63,197.5,407,1.72,19058,80.38
63,192.5,357,1.51,19415,81.88
63,187.5,359,1.51,19774,83.4
63,182.5,330,1.39,20104,84.79
63,177.5,320,1.35,20424,86.14
63,172.5,294,1.24,20718,87.38
63,167.5,246,1.04,20964,88.41
63,162.5,220,0.93,21184,89.34
63,157.5,207,0.87,21391,90.22
63,152.5,199,0.84,21590,91.05
63,147.5,180,0.76,21770,91.81
63,142.5,158,0.67,21928,92.48
63,137.5,139,0.59,22067,93.07
63,132.5,115,0.49,22182,93.55
63,127.5,110,0.46,22292,94.02
63,122.5,92,0.39,22384,94.4
63,117.5,105,0.44,22489,94.85
63,112.5,62,0.26,22551,95.11
63,107.5,61,0.26,22612,95.37
63,102.5,45,0.19,22657,95.55
63,97.5,30,0.13,22687,95.68
63,92.5,23,0.1,22710,95.78
63,87.5,32,0.13,22742,95.91
63,82.5,22,0.09,22764,96.01
63,77.5,13,0.05,22777,96.06
63,72.5,13,0.05,22790,96.12
63,67.5,12,0.05,22802,96.17
63,62.5,6,0.03,22808,96.19
63,57.5,7,0.03,22815,96.22
63,52.5,5,0.02,22820,96.24
63,47.5,5,0.02,22825,96.26
63,42.5,7,0.03,22832,96.29
63,37.5,1,0,22833,96.3
63,32.5,3,0.01,22836,96.31
63,27.5,1,0,22837,96.31
63,22.5,4,0.02,22841,96.33
63,17.5,5,0.02,22846,96.35
63,12.5,4,0.02,22850,96.37
63,7.5,5,0.02,22855,96.39
63,2.5,856,3.61,23711,100
64,298.5,0,0,0,0
64,295.5,0,0,0,0
64,292.5,0,0,0,0
64,289.5,0,0,0,0
64,286.5,0,0,0,0
64,283.5,2,0.01,2,0.01
64,280.5,2,0.01,4,0.02
64,277.5,1,0,5,0.02
64,274.5,5,0.02,10,0.04
64,271.5,10,0.04,20,0.08
64,268.5,16,0.07,36,0.15
64,265.5,24,0.1,60,0.25
64,262.5,40,0.16,100,0.41
64,259.5,52,0.21,152,0.62
64,256.5,76,0.31,228,0.93
64,253.5,115,0.47,343,1.41
64,250.5,165,0.68,508,2.08
64,247.5,176,0.72,684,2.8
64,244.5,194,0.8,878,3.6
64,241.5,252,1.03,1130,4.63
64,238.5,292,1.2,1422,5.83
64,235.5,330,1.35,1752,7.18
64,232.5,343,1.41,2095,8.59
64,229.5,388,1.59,2483,10.18
64,226.5,407,1.67,2890,11.85
64,223.5,437,1.79,3327,13.64
64,220.5,476,1.95,3803,15.59
64,217.5,473,1.94,4276,17.53
64,214.5,498,2.04,4774,19.57
64,211.5,525,2.15,5299,21.73
64,208.5,514,2.11,5813,23.83
64,205.5,537,2.2,6350,26.03
64,202.5,508,2.08,6858,28.12
64,199.5,559,2.29,7417,30.41
64,196.5,571,2.34,7988,32.75
64,193.5,532,2.18,8520,34.93
64,190.5,486,1.99,9006,36.92
64,187.5,501,2.05,9507,38.98
64,184.5,538,2.21,10045,41.18
64,181.5,509,2.09,10554,43.27
64,178.5,475,1.95,11029,45.22
64,175.5,472,1.94,11501,47.15
64,172.5,482,1.98,11983,49.13
64,169.5,477,1.96,12460,51.08
64,166.5,456,1.87,12916,52.95
64,163.5,452,1.85,13368,54.81
64,160.5,466,1.91,13834,56.72
64,157.5,420,1.72,14254,58.44
64,154.5,478,1.96,14732,60.4
64,151.5,447,1.83,15179,62.23
64,148.5,404,1.66,15583,63.89
64,145.5,403,1.65,15986,65.54
64,142.5,443,1.82,16429,67.36
64,139.5,418,1.71,16847,69.07
64,136.5,365,1.5,17212,70.57
64,133.5,370,1.52,17582,72.08
64,130.5,344,1.41,17926,73.49
64,127.5,360,1.48,18286,74.97
64,124.5,361,1.48,18647,76.45
64,121.5,319,1.31,18966,77.76
64,118.5,337,1.38,19303,79.14
64,115.5,366,1.5,19669,80.64
64,112.5,345,1.41,20014,82.05
64,109.5,311,1.28,20325,83.33
64,106.5,311,1.28,20636,84.6
64,103.5,286,1.17,20922,85.78
64,100.5,309,1.27,21231,87.04
64,97.5,253,1.04,21484,88.08
64,94.5,250,1.02,21734,89.11
64,91.5,239,0.98,21973,90.09
64,88.5,199,0.82,22172,90.9
64,85.5,171,0.7,22343,91.6
64,82.5,178,0.73,22521,92.33
64,79.5,134,0.55,22655,92.88
64,76.5,138,0.57,22793,93.45
64,73.5,113,0.46,22906,93.91
64,70.5,98,0.4,23004,94.31
64,67.5,73,0.3,23077,94.61
64,64.5,63,0.26,23140,94.87
64,61.5,60,0.25,23200,95.12
64,58.5,33,0.14,23233,95.25
64,55.5,36,0.15,23269,95.4
64,52.5,29,0.12,23298,95.52
64,49.5,20,0.08,23318,95.6
64,46.5,19,0.08,23337,95.68
64,43.5,11,0.05,23348,95.72
64,40.5,9,0.04,23357,95.76
64,37.5,2,0.01,23359,95.77
64,34.5,4,0.02,23363,95.79
64,31.5,6,0.02,23369,95.81
64,28.5,1,0,23370,95.81
64,25.5,2,0.01,23372,95.82
64,22.5,0,0,23372,95.82
64,19.5,1,0,23373,95.83
64,16.5,1,0,23374,95.83
64,13.5,2,0.01,23376,95.84
64,10.5,0,0,23376,95.84
64,7.5,1,0,23377,95.84
64,4.5,0,0,23377,95.84
64,1.5,1014,4.16,24391,100
66,398,0,0,0,0
66,394,0,0,0,0
66,390,0,0,0,0
66,386,0,0,0,0
66,382,0,0,0,0
66,378,1,0.01,1,0.01
66,374,1,0.01,2,0.01
66,370,2,0.01,4,0.03
66,366,0,0,4,0.03
66,362,7,0.05,11,0.07
66,358,13,0.09,24,0.16
66,354,22,0.15,46,0.31
66,350,29,0.19,75,0.5
66,346,64,0.43,139,0.93
66,342,66,0.44,205,1.37
66,338,104,0.69,309,2.06
66,334,142,0.95,451,3.01
66,330,167,1.11,618,4.12
66,326,191,1.27,809,5.39
66,322,218,1.45,1027,6.84
66,318,256,1.71,1283,8.55
66,314,256,1.71,1539,10.26
66,310,277,1.85,1816,12.1
66,306,278,1.85,2094,13.96
66,302,287,1.91,2381,15.87
66,298,283,1.89,2664,17.75
66,294,321,2.14,2985,19.89
66,290,325,2.17,3310,22.06
66,286,322,2.15,3632,24.21
66,282,317,2.11,3949,26.32
66,278,294,1.96,4243,28.28
66,274,278,1.85,4521,30.13
66,270,301,2.01,4822,32.14
66,266,275,1.83,5097,33.97
66,262,319,2.13,5416,36.09
66,258,319,2.13,5735,38.22
66,254,307,2.05,6042,40.27
66,250,277,1.85,6319,42.11
66,246,297,1.98,6616,44.09
66,242,287,1.91,6903,46
66,238,266,1.77,7169,47.78
66,234,310,2.07,7479,49.84
66,230,283,1.89,7762,51.73
66,226,271,1.81,8033,53.54
66,222,286,1.91,8319,55.44
66,218,274,1.83,8593,57.27
66,214,266,1.77,8859,59.04
66,210,244,1.63,9103,60.67
66,206,261,1.74,9364,62.41
66,202,253,1.69,9617,64.09
66,198,242,1.61,9859,65.7
66,194,249,1.66,10108,67.36
66,190,240,1.6,10348,68.96
66,186,228,1.52,10576,70.48
66,182,203,1.35,10779,71.84
66,178,204,1.36,10983,73.2
66,174,214,1.43,11197,74.62
66,170,212,1.41,11409,76.03
66,166,185,1.23,11594,77.27
66,162,193,1.29,11787,78.55
66,158,202,1.35,11989,79.9
66,154,184,1.23,12173,81.13
66,150,198,1.32,12371,82.45
66,146,197,1.31,12568,83.76
66,142,158,1.05,12726,84.81
66,138,146,0.97,12872,85.78
66,134,132,0.88,13004,86.66
66,130,149,0.99,13153,87.66
66,126,166,1.11,13319,88.76
66,122,122,0.81,13441,89.58
66,118,114,0.76,13555,90.34
66,114,104,0.69,13659,91.03
66,110,100,0.67,13759,91.7
66,106,86,0.57,13845,92.27
66,102,71,0.47,13916,92.74
66,98,72,0.48,13988,93.22
66,94,63,0.42,14051,93.64
66,90,45,0.3,14096,93.94
66,86,43,0.29,14139,94.23
66,82,41,0.27,14180,94.5
66,78,37,0.25,14217,94.75
66,74,23,0.15,14240,94.9
66,70,21,0.14,14261,95.04
66,66,17,0.11,14278,95.15
66,62,17,0.11,14295,95.27
66,58,12,0.08,14307,95.35
66,54,7,0.05,14314,95.39
66,50,7,0.05,14321,95.44
66,46,0,0,14321,95.44
66,42,6,0.04,14327,95.48
66,38,3,0.02,14330,95.5
66,34,3,0.02,14333,95.52
66,30,1,0.01,14334,95.53
66,26,5,0.03,14339,95.56
66,22,6,0.04,14345,95.6
66,18,2,0.01,14347,95.61
66,14,0,0,14347,95.61
66,10,0,0,14347,95.61
66,6,0,0,14347,95.61
66,2,658,4.39,15005,100
68,398,0,0,0,0
68,394,0,0,0,0
68,390,0,0,0,0
68,386,0,0,0,0
68,382,0,0,0,0
68,378,1,0,1,0
68,374,2,0.01,3,0.01
68,370,4,0.02,7,0.03
68,366,11,0.05,18,0.08
68,362,11,0.05,29,0.13
68,358,21,0.09,50,0.22
68,354,32,0.14,82,0.37
68,350,51,0.23,133,0.6
68,346,80,0.36,213,0.96
68,342,121,0.54,334,1.5
68,338,149,0.67,483,2.17
68,334,151,0.68,634,2.85
68,330,206,0.93,840,3.78
68,326,223,1,1063,4.78
68,322,252,1.13,1315,5.91
68,318,285,1.28,1600,7.19
68,314,315,1.42,1915,8.61
68,310,369,1.66,2284,10.27
68,306,362,1.63,2646,11.9
68,302,348,1.56,2994,13.46
68,298,399,1.79,3393,15.25
68,294,388,1.74,3781,17
68,290,431,1.94,4212,18.94
68,286,444,2,4656,20.93
68,282,443,1.99,5099,22.92
68,278,426,1.92,5525,24.84
68,274,444,2,5969,26.83
68,270,453,2.04,6422,28.87
68,266,475,2.14,6897,31.01
68,262,441,1.98,7338,32.99
68,258,483,2.17,7821,35.16
68,254,486,2.18,8307,37.34
68,250,434,1.95,8741,39.3
68,246,488,2.19,9229,41.49
68,242,467,2.1,9696,43.59
68,238,422,1.9,10118,45.49
68,234,455,2.05,10573,47.53
68,230,439,1.97,11012,49.51
68,226,440,1.98,11452,51.48
68,222,407,1.83,11859,53.31
68,218,401,1.8,12260,55.12
68,214,379,1.7,12639,56.82
68,210,383,1.72,13022,58.54
68,206,377,1.69,13399,60.24
68,202,371,1.67,13770,61.9
68,198,361,1.62,14131,63.53
68,194,409,1.84,14540,65.37
68,190,364,1.64,14904,67
68,186,334,1.5,15238,68.5
68,182,354,1.59,15592,70.1
68,178,324,1.46,15916,71.55
68,174,324,1.46,16240,73.01
68,170,323,1.45,16563,74.46
68,166,346,1.56,16909,76.02
68,162,304,1.37,17213,77.38
68,158,303,1.36,17516,78.74
68,154,332,1.49,17848,80.24
68,150,282,1.27,18130,81.51
68,146,289,1.3,18419,82.8
68,142,269,1.21,18688,84.01
68,138,289,1.3,18977,85.31
68,134,266,1.2,19243,86.51
68,130,235,1.06,19478,87.57
68,126,227,1.02,19705,88.59
68,122,239,1.07,19944,89.66
68,118,209,0.94,20153,90.6
68,114,176,0.79,20329,91.39
68,110,182,0.82,20511,92.21
68,106,133,0.6,20644,92.81
68,102,124,0.56,20768,93.36
68,98,131,0.59,20899,93.95
68,94,86,0.39,20985,94.34
68,90,84,0.38,21069,94.72
68,86,72,0.32,21141,95.04
68,82,52,0.23,21193,95.28
68,78,49,0.22,21242,95.5
68,74,36,0.16,21278,95.66
68,70,23,0.1,21301,95.76
68,66,23,0.1,21324,95.86
68,62,18,0.08,21342,95.94
68,58,12,0.05,21354,96
68,54,10,0.04,21364,96.04
68,50,6,0.03,21370,96.07
68,46,5,0.02,21375,96.09
68,42,2,0.01,21377,96.1
68,38,6,0.03,21383,96.13
68,34,6,0.03,21389,96.16
68,30,7,0.03,21396,96.19
68,26,7,0.03,21403,96.22
68,22,5,0.02,21408,96.24
68,18,6,0.03,21414,96.27
68,14,3,0.01,21417,96.28
68,10,3,0.01,21420,96.3
68,6,0,0,21420,96.3
68,2,824,3.7,22244,100
69,497.5,0,0,0,0
69,492.5,0,0,0,0
69,487.5,0,0,0,0
69,482.5,0,0,0,0
69,477.5,0,0,0,0
69,472.5,1,0.01,1,0.01
69,467.5,1,0.01,2,0.01
69,462.5,2,0.01,4,0.03
69,457.5,6,0.04,10,0.07
69,452.5,8,0.06,18,0.12
69,447.5,21,0.14,39,0.27
69,442.5,24,0.17,63,0.43
69,437.5,48,0.33,111,0.77
69,432.5,84,0.58,195,1.34
69,427.5,98,0.68,293,2.02
69,422.5,122,0.84,415,2.86
69,417.5,157,1.08,572,3.94
69,412.5,188,1.3,760,5.24
69,407.5,188,1.3,948,6.53
69,402.5,216,1.49,1164,8.02
69,397.5,253,1.74,1417,9.77
69,392.5,263,1.81,1680,11.58
69,387.5,277,1.91,1957,13.49
69,382.5,244,1.68,2201,15.17
69,377.5,259,1.79,2460,16.95
69,372.5,285,1.96,2745,18.92
69,367.5,281,1.94,3026,20.86
69,362.5,320,2.21,3346,23.06
69,357.5,286,1.97,3632,25.03
69,352.5,295,2.03,3927,27.07
69,347.5,252,1.74,4179,28.8
69,342.5,285,1.96,4464,30.77
69,337.5,282,1.94,4746,32.71
69,332.5,304,2.1,5050,34.81
69,327.5,262,1.81,5312,36.61
69,322.5,286,1.97,5598,38.58
69,317.5,289,1.99,5887,40.57
69,312.5,276,1.9,6163,42.48
69,307.5,266,1.83,6429,44.31
69,302.5,298,2.05,6727,46.36
69,297.5,299,2.06,7026,48.43
69,292.5,281,1.94,7307,50.36
69,287.5,249,1.72,7556,52.08
69,282.5,240,1.65,7796,53.73
69,277.5,248,1.71,8044,55.44
69,272.5,248,1.71,8292,57.15
69,267.5,229,1.58,8521,58.73
69,262.5,242,1.67,8763,60.4
69,257.5,249,1.72,9012,62.11
69,252.5,246,1.7,9258,63.81
69,247.5,237,1.63,9495,65.44
69,242.5,224,1.54,9719,66.99
69,237.5,223,1.54,9942,68.52
69,232.5,225,1.55,10167,70.07
69,227.5,199,1.37,10366,71.45
69,222.5,214,1.47,10580,72.92
69,217.5,211,1.45,10791,74.37
69,212.5,188,1.3,10979,75.67
69,207.5,167,1.15,11146,76.82
69,202.5,192,1.32,11338,78.14
69,197.5,190,1.31,11528,79.45
69,192.5,190,1.31,11718,80.76
69,187.5,158,1.09,11876,81.85
69,182.5,175,1.21,12051,83.06
69,177.5,157,1.08,12208,84.14
69,172.5,167,1.15,12375,85.29
69,167.5,156,1.08,12531,86.37
69,162.5,152,1.05,12683,87.41
69,157.5,142,0.98,12825,88.39
69,152.5,128,0.88,12953,89.28
69,147.5,116,0.8,13069,90.08
69,142.5,115,0.79,13184,90.87
69,137.5,120,0.83,13304,91.69
69,132.5,78,0.54,13382,92.23
69,127.5,84,0.58,13466,92.81
69,122.5,73,0.5,13539,93.31
69,117.5,65,0.45,13604,93.76
69,112.5,51,0.35,13655,94.11
69,107.5,46,0.32,13701,94.43
69,102.5,40,0.28,13741,94.71
69,97.5,44,0.3,13785,95.01
69,92.5,29,0.2,13814,95.21
69,87.5,16,0.11,13830,95.32
69,82.5,14,0.1,13844,95.42
69,77.5,18,0.12,13862,95.54
69,72.5,7,0.05,13869,95.59
69,67.5,7,0.05,13876,95.64
69,62.5,7,0.05,13883,95.69
69,57.5,3,0.02,13886,95.71
69,52.5,5,0.03,13891,95.74
69,47.5,3,0.02,13894,95.76
69,42.5,2,0.01,13896,95.78
69,37.5,4,0.03,13900,95.8
69,32.5,4,0.03,13904,95.83
69,27.5,6,0.04,13910,95.87
