組別,分數區間,人數,,
73,457.50 ,4,,
73,452.50 ,8,,
73,447.50 ,10,,
73,442.50 ,19,,
73,437.50 ,41,,
73,432.50 ,50,,
73,427.50 ,50,,
73,422.50 ,82,,
73,417.50 ,110,,
73,412.50 ,109,,
73,407.50 ,146,,
73,402.50 ,168,,
73,397.50 ,174,,
73,392.50 ,177,,
73,387.50 ,171,,
73,382.50 ,210,,
73,377.50 ,206,,
73,372.50 ,217,,
73,367.50 ,212,,
73,362.50 ,239,,
73,357.50 ,212,,
73,352.50 ,207,,
73,347.50 ,217,,
73,342.50 ,219,,
73,337.50 ,200,,
73,332.50 ,212,,
73,327.50 ,230,,
73,322.50 ,205,,
73,317.50 ,238,,
73,312.50 ,222,,
73,307.50 ,214,,
73,302.50 ,224,,
73,297.50 ,232,,
73,292.50 ,228,,
73,287.50 ,252,,
73,282.50 ,188,,
73,277.50 ,235,,
73,272.50 ,239,,
73,267.50 ,215,,
73,262.50 ,192,,
73,257.50 ,214,,
73,252.50 ,166,,
73,247.50 ,178,,
73,242.50 ,181,,
73,237.50 ,189,,
73,232.50 ,164,,
73,227.50 ,187,,
73,222.50 ,186,,
73,217.50 ,166,,
73,212.50 ,156,,
73,207.50 ,180,,
73,202.50 ,151,,
73,197.50 ,155,,
73,192.50 ,157,,
73,187.50 ,165,,
73,182.50 ,158,,
73,177.50 ,170,,
73,172.50 ,142,,
73,167.50 ,140,,
73,162.50 ,153,,
73,157.50 ,150,,
73,152.50 ,128,,
73,147.50 ,128,,
73,142.50 ,137,,
73,137.50 ,115,,
73,132.50 ,98,,
73,127.50 ,94,,
73,122.50 ,94,,
73,117.50 ,76,,
73,112.50 ,72,,
73,107.50 ,70,,
73,102.50 ,58,,
73,97.50 ,46,,
73,92.50 ,43,,
73,87.50 ,21,,
73,82.50 ,20,,
73,77.50 ,14,,
73,72.50 ,11,,
73,67.50 ,8,,
73,62.50 ,7,,
73,57.50 ,5,,
73,52.50 ,10,,
73,47.50 ,4,,
73,42.50 ,3,,
73,37.50 ,5,,
73,32.50 ,1,,
73,27.50 ,1,,
73,22.50 ,5,,
73,17.50 ,3,,
73,12.50 ,1,,
73,7.50 ,1,,
73,2.50 ,484,,
74,497.50 ,0,,
74,492.50 ,0,,
74,487.50 ,0,,
74,482.50 ,0,,
74,477.50 ,0,,
74,472.50 ,0,,
74,467.50 ,4,,
74,462.50 ,6,,
74,457.50 ,19,,
74,452.50 ,25,,
74,447.50 ,36,,
74,442.50 ,66,,
74,437.50 ,69,,
74,432.50 ,89,,
74,427.50 ,109,,
74,422.50 ,133,,
74,417.50 ,168,,
74,412.50 ,176,,
74,407.50 ,189,,
74,402.50 ,236,,
74,397.50 ,236,,
74,392.50 ,253,,
74,387.50 ,270,,
74,382.50 ,256,,
74,377.50 ,272,,
74,372.50 ,287,,
74,367.50 ,307,,
74,362.50 ,333,,
74,357.50 ,335,,
74,352.50 ,335,,
74,347.50 ,330,,
74,342.50 ,325,,
74,337.50 ,351,,
74,332.50 ,325,,
74,327.50 ,320,,
74,322.50 ,372,,
74,317.50 ,345,,
74,312.50 ,329,,
74,307.50 ,398,,
74,302.50 ,398,,
74,297.50 ,359,,
74,292.50 ,341,,
74,287.50 ,325,,
74,282.50 ,363,,
74,277.50 ,336,,
74,272.50 ,344,,
74,267.50 ,358,,
74,262.50 ,376,,
74,257.50 ,309,,
74,252.50 ,334,,
74,247.50 ,321,,
74,242.50 ,266,,
74,237.50 ,317,,
74,232.50 ,328,,
74,227.50 ,269,,
74,222.50 ,300,,
74,217.50 ,291,,
74,212.50 ,300,,
74,207.50 ,297,,
74,202.50 ,283,,
74,197.50 ,281,,
74,192.50 ,286,,
74,187.50 ,283,,
74,182.50 ,268,,
74,177.50 ,261,,
74,172.50 ,290,,
74,167.50 ,258,,
74,162.50 ,323,,
74,157.50 ,237,,
74,152.50 ,248,,
74,147.50 ,287,,
74,142.50 ,257,,
74,137.50 ,245,,
74,132.50 ,230,,
74,127.50 ,214,,
74,122.50 ,195,,
74,117.50 ,150,,
74,112.50 ,139,,
74,107.50 ,146,,
74,102.50 ,131,,
74,97.50 ,107,,
74,92.50 ,73,,
74,87.50 ,59,,
74,82.50 ,36,,
74,77.50 ,27,,
74,72.50 ,22,,
74,67.50 ,16,,
74,62.50 ,13,,
74,57.50 ,7,,
74,52.50 ,10,,
74,47.50 ,6,,
74,42.50 ,6,,
74,37.50 ,8,,
74,32.50 ,2,,
74,27.50 ,2,,
74,22.50 ,5,,
74,17.50 ,5,,
74,12.50 ,1,,
74,7.50 ,1,,
74,2.50 ,722,,
,,,,
