組別,分數區間,人數,,
14,270.00 ,308,,
14,266.00 ,296,,
14,262.00 ,295,,
14,258.00 ,300,,
14,254.00 ,339,,
14,250.00 ,301,,
14,246.00 ,316,,
14,242.00 ,319,,
14,238.00 ,277,,
14,234.00 ,329,,
14,230.00 ,337,,
14,226.00 ,353,,
14,222.00 ,318,,
14,218.00 ,272,,
14,214.00 ,304,,
14,210.00 ,328,,
14,206.00 ,304,,
14,202.00 ,337,,
14,198.00 ,324,,
14,194.00 ,281,,
14,190.00 ,306,,
14,186.00 ,266,,
14,182.00 ,287,,
14,178.00 ,255,,
14,174.00 ,277,,
14,170.00 ,272,,
14,166.00 ,289,,
14,162.00 ,273,,
14,158.00 ,272,,
14,154.00 ,279,,
14,150.00 ,285,,
14,146.00 ,270,,
14,142.00 ,282,,
14,138.00 ,247,,
14,134.00 ,265,,
14,130.00 ,252,,
14,126.00 ,301,,
14,122.00 ,257,,
14,118.00 ,252,,
14,114.00 ,265,,
14,110.00 ,253,,
14,106.00 ,280,,
14,102.00 ,241,,
14,98.00 ,270,,
14,94.00 ,241,,
14,90.00 ,231,,
14,86.00 ,220,,
14,82.00 ,174,,
14,78.00 ,176,,
14,74.00 ,156,,
14,70.00 ,140,,
14,66.00 ,134,,
14,62.00 ,110,,
14,58.00 ,90,,
14,54.00 ,58,,
14,50.00 ,34,,
14,46.00 ,35,,
14,42.00 ,31,,
14,38.00 ,20,,
14,34.00 ,9,,
14,30.00 ,9,,
14,26.00 ,5,,
14,22.00 ,9,,
14,18.00 ,6,,
14,14.00 ,5,,
14,10.00 ,0,,
14,6.00 ,2,,
14,2.00 ,790,,
15,497.50 ,0,,
15,492.50 ,0,,
15,487.50 ,0,,
15,482.50 ,0,,
15,477.50 ,1,,
15,472.50 ,2,,
15,467.50 ,13,,
15,462.50 ,19,,
15,457.50 ,22,,
15,452.50 ,37,,
15,447.50 ,45,,
15,442.50 ,77,,
15,437.50 ,90,,
15,432.50 ,89,,
15,427.50 ,119,,
15,422.50 ,113,,
15,417.50 ,158,,
15,412.50 ,139,,
15,407.50 ,169,,
15,402.50 ,177,,
15,397.50 ,181,,
15,392.50 ,152,,
15,387.50 ,177,,
15,382.50 ,191,,
15,377.50 ,171,,
15,372.50 ,188,,
15,367.50 ,204,,
15,362.50 ,184,,
15,357.50 ,186,,
15,352.50 ,161,,
15,347.50 ,181,,
15,342.50 ,181,,
15,337.50 ,201,,
15,332.50 ,173,,
15,327.50 ,185,,
15,322.50 ,196,,
15,317.50 ,203,,
15,312.50 ,183,,
15,307.50 ,196,,
15,302.50 ,176,,
15,297.50 ,202,,
15,292.50 ,178,,
15,287.50 ,203,,
15,282.50 ,182,,
15,277.50 ,194,,
15,272.50 ,226,,
15,267.50 ,193,,
15,262.50 ,190,,
15,257.50 ,207,,
15,252.50 ,180,,
15,247.50 ,182,,
15,242.50 ,150,,
15,237.50 ,180,,
15,232.50 ,161,,
15,227.50 ,161,,
15,222.50 ,171,,
15,217.50 ,182,,
15,212.50 ,172,,
15,207.50 ,154,,
15,202.50 ,158,,
15,197.50 ,163,,
15,192.50 ,165,,
15,187.50 ,157,,
15,182.50 ,138,,
15,177.50 ,136,,
15,172.50 ,163,,
15,167.50 ,170,,
15,162.50 ,144,,
15,157.50 ,166,,
15,152.50 ,159,,
15,147.50 ,142,,
15,142.50 ,159,,
15,137.50 ,134,,
15,132.50 ,130,,
15,127.50 ,142,,
15,122.50 ,129,,
15,117.50 ,126,,
15,112.50 ,118,,
15,107.50 ,99,,
15,102.50 ,82,,
15,97.50 ,77,,
15,92.50 ,104,,
15,87.50 ,72,,
15,82.50 ,60,,
15,77.50 ,43,,
15,72.50 ,44,,
15,67.50 ,26,,
15,62.50 ,19,,
15,57.50 ,19,,
15,52.50 ,11,,
15,47.50 ,9,,
15,42.50 ,6,,
15,37.50 ,9,,
15,32.50 ,7,,
15,27.50 ,2,,
15,22.50 ,8,,
15,17.50 ,8,,
15,12.50 ,3,,
15,7.50 ,1,,
15,2.50 ,545,,
16,298.5,0,,
16,295.5,0,,
16,292.5,0,,
16,289.5,0,,
16,286.5,0,,
16,283.5,0,,
16,280.5,2,,
16,277.5,1,,
16,274.5,7,,
16,271.5,13,,
16,268.5,18,,
16,265.5,27,,
16,262.5,50,,
16,259.5,79,,
16,256.5,65,,
16,253.5,91,,
16,250.5,116,,
16,247.5,129,,
16,244.5,137,,
16,241.5,161,,
16,238.5,187,,
16,235.5,220,,
16,232.5,203,,
16,229.5,199,,
16,226.5,218,,
16,223.5,230,,
16,220.5,223,,
16,217.5,213,,
16,214.5,233,,
16,211.5,236,,
16,208.5,243,,
16,205.5,257,,
16,202.5,221,,
16,199.5,243,,
16,196.5,248,,
16,193.5,261,,
16,190.5,241,,
16,187.5,251,,
16,184.5,249,,
16,181.5,245,,
16,178.5,267,,
16,175.5,268,,
16,172.5,287,,
16,169.5,265,,
16,166.5,258,,
16,163.5,264,,
16,160.5,233,,
16,157.5,250,,
16,154.5,242,,
16,151.5,258,,
16,148.5,246,,
16,145.5,247,,
16,142.5,233,,
16,139.5,225,,
16,136.5,217,,
16,133.5,228,,
16,130.5,240,,
16,127.5,232,,
16,124.5,230,,
16,121.5,199,,
16,118.5,188,,
16,115.5,215,,
16,112.5,192,,
16,109.5,191,,
16,106.5,180,,
16,103.5,184,,
16,100.5,179,,
16,97.5,171,,
16,94.5,145,,
16,91.5,158,,
16,88.5,139,,
16,85.5,151,,
16,82.5,151,,
16,79.5,132,,
16,76.5,97,,
16,73.5,87,,
16,70.5,95,,
16,67.5,65,,
16,64.5,49,,
16,61.5,54,,
16,58.5,40,,
16,55.5,36,,
16,52.5,22,,
16,49.5,26,,
16,46.5,15,,
16,43.5,14,,
16,40.5,6,,
16,37.5,5,,
16,34.5,6,,
16,31.5,4,,
16,28.5,3,,
16,25.5,0,,
16,22.5,5,,
16,19.5,4,,
16,16.5,3,,
16,13.5,0,,
16,10.5,2,,
16,7.5,0,,
16,4.5,1,,
16,1.5,585,,
17,298.5,0,,
17,295.5,0,,
17,292.5,0,,
17,289.5,0,,
17,286.5,0,,
17,283.5,0,,
17,280.5,1,,
17,277.5,0,,
17,274.5,3,,
17,271.5,8,,
17,268.5,15,,
17,265.5,18,,
17,262.5,31,,
17,259.5,39,,
17,256.5,46,,
17,253.5,72,,
17,250.5,85,,
17,247.5,118,,
17,244.5,127,,
17,241.5,172,,
17,238.5,170,,
17,235.5,164,,
17,232.5,216,,
17,229.5,198,,
17,226.5,223,,
17,223.5,216,,
17,220.5,187,,
17,217.5,231,,
17,214.5,215,,
17,211.5,226,,
17,208.5,186,,
17,205.5,227,,
17,202.5,220,,
17,199.5,199,,
17,196.5,211,,
17,193.5,238,,
17,190.5,225,,
17,187.5,206,,
17,184.5,212,,
17,181.5,213,,
17,178.5,252,,
17,175.5,243,,
17,172.5,251,,
17,169.5,259,,
17,166.5,265,,
17,163.5,232,,
17,160.5,258,,
17,157.5,222,,
17,154.5,218,,
17,151.5,200,,
17,148.5,203,,
17,145.5,224,,
17,142.5,223,,
17,139.5,193,,
17,136.5,209,,
17,133.5,176,,
17,130.5,203,,
17,127.5,182,,
17,124.5,171,,
17,121.5,193,,
17,118.5,187,,
17,115.5,162,,
17,112.5,170,,
17,109.5,166,,
17,106.5,158,,
17,103.5,161,,
17,100.5,142,,
17,97.5,134,,
17,94.5,124,,
17,91.5,107,,
17,88.5,106,,
17,85.5,104,,
17,82.5,101,,
17,79.5,77,,
17,76.5,72,,
17,73.5,71,,
17,70.5,71,,
17,67.5,50,,
17,64.5,44,,
17,61.5,24,,
17,58.5,27,,
17,55.5,21,,
17,52.5,16,,
17,49.5,19,,
17,46.5,15,,
17,43.5,15,,
17,40.5,12,,
17,37.5,3,,
17,34.5,5,,
17,31.5,2,,
17,28.5,3,,
17,25.5,0,,
17,22.5,5,,
17,19.5,3,,
17,16.5,1,,
17,13.5,1,,
17,10.5,1,,
17,7.5,1,,
17,4.5,0,,
17,1.5,499,,
18,298.5,0,,
18,295.5,0,,
18,292.5,0,,
18,289.5,0,,
18,286.5,1,,
18,283.5,1,,
18,280.5,10,,
18,277.5,16,,
18,274.5,27,,
18,271.5,42,,
18,268.5,51,,
18,265.5,63,,
18,262.5,102,,
18,259.5,106,,
18,256.5,114,,
18,253.5,156,,
18,250.5,167,,
18,247.5,197,,
18,244.5,221,,
18,241.5,197,,
18,238.5,259,,
18,235.5,291,,
18,232.5,264,,
18,229.5,273,,
18,226.5,274,,
18,223.5,291,,
18,220.5,288,,
18,217.5,300,,
18,214.5,292,,
18,211.5,314,,
18,208.5,330,,
18,205.5,302,,
18,202.5,333,,
18,199.5,343,,
18,196.5,322,,
18,193.5,345,,
18,190.5,319,,
18,187.5,372,,
18,184.5,386,,
18,181.5,338,,
18,178.5,351,,
18,175.5,337,,
18,172.5,338,,
18,169.5,358,,
18,166.5,359,,
18,163.5,362,,
18,160.5,339,,
18,157.5,359,,
18,154.5,348,,
18,151.5,365,,
18,148.5,300,,
18,145.5,317,,
18,142.5,313,,
18,139.5,316,,
18,136.5,314,,
18,133.5,343,,
18,130.5,298,,
18,127.5,296,,
18,124.5,310,,
18,121.5,316,,
18,118.5,292,,
18,115.5,303,,
18,112.5,316,,
18,109.5,313,,
18,106.5,292,,
18,103.5,280,,
18,100.5,267,,
18,97.5,299,,
18,94.5,252,,
18,91.5,275,,
18,88.5,254,,
18,85.5,238,,
18,82.5,234,,
18,79.5,241,,
18,76.5,175,,
18,73.5,176,,
18,70.5,169,,
18,67.5,137,,
18,64.5,118,,
18,61.5,93,,
18,58.5,66,,
18,55.5,49,,
18,52.5,34,,
18,49.5,34,,
18,46.5,20,,
18,43.5,23,,
18,40.5,18,,
18,37.5,5,,
18,34.5,11,,
18,31.5,5,,
18,28.5,4,,
18,25.5,3,,
18,22.5,4,,
18,19.5,5,,
18,16.5,3,,
18,13.5,0,,
18,10.5,0,,
18,7.5,1,,
18,4.5,1,,
18,1.5,742,,
19,298.5,0,,
19,295.5,0,,
19,292.5,0,,
19,289.5,0,,
19,286.5,0,,
19,283.5,0,,
19,280.5,0,,
19,277.5,0,,
19,274.5,3,,
19,271.5,4,,
19,268.5,7,,
19,265.5,13,,
19,262.5,27,,
19,259.5,34,,
19,256.5,69,,
19,253.5,85,,
19,250.5,128,,
19,247.5,129,,
19,244.5,193,,
19,241.5,215,,
19,238.5,255,,
19,235.5,269,,
19,232.5,341,,
19,229.5,369,,
19,226.5,432,,
19,223.5,404,,
19,220.5,459,,
19,217.5,464,,
19,214.5,544,,
19,211.5,462,,
19,208.5,541,,
19,205.5,475,,
19,202.5,560,,
19,199.5,528,,
19,196.5,553,,
19,193.5,559,,
19,190.5,605,,
19,187.5,530,,
19,184.5,636,,
19,181.5,525,,
19,178.5,624,,
19,175.5,476,,
19,172.5,647,,
19,169.5,550,,
19,166.5,551,,
19,163.5,521,,
19,160.5,549,,
19,157.5,501,,
19,154.5,526,,
19,151.5,485,,
19,148.5,521,,
19,145.5,458,,
19,142.5,468,,
19,139.5,406,,
19,136.5,395,,
19,133.5,342,,
19,130.5,358,,
19,127.5,314,,
19,124.5,281,,
19,121.5,215,,
19,118.5,261,,
19,115.5,204,,
19,112.5,181,,
19,109.5,156,,
19,106.5,160,,
19,103.5,115,,
19,100.5,115,,
19,97.5,91,,
19,94.5,92,,
19,91.5,76,,
19,88.5,54,,
19,85.5,47,,
19,82.5,53,,
19,79.5,58,,
19,76.5,56,,
19,73.5,34,,
19,70.5,28,,
19,67.5,37,,
19,64.5,16,,
19,61.5,22,,
19,58.5,28,,
19,55.5,19,,
19,52.5,18,,
19,49.5,10,,
19,46.5,16,,
19,43.5,13,,
19,40.5,8,,
19,37.5,5,,
19,34.5,12,,
19,31.5,11,,
19,28.5,6,,
19,25.5,3,,
19,22.5,5,,
19,19.5,1,,
19,16.5,3,,
19,13.5,0,,
19,10.5,1,,
19,7.5,0,,
19,4.5,0,,
19,1.5,791,,
21,298.5,0,,
21,295.5,0,,
21,292.5,0,,
21,289.5,0,,
21,286.5,0,,
21,283.5,0,,
21,280.5,0,,
21,277.5,4,,
21,274.5,2,,
21,271.5,4,,
21,268.5,13,,
21,265.5,16,,
21,262.5,29,,
21,259.5,49,,
21,256.5,67,,
21,253.5,87,,
21,250.5,122,,
21,247.5,155,,
21,244.5,170,,
21,241.5,217,,
21,238.5,247,,
21,235.5,315,,
21,232.5,309,,
21,229.5,377,,
21,226.5,420,,
21,223.5,430,,
21,220.5,393,,
21,217.5,441,,
21,214.5,503,,
21,211.5,498,,
21,208.5,484,,
21,205.5,531,,
21,202.5,496,,
21,199.5,519,,
21,196.5,525,,
21,193.5,526,,
21,190.5,552,,
21,187.5,490,,
21,184.5,498,,
21,181.5,537,,
21,178.5,563,,
21,175.5,548,,
21,172.5,506,,
21,169.5,525,,
21,166.5,550,,
21,163.5,525,,
21,160.5,515,,
21,157.5,486,,
21,154.5,484,,
21,151.5,507,,
21,148.5,513,,
21,145.5,454,,
21,142.5,481,,
21,139.5,473,,
21,136.5,427,,
21,133.5,452,,
21,130.5,376,,
21,127.5,407,,
21,124.5,390,,
21,121.5,322,,
21,118.5,337,,
21,115.5,285,,
21,112.5,287,,
21,109.5,254,,
21,106.5,232,,
21,103.5,215,,
21,100.5,154,,
21,97.5,159,,
21,94.5,163,,
21,91.5,115,,
21,88.5,120,,
21,85.5,97,,
21,82.5,80,,
21,79.5,80,,
21,76.5,69,,
21,73.5,54,,
21,70.5,50,,
21,67.5,43,,
21,64.5,25,,
21,61.5,20,,
21,58.5,34,,
21,55.5,28,,
21,52.5,22,,
21,49.5,13,,
21,46.5,18,,
21,43.5,15,,
21,40.5,7,,
21,37.5,6,,
21,34.5,10,,
21,31.5,10,,
21,28.5,5,,
21,25.5,2,,
21,22.5,6,,
21,19.5,1,,
21,16.5,3,,
21,13.5,0,,
21,10.5,2,,
21,7.5,1,,
21,4.5,0,,
21,1.5,835,,
22,298.5,0,,
22,295.5,0,,
22,292.5,0,,
22,289.5,0,,
22,286.5,0,,
22,283.5,0,,
22,280.5,1,,
22,277.5,1,,
22,274.5,4,,
22,271.5,8,,
22,268.5,15,,
22,265.5,26,,
22,262.5,38,,
22,259.5,63,,
22,256.5,102,,
22,253.5,108,,
22,250.5,145,,
22,247.5,204,,
22,244.5,236,,
22,241.5,261,,
22,238.5,320,,
22,235.5,335,,
22,232.5,417,,
22,229.5,496,,
22,226.5,451,,
22,223.5,534,,
22,220.5,525,,
22,217.5,572,,
22,214.5,580,,
22,211.5,571,,
22,208.5,613,,
22,205.5,660,,
22,202.5,652,,
22,199.5,609,,
22,196.5,631,,
22,193.5,646,,
22,190.5,687,,
22,187.5,622,,
22,184.5,639,,
22,181.5,651,,
22,178.5,637,,
22,175.5,601,,
22,172.5,607,,
22,169.5,577,,
22,166.5,589,,
22,163.5,617,,
22,160.5,599,,
22,157.5,592,,
22,154.5,585,,
22,151.5,570,,
22,148.5,545,,
22,145.5,547,,
22,142.5,474,,
22,139.5,510,,
22,136.5,539,,
22,133.5,452,,
22,130.5,425,,
22,127.5,390,,
22,124.5,390,,
22,121.5,357,,
22,118.5,297,,
22,115.5,297,,
22,112.5,259,,
22,109.5,238,,
22,106.5,214,,
22,103.5,192,,
22,100.5,189,,
22,97.5,163,,
22,94.5,117,,
22,91.5,117,,
22,88.5,105,,
22,85.5,72,,
22,82.5,84,,
22,79.5,78,,
22,76.5,69,,
22,73.5,45,,
22,70.5,62,,
22,67.5,43,,
22,64.5,31,,
22,61.5,23,,
22,58.5,35,,
22,55.5,20,,
22,52.5,25,,
22,49.5,15,,
22,46.5,23,,
22,43.5,17,,
22,40.5,16,,
22,37.5,7,,
22,34.5,10,,
22,31.5,12,,
22,28.5,8,,
22,25.5,4,,
22,22.5,7,,
22,19.5,1,,
22,16.5,2,,
22,13.5,0,,
22,10.5,2,,
22,7.5,1,,
22,4.5,0,,
22,1.5,989,,
23,398.00 ,0,,
23,394.00 ,0,,
23,390.00 ,0,,
23,386.00 ,0,,
23,382.00 ,0,,
23,378.00 ,0,,
23,374.00 ,0,,
23,370.00 ,0,,
23,366.00 ,3,,
23,362.00 ,0,,
23,358.00 ,5,,
23,354.00 ,13,,
23,350.00 ,27,,
23,346.00 ,43,,
23,342.00 ,62,,
23,338.00 ,66,,
23,334.00 ,98,,
23,330.00 ,137,,
23,326.00 ,181,,
23,322.00 ,221,,
23,318.00 ,233,,
23,314.00 ,281,,
23,310.00 ,340,,
23,306.00 ,383,,
23,302.00 ,397,,
23,298.00 ,433,,
23,294.00 ,470,,
23,290.00 ,424,,
23,286.00 ,498,,
23,282.00 ,498,,
23,278.00 ,548,,
23,274.00 ,488,,
23,270.00 ,532,,
23,266.00 ,559,,
23,262.00 ,520,,
23,258.00 ,531,,
23,254.00 ,567,,
23,250.00 ,577,,
23,246.00 ,558,,
23,242.00 ,520,,
23,238.00 ,559,,
23,234.00 ,511,,
23,230.00 ,576,,
23,226.00 ,566,,
23,222.00 ,556,,
23,218.00 ,499,,
23,214.00 ,471,,
23,210.00 ,514,,
23,206.00 ,511,,
23,202.00 ,501,,
23,198.00 ,507,,
23,194.00 ,425,,
23,190.00 ,414,,
23,186.00 ,427,,
23,182.00 ,427,,
23,178.00 ,372,,
23,174.00 ,367,,
23,170.00 ,328,,
23,166.00 ,294,,
23,162.00 ,235,,
23,158.00 ,265,,
23,154.00 ,216,,
23,150.00 ,252,,
23,146.00 ,171,,
23,142.00 ,179,,
23,138.00 ,144,,
23,134.00 ,139,,
23,130.00 ,108,,
23,126.00 ,101,,
23,122.00 ,96,,
23,118.00 ,78,,
23,114.00 ,58,,
23,110.00 ,69,,
23,106.00 ,38,,
23,102.00 ,41,,
23,98.00 ,26,,
23,94.00 ,26,,
23,90.00 ,12,,
23,86.00 ,25,,
23,82.00 ,21,,
23,78.00 ,31,,
23,74.00 ,17,,
23,70.00 ,23,,
23,66.00 ,18,,
23,62.00 ,11,,
23,58.00 ,26,,
23,54.00 ,20,,
23,50.00 ,17,,
23,46.00 ,20,,
23,42.00 ,11,,
23,38.00 ,7,,
23,34.00 ,13,,
23,30.00 ,8,,
23,26.00 ,4,,
23,22.00 ,5,,
23,18.00 ,2,,
23,14.00 ,1,,
23,10.00 ,2,,
23,6.00 ,0,,
23,2.00 ,783,,
24,298.5,0,,
24,295.5,0,,
24,292.5,0,,
24,289.5,0,,
24,286.5,1,,
24,283.5,1,,
24,280.5,1,,
24,277.5,5,,
24,274.5,8,,
24,271.5,17,,
24,268.5,45,,
24,265.5,30,,
24,262.5,59,,
24,259.5,57,,
24,256.5,107,,
24,253.5,113,,
24,250.5,147,,
24,247.5,163,,
24,244.5,218,,
24,241.5,247,,
24,238.5,286,,
24,235.5,265,,
24,232.5,316,,
24,229.5,299,,
24,226.5,368,,
24,223.5,332,,
24,220.5,378,,
24,217.5,339,,
24,214.5,374,,
24,211.5,343,,
24,208.5,408,,
24,205.5,360,,
24,202.5,403,,
24,199.5,355,,
24,196.5,388,,
24,193.5,373,,
24,190.5,390,,
24,187.5,338,,
24,184.5,423,,
24,181.5,377,,
24,178.5,432,,
24,175.5,376,,
24,172.5,413,,
24,169.5,398,,
24,166.5,378,,
24,163.5,424,,
24,160.5,442,,
24,157.5,426,,
24,154.5,456,,
24,151.5,474,,
24,148.5,460,,
24,145.5,414,,
24,142.5,492,,
24,139.5,453,,
24,136.5,499,,
24,133.5,464,,
24,130.5,459,,
24,127.5,453,,
24,124.5,497,,
24,121.5,433,,
24,118.5,474,,
24,115.5,418,,
24,112.5,439,,
24,109.5,422,,
24,106.5,436,,
24,103.5,338,,
24,100.5,361,,
24,97.5,287,,
24,94.5,341,,
24,91.5,236,,
24,88.5,255,,
24,85.5,191,,
24,82.5,183,,
24,79.5,149,,
24,76.5,144,,
24,73.5,109,,
24,70.5,104,,
24,67.5,76,,
24,64.5,70,,
24,61.5,41,,
24,58.5,59,,
24,55.5,42,,
24,52.5,28,,
24,49.5,22,,
24,46.5,14,,
24,43.5,11,,
24,40.5,10,,
24,37.5,9,,
24,34.5,14,,
24,31.5,4,,
24,28.5,5,,
24,25.5,4,,
24,22.5,5,,
24,19.5,0,,
24,16.5,3,,
24,13.5,1,,
24,10.5,1,,
24,7.5,1,,
24,4.5,2,,
24,1.5,806,,
25,298.5,0,,
25,295.5,0,,
25,292.5,0,,
25,289.5,1,,
25,286.5,1,,
25,283.5,1,,
25,280.5,4,,
25,277.5,8,,
25,274.5,13,,
25,271.5,32,,
25,268.5,35,,
25,265.5,50,,
25,262.5,66,,
25,259.5,98,,
25,256.5,126,,
25,253.5,151,,
25,250.5,182,,
25,247.5,213,,
25,244.5,253,,
25,241.5,282,,
25,238.5,286,,
25,235.5,367,,
25,232.5,363,,
25,229.5,379,,
25,226.5,417,,
25,223.5,421,,
25,220.5,392,,
25,217.5,425,,
25,214.5,456,,
25,211.5,434,,
25,208.5,430,,
25,205.5,487,,
25,202.5,433,,
25,199.5,465,,
25,196.5,421,,
25,193.5,418,,
25,190.5,451,,
25,187.5,420,,
25,184.5,447,,
25,181.5,450,,
25,178.5,449,,
25,175.5,468,,
25,172.5,457,,
25,169.5,461,,
25,166.5,467,,
25,163.5,474,,
25,160.5,496,,
25,157.5,488,,
25,154.5,481,,
25,151.5,503,,
25,148.5,524,,
25,145.5,482,,
25,142.5,528,,
25,139.5,515,,
25,136.5,474,,
25,133.5,472,,
25,130.5,509,,
25,127.5,569,,
25,124.5,596,,
25,121.5,518,,
25,118.5,475,,
25,115.5,528,,
25,112.5,496,,
25,109.5,494,,
25,106.5,455,,
25,103.5,477,,
25,100.5,378,,
25,97.5,402,,
25,94.5,355,,
25,91.5,338,,
25,88.5,312,,
25,85.5,292,,
25,82.5,239,,
25,79.5,254,,
25,76.5,225,,
25,73.5,176,,
25,70.5,153,,
25,67.5,155,,
25,64.5,106,,
25,61.5,81,,
25,58.5,71,,
25,55.5,59,,
25,52.5,44,,
25,49.5,26,,
25,46.5,22,,
25,43.5,14,,
25,40.5,8,,
25,37.5,10,,
25,34.5,7,,
25,31.5,6,,
25,28.5,7,,
25,25.5,4,,
25,22.5,5,,
25,19.5,1,,
25,16.5,6,,
25,13.5,2,,
25,10.5,1,,
25,7.5,1,,
25,4.5,1,,
25,1.5,972,,
26,398.00 ,0,,
26,394.00 ,0,,
26,390.00 ,0,,
26,386.00 ,0,,
26,382.00 ,0,,
26,378.00 ,1,,
26,374.00 ,1,,
26,370.00 ,3,,
26,366.00 ,4,,
26,362.00 ,6,,
26,358.00 ,27,,
26,354.00 ,25,,
26,350.00 ,42,,
26,346.00 ,56,,
26,342.00 ,68,,
26,338.00 ,95,,
26,334.00 ,122,,
26,330.00 ,166,,
26,326.00 ,175,,
26,322.00 ,229,,
26,318.00 ,278,,
26,314.00 ,269,,
26,310.00 ,298,,
26,306.00 ,344,,
26,302.00 ,354,,
26,298.00 ,366,,
26,294.00 ,361,,
26,290.00 ,388,,
26,286.00 ,396,,
26,282.00 ,404,,
26,278.00 ,403,,
26,274.00 ,374,,
26,270.00 ,437,,
26,266.00 ,425,,
26,262.00 ,390,,
26,258.00 ,445,,
26,254.00 ,383,,
26,250.00 ,394,,
26,246.00 ,439,,
26,242.00 ,427,,
26,238.00 ,414,,
26,234.00 ,444,,
26,230.00 ,420,,
26,226.00 ,458,,
26,222.00 ,425,,
26,218.00 ,447,,
26,214.00 ,473,,
26,210.00 ,459,,
26,206.00 ,462,,
26,202.00 ,431,,
26,198.00 ,476,,
26,194.00 ,456,,
26,190.00 ,445,,
26,186.00 ,472,,
26,182.00 ,496,,
26,178.00 ,471,,
26,174.00 ,448,,
26,170.00 ,455,,
26,166.00 ,442,,
26,162.00 ,485,,
26,158.00 ,426,,
26,154.00 ,438,,
26,150.00 ,398,,
26,146.00 ,332,,
26,142.00 ,313,,
26,138.00 ,336,,
26,134.00 ,297,,
26,130.00 ,271,,
26,126.00 ,243,,
26,122.00 ,198,,
26,118.00 ,187,,
26,114.00 ,163,,
26,110.00 ,145,,
26,106.00 ,128,,
26,102.00 ,121,,
26,98.00 ,98,,
26,94.00 ,93,,
26,90.00 ,42,,
26,86.00 ,53,,
26,82.00 ,50,,
26,78.00 ,38,,
26,74.00 ,26,,
26,70.00 ,17,,
26,66.00 ,17,,
26,62.00 ,14,,
26,58.00 ,19,,
26,54.00 ,13,,
26,50.00 ,7,,
26,46.00 ,7,,
26,42.00 ,5,,
26,38.00 ,5,,
26,34.00 ,7,,
26,30.00 ,5,,
26,26.00 ,5,,
26,22.00 ,3,,
26,18.00 ,3,,
26,14.00 ,2,,
26,10.00 ,1,,
26,6.00 ,1,,
26,2.00 ,788,,
27,398.00 ,0,,
27,394.00 ,0,,
27,390.00 ,0,,
27,386.00 ,0,,
27,382.00 ,0,,
27,378.00 ,0,,
27,374.00 ,1,,
27,370.00 ,6,,
27,366.00 ,3,,
27,362.00 ,12,,
27,358.00 ,20,,
27,354.00 ,41,,
27,350.00 ,60,,
27,346.00 ,88,,
27,342.00 ,103,,
27,338.00 ,125,,
27,334.00 ,174,,
27,330.00 ,201,,
27,326.00 ,213,,
27,322.00 ,278,,
27,318.00 ,336,,
27,314.00 ,345,,
27,310.00 ,355,,
27,306.00 ,392,,
27,302.00 ,384,,
27,298.00 ,446,,
27,294.00 ,447,,
27,290.00 ,469,,
27,286.00 ,446,,
27,282.00 ,441,,
27,278.00 ,482,,
27,274.00 ,508,,
27,270.00 ,486,,
27,266.00 ,452,,
27,262.00 ,461,,
27,258.00 ,499,,
27,254.00 ,531,,
27,250.00 ,526,,
27,246.00 ,464,,
27,242.00 ,458,,
27,238.00 ,514,,
27,234.00 ,517,,
27,230.00 ,561,,
27,226.00 ,538,,
27,222.00 ,499,,
27,218.00 ,520,,
27,214.00 ,506,,
27,210.00 ,530,,
27,206.00 ,485,,
27,202.00 ,555,,
27,198.00 ,542,,
27,194.00 ,539,,
27,190.00 ,551,,
27,186.00 ,560,,
27,182.00 ,509,,
27,178.00 ,556,,
27,174.00 ,535,,
27,170.00 ,497,,
27,166.00 ,526,,
27,162.00 ,455,,
27,158.00 ,466,,
27,154.00 ,424,,
27,150.00 ,391,,
27,146.00 ,378,,
27,142.00 ,370,,
27,138.00 ,303,,
27,134.00 ,283,,
27,130.00 ,277,,
27,126.00 ,232,,
27,122.00 ,205,,
27,118.00 ,186,,
27,114.00 ,170,,
27,110.00 ,159,,
27,106.00 ,118,,
27,102.00 ,103,,
27,98.00 ,99,,
27,94.00 ,69,,
27,90.00 ,48,,
27,86.00 ,64,,
27,82.00 ,36,,
27,78.00 ,39,,
27,74.00 ,33,,
27,70.00 ,29,,
27,66.00 ,11,,
27,62.00 ,14,,
27,58.00 ,17,,
27,54.00 ,14,,
27,50.00 ,6,,
27,46.00 ,12,,
27,42.00 ,6,,
27,38.00 ,7,,
27,34.00 ,7,,
27,30.00 ,7,,
27,26.00 ,4,,
27,22.00 ,2,,
27,18.00 ,2,,
27,14.00 ,1,,
27,10.00 ,1,,
27,6.00 ,2,,
27,2.00 ,911,,
28,298.5,0,,
28,295.5,0,,
28,292.5,0,,
28,289.5,0,,
28,286.5,4,,
28,283.5,2,,
28,280.5,5,,
28,277.5,11,,
28,274.5,31,,
28,271.5,36,,
28,268.5,39,,
28,265.5,67,,
28,262.5,67,,
28,259.5,89,,
28,256.5,110,,
28,253.5,138,,
28,250.5,154,,
28,247.5,171,,
28,244.5,195,,
28,241.5,203,,
28,238.5,243,,
28,235.5,229,,
28,232.5,252,,
28,229.5,300,,
28,226.5,272,,
28,223.5,322,,
28,220.5,314,,
28,217.5,305,,
28,214.5,350,,
28,211.5,365,,
28,208.5,385,,
28,205.5,363,,
28,202.5,390,,
28,199.5,378,,
28,196.5,372,,
28,193.5,374,,
28,190.5,386,,
