"系組
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取人數
(含外加)","普通生
錄取分數"
1445,國立高雄師範大學        ,工業科教系科教訓練組(自費),1,1.25,1.25,0,0,0,0,1.25,1,0,0,2,345.34
1446,國立高雄師範大學        ,工業科教系教訓組(公費)臺南,1,1,1,0,0,0,0,1,1,0,0,1,384.80
1447,國立高雄師範大學        ,工業科教系能源冷凍空調組,1,1.25,1.25,0,0,0,0,1.25,1,0,0,3,348.69
1450,國立高雄師範大學        ,光電與通訊工程學系,1,1,1,0,0,0,0,1,1,0,0,19,315.75
1451,國立高雄師範大學        ,工業設計學系,1,1.5,1,0,0,0,0,1.5,1,0,0,19,358.53
1452,國立高雄師範大學        ,電子工程學系,1,1,1.5,0,0,0,0,1.5,1,0,0,18,371.40
1453,國立高雄師範大學        ,軟體工程與管理學系,1.25,1.5,1.5,0,0,0,0,1,1,0,0,14,392.23
1454,國立彰化師範大學        ,輔導與諮商系學校輔導諮商組,1.75,1.75,0,1.5,1,0,1,0,0,0,0,18,525.80
1455,國立彰化師範大學        ,輔導與諮商系社區輔導諮商組,1.75,1.75,0,1.5,1,0,1,0,0,0,0,18,519.14
1456,國立彰化師範大學        ,特殊教育學系,1.5,1.5,0,1,1,1,0,0,0,0,0,35,421.53
1457,國立彰化師範大學        ,數學系,1,1.25,2,0,0,0,0,1.25,0,0,0,49,322.10
1460,國立彰化師範大學        ,物理學系物理組,1,1,1.5,0,0,0,0,2,1.5,0,0,21,436.80
1461,國立彰化師範大學        ,物理學系光電組,1,1,1.5,0,0,0,0,2,1.5,0,0,16,440.25
1462,國立彰化師範大學        ,生物學系,1,1.75,1,0,0,0,0,0,1.5,2,0,20,464.53
1463,國立彰化師範大學        ,化學系,1,1.25,1,0,0,0,0,1.25,2,0,0,19,428.01
1464,國立彰化師範大學        ,英語學系,1.5,2,0,1,1,1,0,0,0,0,0,29,476.20
1465,國立彰化師範大學        ,國文學系,2,1.5,0,0,1.5,1,0,0,0,0,0,50,441.90
1466,國立彰化師範大學        ,美術學系,1,1,0,0,1,0,0,0,0,0,2,12,298.72
1467,國立彰化師範大學        ,地理學系,1,1.25,0,1,1,1.25,0,0,0,0,0,21,395.66
1470,國立彰化師範大學        ,機電工程學系,1,2,2,0,0,0,0,2,1,0,0,23,500.80
1471,國立彰化師範大學        ,電機工程學系,1,2,2,0,0,0,0,2,1,0,0,16,521.00
1472,國立彰化師範大學        ,電子工程學系,1,2,2,0,0,0,0,2,1,0,0,25,504.50
1473,國立彰化師範大學        ,資訊工程學系,1,1.5,2,0,0,0,0,1.5,0,0,0,15,390.76
1474,國立彰化師範大學        ,企業管理學系,1,2,0,2,0,0,0,0,0,0,0,12,392.70
1475,國立彰化師範大學        ,會計學系,1.5,2,0,2,0,0,0,0,0,0,0,41,429.40
1476,國立彰化師範大學        ,資訊管理學系資訊管理組,1,2,0,2,0,0,0,0,0,0,0,7,398.80
1477,國立彰化師範大學        ,資訊管理系數位科技與管理組,1,2,2,0,0,0,0,0,0,0,0,8,339.60
1500,國立彰化師範大學        ,運動學系,2,1.5,0,0,0,0,0,0,0,0,2,11,350.59
1501,國立彰化師範大學        ,公務與公民教育系公民教育組,1.25,1.25,0,1,1,0,2,0,0,0,0,10,490.21
1502,國立彰化師範大學        ,公務與公民教育系公共事務組,1.25,1.25,0,1,1,0,2,0,0,0,0,10,488.09
1503,國立陽明大學            ,醫學系(自費),0,1,1,0,0,0,0,1,1,1,0,46,439.05
1504,國立陽明大學            ,醫學系(公費),0,1,1,0,0,0,0,1,1,1,0,10,419.77
1505,國立陽明大學            ,牙醫學系,0,1,1,0,0,0,0,1,1,1,0,21,428.40
1506,國立陽明大學            ,醫學生物技術暨檢驗學系,0,1.25,1,0,0,0,0,1,1.25,1.25,0,23,441.48
1507,國立陽明大學            ,生物醫學影像暨放射科學系,0,1,1.25,0,0,0,0,1.25,1.25,1,0,15,425.68
1510,國立陽明大學            ,物理治療暨輔助科技學系,0,1.25,1,0,0,0,0,1,1,1.25,0,16,433.44
1511,國立陽明大學            ,護理學系,1,1.5,1,0,0,0,0,0,1,1.5,0,12,462.98
1512,國立陽明大學            ,生命科學系暨基因科學研究所,0,1.25,1,0,0,0,0,1,1.25,1.5,0,13,459.71
1513,國立陽明大學            ,生物醫學工程學系,1,1,1,0,0,0,0,1,1,0,0,17,384.95
1514,國立陽明大學            ,學士班大一大二不分系,0,1.25,1,0,0,0,0,1,1.25,1.5,0,4,483.51
1515,國立陽明大學            ,藥學系,0,1,1,0,0,0,0,1,1,1,0,9,416.45
1516,中山醫學大學            ,醫學系,0,1,1,0,0,0,0,1,1,1,0,50,422.75
1517,中山醫學大學            ,牙醫學系,1,1,1,0,0,0,0,0,1,1.25,0,50,444.05
1520,中山醫學大學            ,醫學檢驗暨生物技術學系,1,1.5,0,0,0,0,0,0,1.5,1.75,0,40,421.68
1521,中山醫學大學            ,物理治療學系,1.5,1.5,1,0,0,0,0,1,0,1.5,0,19,471.70
1522,中山醫學大學            ,職能治療學系,1.25,1.5,0,0,0,0,0,0,0,1,0,25,296.88
1523,中山醫學大學            ,語言治療與聽力系語言治療組,1.5,2,0,0,0,0,0,1,0,1.5,0,25,440.10
1524,中山醫學大學            ,語言治療與聽力學系聽力組,1.5,2,0,0,0,0,0,1.5,0,1,0,27,418.20
1525,中山醫學大學            ,生物醫學科學學系,1,1.5,1,0,0,0,0,0,1.5,2,0,22,442.00
1526,中山醫學大學            ,視光學系,0,1,1,0,0,0,0,1,0,1.5,0,18,263.75
1527,中山醫學大學            ,醫學影像暨放射科學系,0,1,1.5,0,0,0,0,2,1,1,0,27,392.60
1530,中山醫學大學            ,心理學系,1.5,2,1,0,0,0,0,0,0,0,0,27,316.40
1531,中山醫學大學            ,營養學系,1,2,1,0,0,0,0,0,2,2,0,32,517.70
1532,中山醫學大學            ,公共衛生學系,2,2,1,0,0,0,0,0,1.5,1,0,26,464.30
1533,中山醫學大學            ,醫療產業科技管理學系,1,1.5,0,1.5,0,1,0,0,0,0,0,35,325.35
1534,中山醫學大學            ,職業安全衛生學系,2,1,1,0,0,0,0,0,1.5,2,0,26,434.70
1535,中山醫學大學            ,醫學應用化學系,1,1,1.5,0,0,0,0,0,2,0,0,15,350.70
1536,中山醫學大學            ,健康餐飲暨產業管理學系,2,1,1,0,0,0,0,0,2,2,0,23,457.25
1537,中山醫學大學            ,醫學資訊學系,1,2,2,0,0,0,0,0,0,0,0,18,300.60
1540,中山醫學大學            ,醫學社會暨社會工作學系,2,2,0,1,1,1,0,0,0,0,0,48,418.90
1541,中山醫學大學            ,應用外國語言學系,1.5,2,0,0,1,0,0,0,0,0,0,16,299.70
1542,中山醫學大學            ,護理學系,1.25,1.5,1,0,0,0,0,0,1,1.25,0,83,353.67
1543,國立中山大學            ,中國文學系,2,1,0,0,2,2,0,0,0,0,0,12,543.15
1544,國立中山大學            ,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,0,8,503.60
1545,國立中山大學            ,音樂學系,1,1,0,0,0,0,0,0,0,0,2,7,273.24
1546,國立中山大學            ,劇場藝術學系(男),2,2,0,1,1,0,0,0,0,0,0,3,432.40
1547,國立中山大學            ,劇場藝術學系(女),2,2,0,1,1,0,0,0,0,0,0,4,451.40
1550,國立中山大學            ,生物科學系,1,1.25,1,0,0,0,0,0,1.25,1.5,0,23,405.49
1551,國立中山大學            ,化學系,1,1,1,0,0,0,0,1,2,0,0,22,422.05
1552,國立中山大學            ,物理學系,1,1.75,1.5,0,0,0,0,1.5,1,0,0,20,457.18
1553,國立中山大學            ,應用數學系,0,1,2,0,0,0,0,1.5,0,0,0,13,297.40
1554,國立中山大學            ,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,3,381.65
1555,國立中山大學            ,電機工程學系乙組,0,1,2,0,0,0,0,2,1,0,0,26,429.95
1556,國立中山大學            ,機械與機電工程學系甲組,1,1.5,2,0,0,0,0,2,1,0,0,3,521.58
1557,國立中山大學            ,機械與機電工程學系乙組,1,1,2,0,0,0,0,1.5,1,0,0,39,436.70
1560,國立中山大學            ,資訊工程學系甲組,0,1,2,0,0,0,0,2,0,0,0,3,375.95
1561,國立中山大學            ,資訊工程學系乙組,0,1,2,0,0,0,0,2,0,0,0,21,355.10
1562,國立中山大學            ,光電工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,3,354.85
1563,國立中山大學            ,光電工程學系乙組,1,1,1.5,0,0,0,0,1.5,1,0,0,15,413.83
1564,國立中山大學            ,材料與光電科學學系甲組,1,1,1,0,0,0,0,1,1,0,0,3,362.60
1565,國立中山大學            ,材料與光電科學學系乙組,1,1,2,0,0,0,0,1,1,0,0,13,416.95
1566,國立中山大學            ,材料與光電科學學系丙組,1,1,1,0,0,0,0,2,2,0,0,13,501.20
1567,國立中山大學            ,企業管理學系,1.75,1.75,0,1.5,0,0,0,0,0,0,0,32,407.03
1570,國立中山大學            ,資訊管理學系(社會組),1.5,2,0,2,0,1,0,0,0,0,0,11,526.50
1571,國立中山大學            ,資訊管理學系(自然組),1.5,2,2,0,0,0,0,0,0,0,0,10,399.70
1572,國立中山大學            ,財務管理學系,1,1.5,0,1.5,0,0,0,0,0,0,0,15,334.25
1573,國立中山大學            ,海洋生物科技暨資源學系,0,1.5,1,0,0,0,0,0,1.5,1.5,0,17,350.60
1574,國立中山大學            ,海洋環境及工程學系,0,1.25,1.5,0,0,0,0,1.5,1,0,0,20,330.30
1575,國立中山大學            ,海洋科學系,1,1.25,1,0,0,0,0,0,1,0,0,11,292.31
1576,國立中山大學            ,政治經濟學系,1,1.5,0,1.5,0,0,1,0,0,0,0,13,398.78
1577,國立中山大學            ,社會學系,0,2,0,1,0,0,2,0,0,0,0,13,391.90
1600,長庚大學                ,醫學系(自費),0,1,1,0,0,0,0,1,1,1,0,22,431.75
1601,長庚大學                ,醫學系(公費),0,1,1,0,0,0,0,1,1,1,0,6,419.00
1602,長庚大學                ,中醫學系,1,1,1,0,0,0,0,0,1,1,0,11,429.80
1603,長庚大學                ,護理學系,1,1.5,1,0,0,0,0,0,1,1.5,0,48,398.23
1604,長庚大學                ,醫學生物技術暨檢驗學系,1,1,1,0,0,0,0,0,1.5,1.5,0,18,444.15
1605,長庚大學                ,醫學影像暨放射科學系,0,1.25,1.25,0,0,0,0,1.25,1,1,0,13,386.11
1606,長庚大學                ,物理治療學系,0,1.25,1,0,0,0,0,1,1,1.25,0,24,406.16
1607,長庚大學                ,職能治療學系,0,1.25,1,0,0,0,0,1,1,1.25,0,23,394.40
1610,長庚大學                ,生物醫學系,0,1.25,1,0,0,0,0,1,1.25,1.25,0,26,356.80
1611,長庚大學                ,呼吸治療學系,0,1.25,1,0,0,0,0,1.25,1,1.25,0,20,378.16
1612,長庚大學                ,電機工程學系,1,1.25,1.5,0,0,0,0,1.5,0,0,0,28,325.23
1613,長庚大學                ,機械工程學系,1,1.25,1.5,0,0,0,0,1.5,1,0,0,18,363.35
1614,長庚大學                ,化工與材料工程學系,1,1.25,1.25,0,0,0,0,1,1.25,0,0,28,353.61
1615,長庚大學                ,電子工程學系,1,1,1,0,0,0,0,1,1,0,0,44,292.55
1616,長庚大學                ,資訊工程學系,1,1.25,1.5,0,0,0,0,1.25,0,0,0,22,307.90
1617,長庚大學                ,醫務管理學系(社會組),1,1.5,0,1.25,0,0,0,0,0,0,0,6,288.95
1620,長庚大學                ,醫務管理學系(自然組),1,1.5,1.25,0,0,0,0,0,0,0,0,5,249.85
1621,長庚大學                ,工商管理學系(社會組),1,1.25,0,1.25,0,0,0,0,0,0,0,26,238.28
1622,長庚大學                ,工商管理學系(自然組),1,1.25,1.25,0,0,0,0,0,0,0,0,11,208.99
1623,長庚大學                ,工業設計學系(社會組),1.5,1.5,0,1,0,0,0,0,0,0,0,11,261.33
1624,長庚大學                ,工業設計學系(自然組),1,1.5,1.5,0,0,0,0,0,0,0,0,8,227.78
1625,長庚大學                ,資訊管理學系(社會組),1.25,1.5,0,1.5,0,0,0,0,0,0,0,17,297.13
1626,長庚大學                ,資訊管理學系(自然組),1.25,1.5,1.5,0,0,0,0,0,0,0,0,7,273.40
1627,國立臺中教育大學        ,教育學系,1.25,1,0,1,1,1,0,0,0,0,0,11,368.65
1630,國立臺中教育大學        ,幼兒教育學系,1.5,1.25,0,1,1,0,1,0,0,0,0,8,405.19
1631,國立臺中教育大學        ,特殊教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,23,431.73
1632,國立臺中教育大學        ,語文教育學系,2,1.25,0,1,1.25,1,0,0,0,0,0,12,453.96
1633,國立臺中教育大學        ,區域與社會發展學系,1,1,0,0,2,2,2,0,0,0,0,38,586.20
1634,國立臺中教育大學        ,諮商與應用心理學系,2,2,0,1.75,0,0,0,0,0,0,0,29,430.05
1635,國立臺中教育大學        ,英語學系,1,2,0,0,1,1,0,0,0,0,0,39,355.20
1636,國立臺中教育大學        ,台灣語文學系,1,1,0,1,1,1,0,0,0,0,0,29,312.00
1637,國立臺中教育大學        ,國際企業學系,1.25,1.5,0,1,0,0,1,0,0,0,0,23,348.88
1640,國立臺中教育大學        ,文化創意產業設計與營運學系,1,2,0,1,0,0,0,0,0,0,0,23,275.50
1641,國立臺中教育大學        ,體育學系,2,2,2,0,0,0,0,0,0,1,1,7,352.17
1642,國立臺中教育大學        ,數學教育學系(自費),1,2,2,0,0,0,0,1,1,0,0,13,386.90
1643,國立臺中教育大學        ,數學教育學系(公費)-臺南市,1,2,2,0,0,0,0,1,1,0,0,1,562.86
1644,國立臺中教育大學        ,科學教育與應用學系(自費),2,1,1,0,0,0,0,2,2,0,0,17,475.80
1645,國立臺中教育大學        ,科教與應用系(公費)-限原民,2,1,1,0,0,0,0,2,2,0,0,1,478.36
1646,國立臺中教育大學        ,資訊工程學系(自費),1,1.25,1.5,0,0,0,0,1.25,0,0,0,14,311.58
1647,國立臺中教育大學        ,資訊工程學系(公費)-臺南市,1,1.25,1.5,0,0,0,0,1.25,0,0,0,1,419.01
1650,國立臺中教育大學        ,數位內容科技學系,1,1.5,2,0,0,0,0,1,0,0,0,8,325.93
1651,國立臺中教育大學        ,音樂學系,1,1,0,0,0,0,0,0,0,0,2,8,262.55
1652,國立臺中教育大學        ,美術學系,1,1,0,0,1,0,0,0,0,0,2,18,290.15
1653,國立臺北教育大學        ,教育學系,1.5,1.5,0,1.25,1,0,1,0,0,0,0,23,463.90
1654,國立臺北教育大學        ,教育經營與管理學系,1.5,1.5,0,1.5,0,0,1,0,0,0,0,22,396.55
1655,國立臺北教育大學        ,幼兒與家庭教育學系,1.5,1.5,0,1,1,1,0,0,0,0,0,22,427.28
1656,國立臺北教育大學        ,特殊教育學系(男),1.5,2,0,2,0,0,0,0,0,0,0,7,411.30
1657,國立臺北教育大學        ,特殊教育學系(女),1.5,2,0,2,0,0,0,0,0,0,0,7,421.00
1660,國立臺北教育大學        ,心理與諮商學系,1.25,1.25,0,1.5,1,1,0,0,0,0,0,25,450.80
1661,國立臺北教育大學        ,社會與區域發展學系,1,2,0,1,1.5,1.5,0,0,0,0,0,22,502.60
1662,國立臺北教育大學        ,兒童英語教育學系,1,2,0,1,1,1,0,0,0,0,0,26,429.30
1663,國立臺北教育大學        ,文化創意產業經營學系,1.5,1.5,0,1,1.25,1,0,0,0,0,0,22,459.53
1664,國立臺北教育大學        ,語文與創作學系語文師資組,2,1.25,0,1,1,1,0,0,0,0,0,19,448.33
1665,國立臺北教育大學        ,語文與創作學系文學創作組,2,1.25,0,0,1,1,0,0,0,0,0,23,396.99
1666,國立臺北教育大學        ,藝術與造形設計學系藝術組,1.5,2,0,1,1.5,0,0,0,0,0,0,18,423.70
1667,國立臺北教育大學        ,藝術與造形設計學系設計組,1.25,1.5,0,2,0,0,0,0,0,0,0,17,361.55
1670,國立臺北教育大學        ,音樂學系-鋼琴,1,1,0,0,0,0,0,0,0,0,2,2,302.09
1671,國立臺北教育大學        ,音樂學系-綜合樂器,1,1,0,0,0,0,0,0,0,0,2,2,292.06
1672,國立臺北教育大學        ,數學暨資訊教育系數學組(男),1.5,1,2,0,0,0,0,0,0,0,0,3,300.70
1673,國立臺北教育大學        ,數學暨資訊教育系數學組(女),1.5,1,2,0,0,0,0,0,0,0,0,4,297.02
1674,國立臺北教育大學        ,數學暨資訊教育系資訊組(男),1.5,1,2,0,0,0,0,0,0,0,0,5,301.30
1675,國立臺北教育大學        ,數學暨資訊教育系資訊組(女),1.5,1,2,0,0,0,0,0,0,0,0,6,294.40
1676,國立臺北教育大學        ,自然科學教育學系(自費)(男),1,1.25,1,0,0,0,0,1.5,1.5,0,0,10,391.03
1677,國立臺北教育大學        ,自然科學教育學系(自費)(女),1,1.25,1,0,0,0,0,1.5,1.5,0,0,10,382.14
1700,國立臺北教育大學        ,自然科學教育系(公費)-臺中,1.25,1,1,0,0,0,0,1.5,1.5,0,0,1,531.80
1701,國立臺北教育大學        ,資訊科學系,1,2,2,0,0,0,0,2,0,0,0,19,445.90
1702,國立臺北教育大學        ,數位科技設計學系,1,1.5,1.5,0,0,0,0,1,0,0,0,15,315.50
1703,國立臺北教育大學        ,體育學系(男),1.5,1,1.5,0,0,0,0,0,0,1,2,3,388.71
1704,國立臺北教育大學        ,體育學系(女),1.5,1,1.5,0,0,0,0,0,0,1,2,4,373.14
1705,國立臺南大學            ,教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,47,414.10
1706,國立臺南大學            ,諮商與輔導學系,1.5,1.5,0,1.5,0,0,1,0,0,0,0,14,395.80
1707,國立臺南大學            ,特殊教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,24,403.25
1710,國立臺南大學            ,幼兒教育學系,2,1.5,0,1,1,1,0,0,0,0,0,24,414.28
1711,國立臺南大學            ,體育學系,2,1,0,2,0,0,0,0,0,0,2,3,378.82
1712,國立臺南大學            ,國語文學系,2,1.25,0,1,0,0,0,0,0,0,0,65,276.88
1713,國立臺南大學            ,英語學系(自費),1.25,2,0,0,1,1,0,0,0,0,0,28,366.70
1714,國立臺南大學            ,英語學系(公費)-臺南市,1.5,2,0,1.5,1,1,0,0,0,0,0,1,557.00
1715,國立臺南大學            ,文化與自然資源學系,1,1,0,0,2,2,0,0,0,0,0,17,417.45
1716,國立臺南大學            ,音樂學系,1,1,0,0,0,0,0,0,0,0,2,23,201.82
1717,國立臺南大學            ,視覺藝術與設計學系,2,1,0,0,0,0,0,0,0,0,2,15,302.75
1720,國立臺南大學            ,戲劇創作與應用學系(男),2,2,0,1,1.5,1,0,0,0,0,0,12,443.85
1721,國立臺南大學            ,戲劇創作與應用學系(女),2,2,0,1,1.5,1,0,0,0,0,0,11,488.60
1722,國立臺南大學            ,應用數學系,1,1.5,2,0,0,0,0,1.5,0,0,0,20,338.95
1723,國立臺南大學            ,數位學習科技學系,1.5,1.75,2,0,0,0,0,0,0,0,0,13,321.56
1724,國立臺南大學            ,資訊工程學系,1,2,2,0,0,0,0,1.5,1,0,0,11,467.90
1725,國立臺南大學            ,電機工程學系,1,1,1.5,0,0,0,0,1.5,1,0,0,16,380.40
1726,國立臺南大學            ,材料科學系,1,1,1,0,0,0,0,1.5,1.5,0,0,13,376.20
1727,國立臺南大學            ,綠色能源科技學系,0,1,1.5,0,0,0,0,1.5,1.5,0,0,12,314.65
1730,國立臺南大學            ,生物科技學系,1.5,1,1,0,0,0,0,0,1.5,2,0,22,423.45
1731,國立臺南大學            ,生態暨環境資源學系,1,1.5,1,0,0,0,0,0,1.5,2,0,15,379.80
1732,國立臺南大學            ,行政管理學系,1.5,1.5,0,1,1,0,1,0,0,0,0,21,425.05
1733,國立臺南大學            ,經營與管理學系,1.5,2,0,2,1,1,0,0,0,0,0,16,512.70
1734,國立東華大學            ,應用數學系數學科學組,1,1,1.5,0,0,0,0,0,0,0,0,15,190.60
1735,國立東華大學            ,應用數學系統計組(自然組),1,1,1.5,0,0,0,0,0,0,0,0,7,198.00
1736,國立東華大學            ,應用數學系統計組(社會組),1,1,0,1.5,0,0,0,0,0,0,0,8,246.70
1737,國立東華大學            ,資訊工程學系資工組,1,1.25,1.5,0,0,0,0,0,0,0,0,13,237.76
1740,國立東華大學            ,資訊工程學系國際組,1,1.5,1.25,0,0,0,0,0,0,0,0,7,243.18
1741,國立東華大學            ,生命科學系,1,1.75,1,0,0,0,0,0,1.5,1.75,0,22,364.70
1742,國立東華大學            ,物理學系物理組,1,1,1,0,0,0,0,1,1,0,0,10,280.45
1743,國立東華大學            ,物理學系奈米與光電科學組,1,1,1,0,0,0,0,1,1,0,0,10,272.15
1744,國立東華大學            ,化學系,1,1,1,0,0,0,0,1,2,0,0,19,327.60
1745,國立東華大學            ,電機工程學系,1,1.25,1.5,0,0,0,0,1.25,0,0,0,23,288.88
1746,國立東華大學            ,材料科學與工程學系,1,1,1,0,0,0,0,1,1,0,0,20,286.20
1747,國立東華大學            ,光電工程學系,1,1,1,0,0,0,0,1.5,1,0,0,18,299.73
1750,國立東華大學            ,自然資源與環境學系,2,1,0,2,0,0,0,0,0,0,0,18,339.00
1751,國立東華大學            ,企業管理學系,1,1.5,0,1.5,0,0,0,0,0,0,0,21,263.25
1752,國立東華大學            ,國際企業學系,1,2,0,1.75,0,0,0,0,0,0,0,20,317.75
1753,國立東華大學            ,會計學系,1,2,0,1.5,0,0,0,0,0,0,0,23,311.10
1754,國立東華大學            ,財務金融學系,1,1.5,0,2,0,0,0,0,0,0,0,13,327.00
1755,國立東華大學            ,資訊管理學系,1,1.5,0,2,0,0,0,0,0,0,0,14,308.90
1756,國立東華大學            ,觀光暨休閒遊憩學系,1.5,2,0,0,0,1.5,0,0,0,0,0,17,317.80
1757,國立東華大學            ,管理學院管科與財金學位學程,1,2,0,1.5,0,0,0,0,0,0,0,7,306.20
1760,國立東華大學            ,華文文學系,2,1,0,0,2,0,0,0,0,0,0,21,350.75
1761,國立東華大學            ,中國語文學系,2,1.25,0,0,1.25,1,0,0,0,0,0,24,370.68
1762,國立東華大學            ,英美語文學系,1.25,2,0,0,1,0,1,0,0,0,0,25,356.20
1763,國立東華大學            ,經濟學系,1,1,0,1,0,0,0,0,0,0,0,29,203.90
1764,國立東華大學            ,社會學系,1.5,2,0,0,0,0,2,0,0,0,0,14,392.20
1765,國立東華大學            ,歷史學系,1.5,1.5,0,0,2,1,0,0,0,0,0,18,411.58
1766,國立東華大學            ,臺灣文化學系,1,2,0,0,2,2,0,0,0,0,0,24,432.60
1767,國立東華大學            ,諮商與臨床心理學系,1,1.5,1.5,0,0,0,0,0,0,0,0,18,236.43
1770,國立東華大學            ,法律學系,1.25,1,0,0,0,0,1.5,0,0,0,0,18,292.05
1771,國立東華大學            ,公共行政學系,1.5,2,0,0,0,0,2,0,0,0,0,10,401.70
1772,國立東華大學            ,體育與運動科學系,1,1,1,0,0,0,0,0,0,0,2,8,266.35
1773,國立東華大學            ,教育與潛能開發學系(自費),2,1,0,1.5,0,0,2,0,0,0,0,18,424.40
1774,國立東華大學            ,教育潛能開發系(公費)限原民,2,1,0,2,0,0,1,0,0,0,0,0,----- 
1775,國立東華大學            ,幼兒教育學系(自費),2,2,0,1,1,0,2,0,0,0,0,19,499.20
1776,國立東華大學            ,幼兒教育系(公費)花蓮限原民,2,2,0,1,1,0,2,0,0,0,0,1,670.18
1777,國立東華大學            ,特殊教育學系,1.25,1.25,0,1,1,1,0,0,0,0,0,21,323.90
2000,國立東華大學            ,教育行政與管理學系,2,2,0,1.5,1,0,1,0,0,0,0,15,488.40
2001,國立東華大學            ,族群關係與文化學系,2,0,0,0,2,0,1.5,0,0,0,0,5,410.20
2002,國立東華大學            ,民族語言與傳播學系,2,1,0,0,0,0,1,0,0,0,0,4,282.95
2003,國立東華大學            ,民族事務與發展學系,1,0,0,0,2,0,2,0,0,0,0,6,374.60
2004,國立東華大學            ,民族社會工作學士學位學程,1,0,0,0,2,0,2,0,0,0,0,6,376.80
2005,國立東華大學            ,原住民族樂舞與藝術學位學程,2,2,0,0,1,0,0,0,0,0,0,5,278.40
2006,國立東華大學            ,藝術創意產業學系,2,2,0,0,1,1,0,0,0,0,0,21,379.50
2007,國立東華大學            ,藝術與設計學系,2,1,0,0,0,0,0,0,0,0,2,17,294.05
2010,國立東華大學            ,音樂學系,1,1,0,0,0,0,0,0,0,0,2,3,113.84
2011,國立東華大學            ,大一不分系學士班,1.5,2,0,1.75,0,0,0,0,0,0,0,8,360.75
2012,臺北市立大學            ,教育學系,2,2,0,2,1,1,0,0,0,0,0,22,566.60
2013,臺北市立大學            ,特殊教育學系,2,1.5,0,1.5,0,0,0,0,0,0,0,32,356.80
2014,臺北市立大學            ,幼兒教育學系,2,2,0,1.5,1,1,0,0,0,0,0,29,512.10
2015,臺北市立大學            ,心理與諮商學系,1.5,2,0,1.5,1,1,0,0,0,0,0,22,506.80
2016,臺北市立大學            ,學習與媒材設計學系,2,2,0,1.5,1,1,0,0,0,0,0,20,525.80
2017,臺北市立大學            ,中國語文學系,2,1,0,1,1,1,0,0,0,0,0,27,423.80
2020,臺北市立大學            ,英語教學系,1.25,2,0,1,1,1,0,0,0,0,0,16,443.80
2021,臺北市立大學            ,社會暨公共事務學系,1.5,1.5,0,1,1,0,2,0,0,0,0,16,532.48
2022,臺北市立大學            ,歷史與地理學系,1.5,1,0,1,1.5,1.5,0,0,0,0,0,10,480.50
2023,臺北市立大學            ,音樂學系,1,1,0,0,0,0,0,0,0,0,2,4,293.88
2024,臺北市立大學            ,視覺藝術學系,1.5,1.5,0,0,0,0,1,0,0,0,2,32,355.43
2025,臺北市立大學            ,數學系,1.25,1,2,0,0,0,0,1,0,0,0,9,330.30
2026,臺北市立大學            ,資訊科學系,1.25,2,2,0,0,0,0,1,0,0,0,14,404.80
2027,臺北市立大學            ,應用物理暨化學系電子物理組,1.25,1,1,0,0,0,0,1.5,1.5,0,0,8,411.25
2030,臺北市立大學            ,應用物理暨化學系應用化學組,1.25,1,1,0,0,0,0,1.5,1.5,0,0,8,403.50
2031,臺北市立大學            ,地球環境暨生物資源學系,1.5,1.5,1,0,0,0,0,1,1.5,0,0,11,406.70
2032,臺北市立大學            ,體育學系,1,1.5,0,0,0,0,0,0,0,0,1.5,4,235.33
2033,臺北市立大學            ,休閒運動管理學系,1,1,0,0,0,0,0,0,0,1,0,6,195.75
2034,臺北市立大學            ,運動健康科學系,1.5,2,1,0,0,0,0,0,0,1,0,6,358.50
2035,臺北市立大學            ,城市發展學系,1,2,0,0,0,2,0,0,0,0,0,4,387.40
2036,臺北市立大學            ,都會產業經營與行銷學系,1,2,0,2,0,0,0,0,0,0,0,7,392.00
2037,臺北市立大學            ,衛生福利學系,1.5,2,1,0,0,0,0,0,0,2,0,8,425.60
2040,國立屏東大學            ,教育學系,2,2,0,1.5,0,0,0,0,0,0,0,40,336.00
2041,國立屏東大學            ,幼兒教育學系,2,2,0,1,1,1,0,0,0,0,0,36,413.90
2042,國立屏東大學            ,特殊教育學系,1.5,1.25,0,1.25,0,0,0,0,0,0,0,24,242.81
2043,國立屏東大學            ,教育心理與輔導學系,1.5,1.5,0,1.25,0,0,1,0,0,0,0,20,351.55
2044,國立屏東大學            ,中國語文學系,2,1.25,0,0,1,0,0,0,0,0,0,16,287.84
2045,國立屏東大學            ,英語學系,1,2,0,0,1,0,0,0,0,0,0,18,269.20
2046,國立屏東大學            ,文化創意產業學系,2,1,0,0,1,0,0,0,0,0,0,12,273.05
2047,國立屏東大學            ,社會發展學系,1,1,0,0,1,1,1,0,0,0,0,11,338.10
2050,國立屏東大學            ,應用英語學系,2,2,0,0,0,0,1,0,0,0,0,1,389.70
2051,國立屏東大學            ,應用日語學系,2,2,0,0,0,0,1,0,0,0,0,3,374.00
