"系組
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取人數
(含外加)","普通生
錄取分數"
3150,國立嘉義大學            ,外國語言學系應用外語組,1.5,1.5,0,1,1,1,0,0,0,0,0,34,407.23
3151,國立嘉義大學            ,音樂學系(自費)-鋼琴,1,1,0,0,0,0,0,0,0,0,2,2,212.82
3152,國立嘉義大學            ,音樂學系(自費)-綜合樂器,1,1,0,0,0,0,0,0,0,0,2,13,215.55
3153,國立嘉義大學            ,音樂學系(公費)-臺南市,1,1,0,0,0,0,0,0,0,0,2,1,319.98
3154,國立嘉義大學            ,企業管理學系,2,1.5,0,2,1,1,0,0,0,0,0,24,526.63
3155,國立嘉義大學            ,應用經濟學系,1,1.5,0,1.5,0,0,0,0,0,0,0,23,296.78
3156,國立嘉義大學            ,生物事業管理學系,1,1.5,0,1,0,0,0,0,0,0,0,19,234.70
3157,國立嘉義大學            ,資訊管理學系(自然組),1,1.5,2,0,0,0,0,0,0,0,0,10,284.50
3160,國立嘉義大學            ,資訊管理學系(社會組),1,1.5,0,2,0,0,0,0,0,0,0,10,342.83
3161,國立嘉義大學            ,行銷與觀光管理學系,1.5,2,0,2,0,0,0,0,0,0,0,22,381.10
3162,國立嘉義大學            ,財務金融學系,1.5,2,0,2,0,0,0,0,0,0,0,17,419.90
3163,國立嘉義大學            ,農藝學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,19,352.50
3164,國立嘉義大學            ,園藝學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,18,338.53
3165,國立嘉義大學            ,森林暨自然資源學系,1,2,1,0,0,0,0,0,0,2,0,19,330.80
3166,國立嘉義大學            ,木質材料與設計學系,1,1.5,1,0,0,0,0,1.5,1.5,0,0,22,330.28
3167,國立嘉義大學            ,動物科學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,26,414.68
3170,國立嘉義大學            ,生物農業科技學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,24,353.63
3171,國立嘉義大學            ,景觀學系(社會組),2,1,0,1.5,1,2,0,0,0,0,0,8,528.40
3172,國立嘉義大學            ,景觀學系(自然組),1.5,1,1,0,0,0,0,0,0,2,0,8,321.25
3173,國立嘉義大學            ,植物醫學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,23,370.23
3174,國立嘉義大學            ,電子物理學系,1,1.5,1.5,0,0,0,0,2,1,0,0,18,415.23
3175,國立嘉義大學            ,應用化學系,1,2,1,0,0,0,0,1.5,2,0,0,27,453.46
3176,國立嘉義大學            ,應用數學系,1,1.5,2,0,0,0,0,1.5,1,0,0,32,380.55
3177,國立嘉義大學            ,資訊工程學系,1,1.5,2,0,0,0,0,1.25,1,0,0,16,410.15
3200,國立嘉義大學            ,生物機電工程學系,1,1.5,1.75,0,0,0,0,1.5,1,0,0,21,381.25
3201,國立嘉義大學            ,土木與水資源工程學系,1,1.5,1.75,0,0,0,0,1.5,1,0,0,25,371.70
3202,國立嘉義大學            ,電機工程學系,1,1.5,1.75,0,0,0,0,1.5,1,0,0,30,410.20
3203,國立嘉義大學            ,機械與能源工程學系,1,1.5,1.75,0,0,0,0,1.5,1,0,0,19,392.00
3204,國立嘉義大學            ,食品科學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,19,373.80
3205,國立嘉義大學            ,水生生物科學系,1,2,1,0,0,0,0,0,2,2,0,21,416.80
3206,國立嘉義大學            ,生物資源學系,1,1.75,1,0,0,0,0,0,1.5,2,0,19,399.20
3207,國立嘉義大學            ,生化科技學系,1,1.5,1,0,0,0,0,0,2,2,0,24,433.55
3210,國立嘉義大學            ,微生物免疫與生物藥學系,1,1.5,1,0,0,0,0,0,1.75,1.75,0,31,418.63
3211,國立嘉義大學            ,獸醫學系,1,1.25,1,0,0,0,0,0,1.25,1.25,0,15,456.61
3212,國立高雄大學            ,西洋語文學系,1.25,1.5,0,0,1,0,1,0,0,0,0,15,351.95
3213,國立高雄大學            ,運動健康與休閒學系,1.5,2,0,2,0,0,0,0,0,0,0,31,375.00
3214,國立高雄大學            ,東亞語文學系日語組,2,2,0,0,1,1,0,0,0,0,0,7,457.60
3215,國立高雄大學            ,東亞語文學系韓語組,2,2,0,0,1,1,0,0,0,0,0,6,456.20
3216,國立高雄大學            ,東亞語文學系越語組,2,2,0,0,1,1,0,0,0,0,0,6,446.50
3217,國立高雄大學            ,工藝與創意設計學系,2,1.5,0,0,2,0,0,0,0,0,0,19,385.10
3220,國立高雄大學            ,建築學系,1.5,2,1.75,0,0,0,0,1,1,0,0,13,445.60
3221,國立高雄大學            ,法律學系,1.25,1.25,0,1,1,0,1,0,0,0,0,27,415.21
3222,國立高雄大學            ,政治法律學系,1.25,1.5,0,1,1,0,1,0,0,0,0,20,428.68
3223,國立高雄大學            ,財經法律學系,1.25,1.25,0,1,1,0,1,0,0,0,0,11,425.06
3224,國立高雄大學            ,應用經濟學系,1.5,2,0,2,0,0,0,0,0,0,0,24,422.60
3225,國立高雄大學            ,亞太工商管理學系企業管理組,1,1.25,0,1,1,1,0,0,0,0,0,11,383.14
3226,國立高雄大學            ,亞太工商管理學系工業管理組,1,1.25,1,0,0,0,0,1,1,0,0,15,299.14
3227,國立高雄大學            ,資訊管理學系,1,1.5,0,1.5,0,0,0,0,0,0,0,21,309.23
3230,國立高雄大學            ,金融管理學系,1,1.5,0,1.5,1,1,0,0,0,0,0,17,446.83
3231,國立高雄大學            ,應用數學系,1,1,2,0,0,0,0,1.5,0,0,0,18,325.70
3232,國立高雄大學            ,應用化學系,0,1,1,0,0,0,0,1,1.5,0,0,17,277.65
3233,國立高雄大學            ,應用物理學系,1,1,1.5,0,0,0,0,2,1,0,0,17,397.80
3234,國立高雄大學            ,生命科學系,1,1.25,1,0,0,0,0,0,1.5,1.5,0,22,362.79
3235,國立高雄大學            ,電機工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,34,417.18
3236,國立高雄大學            ,土木與環境工程學系,1,1,2,0,0,0,0,1.5,1.5,0,0,20,416.70
3237,國立高雄大學            ,化學工程及材料工程學系,1,1.25,1,0,0,0,0,1.25,1.5,0,0,12,394.40
3240,國立高雄大學            ,資訊工程學系,1,1,1.5,0,0,0,0,1,1,0,0,12,360.15
3241,慈濟大學                ,醫學系(自費),0,1,1,0,0,0,0,1,1,1,0,17,421.75
3242,慈濟大學                ,醫學系(公費),0,1,1,0,0,0,0,1,1,1,0,2,418.55
3243,慈濟大學                ,醫學檢驗生物技術學系,1,1.75,1,0,0,0,0,0,1.5,1.5,0,15,423.48
3244,慈濟大學                ,公共衛生學系,1.5,2,1.5,0,0,0,0,0,1,1,0,19,342.00
3245,慈濟大學                ,護理學系,1,2,0,0,0,0,0,0,1,2,0,23,354.60
3246,慈濟大學                ,醫學資訊學系,2,1.25,0,1.75,0,0,0,0,0,0,0,22,257.36
3247,慈濟大學                ,物理治療學系,0,2,1,0,0,0,0,1,0,1,0,12,334.10
3250,慈濟大學                ,生命科學系,1,2,1,0,0,0,0,0,2,2,0,27,357.00
3251,慈濟大學                ,分子生物暨人類遺傳學系,1,1.75,1,0,0,0,0,0,2,2,0,17,360.08
3252,慈濟大學                ,傳播學系,2,1,0,0,1.5,0,1.5,0,0,0,0,25,312.35
3253,慈濟大學                ,兒童發展與家庭教育學系,2,2,0,0,0,0,1,0,0,0,0,11,252.70
3254,慈濟大學                ,社會工作學系,1.5,1.5,0,1,1,0,2,0,0,0,0,25,342.83
3255,慈濟大學                ,人類發展與心理學系,2,1.5,0,1.5,0,0,0,0,0,0,0,23,259.20
3256,慈濟大學                ,東方語文學系中文組,2,1,0,0,1,0,0,0,0,0,0,24,188.65
3257,慈濟大學                ,東方語文學系日文組,2,1,0,0,1,0,0,0,0,0,0,20,195.05
3260,慈濟大學                ,英美語文學系,1.5,2,0,0,0,1,0,0,0,0,0,20,186.30
3261,臺北醫學大學            ,醫學系(自費),0,1,1,0,0,0,0,1,1,1,0,22,434.95
3262,臺北醫學大學            ,醫學系(公費),0,1,1,0,0,0,0,1,1,1,0,2,425.05
3263,臺北醫學大學            ,牙醫學系,0,1,1,0,0,0,0,1,1,1,0,18,425.65
3264,臺北醫學大學            ,藥學系藥學組,0,1,1,0,0,0,0,1,1.25,1.25,0,45,449.15
3265,臺北醫學大學            ,藥學系臨床藥學組,0,1,1,0,0,0,0,1,1.25,1.25,0,22,454.05
3266,臺北醫學大學            ,醫學檢驗暨生物技術學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,26,502.40
3267,臺北醫學大學            ,護理學系,1,1.5,1,0,0,0,0,0,1.25,1.5,0,16,457.55
3270,臺北醫學大學            ,保健營養學系,1,2,1,0,0,0,0,0,2,1.5,0,16,561.30
3271,臺北醫學大學            ,公共衛生學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,17,473.40
3272,臺北醫學大學            ,醫務管理學系,1.25,1.5,0,1.25,0,0,0,0,0,0,0,14,323.00
3273,臺北醫學大學            ,呼吸治療學系,0,1.25,1,0,0,0,0,1,1.25,1.25,0,15,401.60
3274,臺北醫學大學            ,高齡健康管理學系,1,1.5,1,0,0,0,0,0,1.25,1.5,0,10,439.58
3275,臺北醫學大學            ,牙體技術學系,1,1.5,0,0,0,0,0,1,1.25,1.25,0,9,457.88
3276,臺北醫學大學            ,口腔衛生學系,1,1.25,1,0,0,0,0,0,1,1.25,0,7,397.80
3277,臺北醫學大學            ,生物醫學工程學系,0,1,0,0,0,0,0,1.5,1.5,1.5,0,9,426.15
3300,臺北醫學大學            ,食品安全學系,1,1.5,1,0,0,0,0,0,2,1,0,7,468.68
3301,康寧大學                ,健康照護管理學系(台南校區),2,2,0,1.75,0,0,0,0,0,0,0,28,182.00
3302,康寧大學                ,長期照護學系(台北校區),2,2,0,1,0,0,0,0,0,0,0,43,194.10
3303,康寧大學                ,嬰幼兒保育學系(台北校區),2,2,0,1,0,0,0,0,0,0,0,43,189.30
3304,佛光大學                ,文化資產創意系(文化創意組),2,1,0,0,2,2,0,0,0,0,0,6,330.80
3305,佛光大學                ,文化資產創意系(文化觀光組),2,1,0,0,2,2,0,0,0,0,0,10,300.40
3306,佛光大學                ,傳播學系(數位媒體組),2,1,0,0,2,2,0,0,0,0,0,6,336.30
3307,佛光大學                ,傳播學系(廣告公關組),2,1,0,0,2,2,0,0,0,0,0,5,345.10
3310,佛光大學                ,傳播學系(流行音樂傳播組),2,1,0,0,2,2,0,0,0,0,0,5,362.30
3311,佛光大學                ,資訊應用系(系統智慧應用組),2,1,0,0,2,2,0,0,0,0,0,4,321.40
3312,佛光大學                ,資訊應用系(網路與多媒體組),2,2,0,1.75,0,0,0,0,0,0,0,5,270.88
3313,佛光大學                ,資訊應用系(動畫數位內容組),2,1,0,0,2,2,0,0,0,0,0,4,322.80
3314,佛光大學                ,資訊應用系(數位遊戲開發組),2,2,0,1.75,0,0,0,0,0,0,0,4,275.25
3315,佛光大學                ,中國文學與應用學系,2,1,0,0,2,2,0,0,0,0,0,12,318.45
3316,佛光大學                ,歷史學系(史學經典與創作組),2,1,0,0,2,2,0,0,0,0,0,11,304.15
3317,佛光大學                ,歷史學系(圖像史學與數位組),2,1,0,0,2,2,0,0,0,0,0,12,282.60
3320,佛光大學                ,外國語文學系,2,2,0,0,2,1,0,0,0,0,0,4,329.10
3321,佛光大學                ,社會學暨社會工作學系,2,1,0,0,2,2,0,0,0,0,0,9,361.45
3322,佛光大學                ,心理學系,2,2,0,1.75,0,0,0,0,0,0,0,5,314.10
3323,佛光大學                ,公共事務系(國際兩岸事務組),2,1,0,0,2,2,0,0,0,0,0,9,321.60
3324,佛光大學                ,公共事務學系(行政管理組),2,1,0,0,2,2,0,0,0,0,0,7,356.60
3325,佛光大學                ,管理學系(經營管理組),2,1,0,0,2,2,0,0,0,0,0,5,333.75
3326,佛光大學                ,管理學系(行銷與創業組),2,1,0,0,2,2,0,0,0,0,0,5,322.20
3327,佛光大學                ,管理學系(休閒事業管理組),2,1,0,0,2,2,0,0,0,0,0,6,316.40
3330,佛光大學                ,應用經濟學系(財務金融組),2,1,0,0,2,2,0,0,0,0,0,9,344.60
3331,佛光大學                ,應用經濟學系(國際商務組),2,1,0,0,2,2,0,0,0,0,0,7,310.85
3332,佛光大學                ,未來與樂活產業學系,2,1,0,0,2,2,0,0,0,0,0,9,291.35
3333,稻江科技暨管理學院      ,時尚美容藝術管理學系,1,1,0,1,0,0,0,0,0,0,0,25,67.00
3334,稻江科技暨管理學院      ,行動科技學系,1,1.5,2,0,0,0,0,1.5,1,0,0,40,160.28
3335,稻江科技暨管理學院      ,動畫遊戲設計學系,1.5,1,0,1,0,0,0,0,0,0,0,48,94.40
3336,稻江科技暨管理學院      ,表演藝術學士學位學程,2,0,0,0,1.75,0,2,0,0,0,0,22,201.53
3337,稻江科技暨管理學院      ,經營管理學士學位學程,1,1,0,1,0,0,1,0,0,0,0,11,101.00
3340,稻江科技暨管理學院      ,休閒遊憩管理學系,2,1,0,0,0,0,2,0,0,0,0,26,160.20
3341,稻江科技暨管理學院      ,法律學士學位學程,2,1,0,0,0,0,2,0,0,0,0,36,182.80
3342,稻江科技暨管理學院      ,餐飲管理學系,2,2,0,0,1,1,2,0,0,0,0,15,243.90
3343,稻江科技暨管理學院      ,幼兒教育學系,2,1.25,0,0,0,0,2,0,0,0,0,24,176.18
3344,稻江科技暨管理學院      ,社會工作學系,2,0,0,0,0,1.5,1.75,0,0,0,0,39,208.30
3345,亞洲大學                ,健康產業管理系(健康產業組),2,1,0,1,2,2,0,0,0,0,0,7,451.30
3346,亞洲大學                ,健康產業管理系(醫療機構組),2,1,0,1,2,2,0,0,0,0,0,1,481.00
3347,亞洲大學                ,食品營養保健系(食品營養組),2,1.5,0,0,0,0,0,0,0,2,0,2,375.95
3350,亞洲大學                ,食品營養保健系(保健化妝組),2,1.5,0,0,0,0,2,0,0,0,0,2,348.15
3351,亞洲大學                ,生物科技學系(醫藥應用組),1,2,0,0,0,0,0,0,0,2,0,4,310.50
3352,亞洲大學                ,生物科技系(農業生技管理組),2,1,0,0,0,0,2,0,0,0,0,3,323.10
3353,亞洲大學                ,心理學系(心理師研修組),1,2,1,0,0,0,0,0,0,0,0,1,255.60
3354,亞洲大學                ,心理學系(諮商與臨床心理組),1,2,0,0,0,1,2,0,0,0,0,2,384.30
3355,亞洲大學                ,心理學系(工商與社會心理組),1,2,0,0,0,1,2,0,0,0,0,2,378.10
3356,亞洲大學                ,護理學系(國際護理組),1,1.5,0,0,0,0,0,0,0,1,0,11,222.90
3357,亞洲大學                ,護理學系(臨床照護組),1,1,0,0,0,0,0,0,0,1.5,0,7,223.70
3360,亞洲大學                ,護理學系(高齡長期照護組),1,1,0,0,0,0,0,0,0,1,0,3,188.85
3361,亞洲大學                ,視光學系,1,1,0,0,0,0,0,0,0,2,0,3,275.25
3362,亞洲大學                ,聽力暨語言治療學系,1,2,0,0,0,0,0,0,0,2,0,1,380.90
3363,亞洲大學                ,職能治療學系,1,2,0,0,0,0,0,0,0,1,0,2,308.30
3364,亞洲大學                ,物理治療學系,1,1,1,0,0,0,0,0,0,1,0,2,270.85
3365,亞洲大學                ,生資醫學工程系(生醫資訊組),2,0,0,1,0,0,2,0,0,0,0,1,346.20
3366,亞洲大學                ,生資醫學工程系(醫學工程組),2,0,0,1,0,0,2,0,0,0,0,1,366.20
3367,亞洲大學                ,資訊工程學系(人工智慧組),2,0,0,1,2,2,0,0,0,0,0,2,485.20
3370,亞洲大學                ,資訊工程系(數位遊戲設計組),2,0,0,1,2,2,0,0,0,0,0,2,440.80
3371,亞洲大學                ,行動商務多媒體系(多媒體組),2,0,0,1,2,2,0,0,0,0,0,4,403.40
3372,亞洲大學                ,行動商務多媒體系(商務組),2,0,0,1,2,2,0,0,0,0,0,4,406.00
3373,亞洲大學                ,光電與通訊學系(光電綠能組),2,1.75,0,2,0,0,0,0,0,0,0,6,324.15
3374,亞洲大學                ,光電與通訊學系(通訊網路組),2,1.75,0,2,0,0,0,0,0,0,0,9,320.73
3375,亞洲大學                ,資訊傳播學系,2,1,0,2,0,0,0,0,0,0,0,21,279.75
3376,亞洲大學                ,經營管理系(企業創新管理組),2,0,0,0,1,2,2,0,0,0,0,9,445.60
3377,亞洲大學                ,經營管理學系(行銷管理組),2,0,0,0,2,1,2,0,0,0,0,9,450.80
3400,亞洲大學                ,經營管理系(國際企業管理組),2,0,0,0,2,1,2,0,0,0,0,12,446.80
3401,亞洲大學                ,休閒遊憩管理系(餐旅事業組),2,1,0,0,0,2,0,0,0,0,0,5,287.65
3402,亞洲大學                ,休閒遊憩管理系(旅遊事業組),2,1,0,0,0,2,0,0,0,0,0,11,284.45
3403,亞洲大學                ,會計與資訊學系(財稅應用組),2,1,0,1,0,2,0,0,0,0,0,2,345.55
3404,亞洲大學                ,會計與資訊學系(管理應用組),2,1,0,1,0,2,0,0,0,0,0,3,342.50
3405,亞洲大學                ,財務金融學系(投資理財組),1,1,0,1,0,2,0,0,0,0,0,3,291.50
3406,亞洲大學                ,財務金融學系(金融科技組),1,1,0,1,0,2,0,0,0,0,0,4,286.73
3407,亞洲大學                ,財經法律學系(科技法律組),2,0,0,0,2,1,2,0,0,0,0,1,530.00
3410,亞洲大學                ,財經法律學系(財經法律組),2,0,0,0,2,1,2,0,0,0,0,2,516.00
3411,亞洲大學                ,外國語文學系,2,2,0,0,1.5,0,0,0,0,0,0,4,328.30
3412,亞洲大學                ,社工系(心理與家庭社工組),1,1,0,1,2,0,0,0,0,0,0,5,288.35
3413,亞洲大學                ,社工系(醫務與長照社工組),1,1,0,1,0,2,0,0,0,0,0,6,287.85
3414,亞洲大學                ,幼兒教育學系,2,1,0,0,1,0,2,0,0,0,0,10,372.20
3415,亞洲大學                ,數位媒體設計學系,1,0,0,0,2,2,0,0,0,0,0,7,315.20
3416,亞洲大學                ,視覺傳達設計學系,1,0,0,0,2,2,0,0,0,0,0,8,309.40
3417,亞洲大學                ,創意商品設計系(創意商品組),2,0,0,0,1.5,2,0,0,0,0,0,14,332.65
3420,亞洲大學                ,創意商品設計系(科技商品組),2,0,0,0,1.5,2,0,0,0,0,0,19,323.05
3421,亞洲大學                ,時尚設計系(時尚服裝設計組),1.5,0,0,0,2,2,0,0,0,0,0,1,350.80
3422,亞洲大學                ,時尚設計系(服飾創意設計組),2,0,0,0,1.5,2,0,0,0,0,0,8,329.45
3423,亞洲大學                ,室內設計學系(商業空間組),0,0,0,1,2,2,0,0,0,0,0,5,319.60
3424,亞洲大學                ,室內設計學系(住宅空間組),0,0,0,2,2,1.5,0,0,0,0,0,1,370.20
3425,亞洲大學                ,創意設計學院國際設計學士班,1,1,0,0,2,2,0,0,0,0,0,2,360.90
3426,國立宜蘭大學            ,外國語文學系,1.5,2,0,0,1,1,0,0,0,0,0,7,377.50
3427,國立宜蘭大學            ,應用經濟與管理學系,1,1,0,1,1,0,0,0,0,0,0,24,263.80
3430,國立宜蘭大學            ,休閒產業與健康促進學系,1,1.5,0,1,1,2,0,0,0,0,0,9,401.43
3431,國立宜蘭大學            ,土木工程學系,2,0,1,0,0,0,0,1,1,0,0,3,309.30
3432,國立宜蘭大學            ,機械與機電工程學系,1,1,1,0,0,0,0,1,1,0,0,34,270.75
3433,國立宜蘭大學            ,化學工程與材料工程學系,1,1,1.5,0,0,0,0,1.5,1.5,0,0,22,347.65
3434,國立宜蘭大學            ,環境工程學系,1.5,1.5,1.5,0,0,0,0,0,1,0,0,11,307.55
3435,國立宜蘭大學            ,生物機電工程學系,2,1,1.5,0,0,0,0,2,0,0,0,16,367.30
3436,國立宜蘭大學            ,食品科學系,1,1,0,0,0,0,0,0,2,2,0,16,351.85
3437,國立宜蘭大學            ,生物技術與動物科學系,1,1,0,0,0,0,0,0,1,2,0,11,313.75
3440,國立宜蘭大學            ,森林暨自然資源學系,1,1.5,0,0,0,0,0,0,1.5,1.5,0,14,302.05
3441,國立宜蘭大學            ,園藝學系,1,1,0,0,0,0,0,0,1,2,0,4,291.60
3442,國立宜蘭大學            ,電機工程學系,1,1,1,0,0,0,0,1,0,0,0,8,244.40
3443,國立宜蘭大學            ,電子工程學系,1,1.5,1,0,0,0,0,1.5,0,0,0,9,287.83
3444,國立宜蘭大學            ,資訊工程學系,1,2,1,0,0,0,0,1,0,0,0,8,304.10
3445,國立聯合大學            ,機械工程學系,1.5,1,2,0,0,0,0,2,1,0,0,8,401.20
3446,國立聯合大學            ,化學工程學系,1,1,2,0,0,0,0,1,2,0,0,10,368.80
3447,國立聯合大學            ,材料科學工程學系,1,1,1,0,0,0,0,1,1,0,0,8,270.35
3450,國立聯合大學            ,環境與安全衛生工程系(甲組),1.5,1,1,0,0,0,0,0,2,0,0,12,294.40
3451,國立聯合大學            ,環境與安全衛生工程系(乙組),1.5,1,1,0,0,0,0,0,0,2,0,1,329.60
3452,國立聯合大學            ,土木與防災工程學系,2,1,2,0,0,0,0,2,0,0,0,6,374.80
3453,國立聯合大學            ,能源工程學系,1,1,2,0,0,0,0,2,2,0,0,24,387.60
3454,國立聯合大學            ,建築學系,2,2,1.75,0,0,0,0,0,0,0,0,7,337.90
3455,國立聯合大學            ,工業設計學系(自然組),2,2,1.5,0,0,0,0,0,0,0,0,4,316.20
3456,國立聯合大學            ,工業設計學系(社會組),2,2,0,1.5,0,0,0,0,0,0,0,5,346.80
3457,國立聯合大學            ,電機工程學系,0,1,1.25,0,0,0,0,1.25,0,0,0,6,188.38
3460,國立聯合大學            ,電子工程學系(甲組)(男),2,1,2,0,0,0,0,2,0,0,0,8,397.80
3461,國立聯合大學            ,電子工程學系(甲組)(女),2,1,2,0,0,0,0,2,0,0,0,2,379.95
3462,國立聯合大學            ,電子工程學系(乙組)(男),2,1,2,0,0,0,0,0,2,0,0,8,397.15
3463,國立聯合大學            ,電子工程學系(乙組)(女),2,1,2,0,0,0,0,0,2,0,0,2,399.55
3464,國立聯合大學            ,光電工程學系,1.5,0,1,0,0,0,0,2,1.5,0,0,15,336.60
3465,國立聯合大學            ,資訊工程學系(A組),1.75,2,2,0,0,0,0,0,0,0,0,10,348.50
3466,國立聯合大學            ,資訊工程學系(B組),1.75,2,0,2,0,0,0,0,0,0,0,10,387.40
3467,國立聯合大學            ,經營管理學系,1,2,0,2,0,0,0,0,0,0,0,23,299.50
3470,國立聯合大學            ,財務金融學系,1,1.5,0,1.5,0,1,0,0,0,0,0,30,310.40
3471,國立聯合大學            ,資訊管理學系,2,1.75,0,2,0,0,0,0,0,0,0,10,379.25
3472,國立聯合大學            ,臺灣語文與傳播學系,2,2,0,0,2,1,0,0,0,0,0,13,421.80
3473,國立聯合大學            ,華語文學系,2,2,0,0,1.5,0,0,0,0,0,0,26,327.70
3474,國立聯合大學            ,文化觀光產業學系,2,2,0,0,1,1,0,0,0,0,0,37,349.80
3475,國立聯合大學            ,文化創意與數位行銷學系,2,1,0,0,2,1,2,0,0,0,0,8,543.50
3476,馬偕醫學院              ,醫學系,0,1,1,0,0,0,0,1,1,1,0,16,428.20
3477,馬偕醫學院              ,護理學系,1.5,1.5,1,0,0,0,0,0,1,1.5,0,37,396.80
3500,馬偕醫學院              ,聽力暨語言治療學系聽力組,1,1.5,1,0,0,0,0,1.5,0,1,0,9,395.50
3501,馬偕醫學院              ,聽力暨語言治療學系語言組,1.25,1.25,1,0,0,0,0,1,0,1.5,0,11,417.71
3502,國立金門大學            ,應用英語學系,2,2,0,0,1,0,0,0,0,0,0,14,314.30
3503,國立金門大學            ,運動與休閒學系,2,0,0,0,2,1,0,0,0,0,0,27,327.60
3504,國立金門大學            ,企業管理學系,2,2,0,1,0,0,0,0,0,0,0,10,302.30
3505,國立金門大學            ,電子工程學系,2,1,0,0,0,0,0,2,2,0,0,18,381.60
3506,國立金門大學            ,食品科學系,2,0,0,0,0,0,0,0,1,2,0,8,326.60
3507,國立金門大學            ,土木與工程管理學系,2,1,1,0,0,0,0,1,0,0,0,5,276.85
3510,國立金門大學            ,觀光管理學系,2,1.25,0,0,1.5,1,0,0,0,0,0,11,353.71
3511,國立金門大學            ,資訊工程學系,2,1,1,0,0,0,0,0,0,0,0,4,256.05
3512,國立金門大學            ,建築學系,2,1,1.5,0,0,0,0,2,0,0,0,3,384.00
3513,國立金門大學            ,國際暨大陸事務學系,2,1,0,0,2,0,0,0,0,0,0,6,336.50
3514,國立金門大學            ,華語文學系,2,1,0,0,1,0,0,0,0,0,0,13,256.60
3515,國立金門大學            ,海洋與邊境管理學系,2,1,0,0,0,0,2,0,0,0,0,3,362.70
3516,國立金門大學            ,工業工程與管理學系,2,1,0,1,0,0,0,0,0,0,0,10,255.70
3517,國立金門大學            ,都市計畫與景觀學系,2,1,0,1.5,0,0,0,0,0,0,0,12,283.90
3520,國立金門大學            ,社會工作學系,2,1.5,0,1,0,0,2,0,0,0,0,3,413.38
3521,國立金門大學            ,長期照護學系,2,1,0,0,2,0,0,0,0,0,0,7,320.60
3522,國立金門大學            ,護理學系,2,1,1,0,0,0,0,0,1,2,0,14,385.60
