"校系
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取人數
(含外加)","普通生
錄取分數"
2354,義守大學,資訊工程學系雲端應用組,2,2,2,0,0,0,0,1,1,0,0,14,180.5
2355,義守大學,通訊工程學系無線通訊網路組,2,1,1.75,0,0,0,0,1,1,0,0,2,145.2
2356,義守大學,通訊工程學系光電與通訊系統組,2,1,1.5,0,0,0,0,1.25,1,0,0,2,133.8
2357,義守大學,機械與自動化工程學系機電組,2,2,1,0,0,0,0,1,2,0,0,12,170.2
2360,義守大學,機械與自動化工程學系創新設計與醫材組,2,2,1,0,0,0,0,1,0,2,0,10,171.2
2361,義守大學,化學工程學系甲組,2,0,1,0,0,0,0,1,2,0,0,8,201.6
2362,義守大學,化學工程學系乙組,2,0,1,0,0,0,0,0,2,2,0,10,228.8
2363,義守大學,土木與生態工程學系環境永續組,2,1,0,0,0,0,0,0,2,2,0,13,177
2364,義守大學,土木與生態工程學系創新規劃組,2,1,0,0,0,0,0,1.5,2,0,0,11,149.1
2365,義守大學,材料科學與工程學系電子光電材料組,2,1,1,0,0,0,0,2,2,0,0,12,157.6
2366,義守大學,材料科學與工程學系先進功能材料組,2,2,1,0,0,0,0,1,2,0,0,6,167.6
2367,義守大學,財務與計算數學系甲組,2,1.5,2,0,0,0,0,0,0,0,0,3,131
2370,義守大學,財務與計算數學系乙組,2,1.5,0,2,0,0,0,0,0,0,0,7,177.5
2371,義守大學,工業管理學系甲組,2,1,0,1,2,2,0,0,0,0,0,19,265.2
2372,義守大學,工業管理學系乙組,2,1,0,1,0,2,2,0,0,0,0,10,267.8
2373,義守大學,資訊管理學系行動商務組,2,1,0,0,2,2,0,0,0,0,0,20,268.8
2374,義守大學,資訊管理學系雲端服務組,2,0,0,1,2,2,0,0,0,0,0,19,254.8
2375,義守大學,企業管理學系企業經營組,2,1,0,1,1.75,2,0,0,0,0,0,23,280.63
2376,義守大學,企業管理學系行銷管理組,2,1,0,1,2,1.75,0,0,0,0,0,23,275.2
2377,義守大學,財務金融學系財務管理組,2,0,0,1,2,2,0,0,0,0,0,19,279
2400,義守大學,財務金融學系金融管理組,2,1,0,0,2,2,0,0,0,0,0,18,277.2
2401,義守大學,會計學系財稅規劃組,2,1,0,1,2,2,0,0,0,0,0,9,323.5
2402,義守大學,會計學系管理應用組,2,1,0,1,2,2,0,0,0,0,0,9,309.3
2403,義守大學,國際商務學系國際企業與行銷組,2,1,0,1,2,2,0,0,0,0,0,12,286.7
2404,義守大學,國際商務學系國際貿易與金融組,2,1,0,1,2,2,0,0,0,0,0,12,300.9
2405,義守大學,公共政策與管理學系公共政策組,2,1,0,1,2,2,0,0,0,0,0,8,339.6
2406,義守大學,公共政策與管理學系公共管理組,2,1,0,1,2,1.75,0,0,0,0,0,10,306.45
2407,義守大學,醫務管理學系醫療機構管理組,2,1,0,1,2,2,0,0,0,0,0,18,356.1
2410,義守大學,醫務管理學系高齡產業管理組,2,1,0,1,2,2,0,0,0,0,0,12,333.3
2411,義守大學,健康管理學系甲組,2,1,0,1,2,2,0,0,0,0,0,8,333.5
2412,義守大學,健康管理學系乙組,1,2,0,1,2,2,0,0,0,0,0,7,322.2
2413,義守大學,餐旅管理學系甲組,2,1,0,1,2,2,0,0,0,0,0,6,359.1
2414,義守大學,餐旅管理學系乙組,2,2,0,1,2,1,0,0,0,0,0,6,336.8
2415,義守大學,休閒事業管理學系甲組,2,1,0,0,2,2,1,0,0,0,0,7,324.6
2416,義守大學,休閒事業管理學系乙組,2,1,0,1,2,2,0,0,0,0,0,7,297.5
2417,義守大學,觀光學系甲組,2,1,0,1,2,2,0,0,0,0,0,12,318.2
2420,義守大學,觀光學系乙組,2,2,0,1,1,2,0,0,0,0,0,11,280.7
2421,義守大學,廚藝學系甲組,2,2,0,1,2,1,0,0,0,0,0,7,339.1
2422,義守大學,廚藝學系乙組,2,1,0,1,2,2,0,0,0,0,0,6,357.4
2423,義守大學,國際企業經營學系國際行銷組(國際學院),2,2,0,1,2,1,0,0,0,0,0,4,314.6
2424,義守大學,國際企業經營學系國際經營組(國際學院),2,2,0,1,1,2,0,0,0,0,0,3,348.9
2425,義守大學,國際財務金融學系財務管理組(國際學院),2,2,0,1,2,1,0,0,0,0,0,4,306
2426,義守大學,國際財務金融學系財務投資組(國際學院),1,2,0,1,2,2,0,0,0,0,0,6,270.1
2427,義守大學,國際觀光餐旅學系(國際學院),1,2,0,0,1,2,2,0,0,0,0,10,339.4
2430,義守大學,"娛樂事業管理學系影視娛樂管理組(國際學
院)",1,2,0,0,2,1,2,0,0,0,0,6,317.8
2431,義守大學,"娛樂事業管理學系創意娛樂管理組(國際學
院)",1,2,0,0,1,2,2,0,0,0,0,3,320.9
2432,義守大學,應用英語學系英語教學組,2,2,0,1,2,1,0,0,0,0,0,12,271
2433,義守大學,應用英語學系翻譯與專業英文組,2,2,0,0,2,1,1,0,0,0,0,18,307
2434,義守大學,應用日語學系語言文化組,2,1,0,1,2,2,0,0,0,0,0,8,366
2435,義守大學,應用日語學系商業觀光組,2,1,0,1,2,2,0,0,0,0,0,8,353.6
2436,義守大學,大眾傳播學系媒體製作組,2,1,0,0,2,2,1,0,0,0,0,9,375.7
2437,義守大學,大眾傳播學系傳播管理組,2,1,0,0,2,2,1,0,0,0,0,8,357.7
2440,義守大學,創意商品設計學系自然組,2,1,2,0,0,0,0,2,0,0,0,12,144.6
2441,義守大學,創意商品設計學系社會組,2,1,0,0,2,2,0,0,0,0,0,12,319.2
2442,義守大學,電影與電視學系編導創意組,2,2,0,1,2,1,0,0,0,0,0,13,309.8
2443,義守大學,電影與電視學系影視技術組,2,2,0,1,1.5,1,0,0,0,0,0,14,284.65
2444,義守大學,數位多媒體設計學系數位動畫設計組,2,1,0,0,2,2,0,0,0,0,0,10,304.2
2445,義守大學,數位多媒體設計學系互動媒體設計組,2,2,0,0,2,1,0,0,0,0,0,14,258
2446,義守大學,營養學系臨床營養組,2,2,0,0,0,0,0,0,1,2,0,6,354.8
2447,義守大學,營養學系食品營養組,2,1,0,0,0,0,0,0,2,2,0,4,318.8
2450,義守大學,生物醫學工程學系甲組,2,1,1,0,0,0,0,0,2,2,0,9,315.2
2451,義守大學,生物醫學工程學系乙組,2,1,1,0,0,0,0,2,2,0,0,10,261.4
2452,義守大學,生物科技學系生物醫藥組,2,1,0,0,0,0,0,0,2,2,0,8,313.7
2453,義守大學,生物科技學系食品生技組,2,1,0,0,0,0,0,0,2,2,0,6,294.6
2454,義守大學,護理學系,2,2,1,0,0,0,0,0,1,2,0,52,335.4
2455,義守大學,醫學影像暨放射科學系,2,0,1,0,0,0,0,2,1,2,0,13,416.6
2456,義守大學,物理治療學系,1.5,2,1,0,0,0,0,1,0,2,0,11,418.75
2457,義守大學,職能治療學系,1.75,2,1,0,0,0,0,1,0,2,0,12,421.33
2460,銘傳大學,企業管理學系(台北校區),1.5,1.5,0,1,1.5,1,0,0,0,0,0,61,320.2
2461,銘傳大學,會計學系(台北校區),2,2,0,1.75,1,1,0,0,0,0,0,77,372.5
2462,銘傳大學,財務金融學系財務金融組(台北校區),1,1.5,0,1,0,0,0,0,0,0,0,68,163.8
2463,銘傳大學,財務金融學系國際金融管理組(台北校區),1,1.5,0,1.5,0,0,0,0,0,0,0,20,212.25
2464,銘傳大學,風險管理與保險學系(台北校區),2,2,0,1.75,1,1,0,0,0,0,0,32,352
2465,銘傳大學,國際企業學系國際企業經營組(台北校區),2,2,0,1.75,1,1,0,0,0,0,0,33,377
2466,銘傳大學,國際企業學系外貿行銷管理組(台北校區),2,2,0,1.75,0,0,0,0,0,0,0,27,276.3
2467,銘傳大學,新媒體暨傳播管理學系(台北校區),2,2,0,0,1,0,0,0,0,0,0,24,255.5
2470,銘傳大學,廣播電視學系(台北校區),2,2,0,0,1,1,0,0,0,0,0,38,328.4
2471,銘傳大學,廣告暨策略行銷學系(台北校區),2,2,0,1,1,1,0,0,0,0,0,32,361.6
2472,銘傳大學,新聞學系(台北校區),2,2,0,0,1,0,0,0,0,0,0,25,256.1
2473,銘傳大學,法律學系(台北校區),2,1.5,0,0,1,0,1,0,0,0,0,53,301.1
2474,銘傳大學,財金法律學系(台北校區),2,1.5,0,0,0,0,1.5,0,0,0,0,26,266.95
2475,銘傳大學,應用統計與資料科學學系(桃園校區),2,1.75,0,2,0,0,0,0,0,0,0,42,213.2
2476,銘傳大學,經濟與金融學系(桃園校區),2,2,0,1.75,1,1,0,0,0,0,0,37,340.4
2477,銘傳大學,應用中國文學系(桃園校區),2,1,0,0,1.5,1.5,0,0,0,0,0,54,285.5
2500,銘傳大學,應用英語學系(桃園校區),1.5,2,0,1,1,1,0,0,0,0,0,88,284.05
2501,銘傳大學,應用日語學系(桃園校區),2,2,0,0,2,1,0,0,0,0,0,40,352.4
2502,銘傳大學,華語文教學學系(桃園校區),2,2,0,0,1,1,0,0,0,0,0,48,259.3
2503,銘傳大學,商業設計學系(桃園校區),2,2,0,0,1,1,0,0,0,0,0,30,304
2504,銘傳大學,商品設計學系(桃園校區),1.5,1.5,0,1.5,1,1,0,0,0,0,0,38,312.05
2505,銘傳大學,"數位媒體設計學系多媒體遊戲組(桃園校
區)",1.5,1.5,0,1,1,1,0,0,0,0,0,17,291.55
2506,銘傳大學,數位媒體設計學系動畫影視組(桃園校區),1.5,1.5,0,1,1,1,0,0,0,0,0,15,292.4
2507,銘傳大學,建築學系(桃園校區),2,2,0,1,0,0,0,0,0,0,0,20,244.6
2510,銘傳大學,都市規劃與防災學系(桃園校區),2,1,0,0,1,2,2,0,0,0,0,16,411.9
2511,銘傳大學,觀光事業學系(桃園校區),1.5,1,0,0,1,2,2,0,0,0,0,10,408
2512,銘傳大學,休閒遊憩管理學系(桃園校區),1.5,0,0,0,0,1.5,2,0,0,0,0,8,293.35
2513,銘傳大學,餐旅管理學系(桃園校區),1.75,1,0,0,1,2,2,0,0,0,0,15,419.15
2514,銘傳大學,社會與安全管理學系(桃園校區),2,1,0,0,2,0,2,0,0,0,0,23,381.2
2515,銘傳大學,公共事務學系(桃園校區),2,1,0,1,1,0,2,0,0,0,0,35,339.3
2516,銘傳大學,諮商與工商心理學系(桃園校區),2,2,0,2,1,0,1,0,0,0,0,27,391.3
2517,銘傳大學,資訊管理學系(桃園校區),1.5,1,0,1,0,0,0,0,0,0,0,109,133.5
2520,銘傳大學,資訊傳播工程學系(桃園校區),2,1,0,1,0,0,0,0,0,0,0,34,162.8
2521,銘傳大學,資訊工程學系(桃園校區),1,1,0,1,0,0,0,0,0,0,0,46,116.1
2522,銘傳大學,電子工程學系(桃園校區),2,1.75,0,1.75,0,0,0,0,0,0,0,30,203.35
2523,銘傳大學,電腦與通訊工程學系(桃園校區),2,1.75,0,1.75,0,0,0,0,0,0,0,25,203.5
2524,銘傳大學,生物科技學系(桃園校區),1.5,2,0,2,0,0,0,0,0,0,0,34,204.35
2525,銘傳大學,醫療資訊與管理學系(桃園校區),1,2,0,2,0,0,0,0,0,0,0,41,197.1
2526,銘傳大學,生物醫學工程學系(桃園校區),2,1.75,0,1.75,0,0,0,0,0,0,0,37,210.83
2527,世新大學,新聞學系,2,2,0,0,2,0,1,0,0,0,0,61,415.8
2530,世新大學,廣播電視電影學系廣播組,2,2,0,0,1,1,1,0,0,0,0,21,433.4
2531,世新大學,廣播電視電影學系電視組,2,2,0,0,1,1,1,0,0,0,0,37,440.8
2532,世新大學,廣播電視電影學系電影組,2,2,0,0,1,1,1,0,0,0,0,24,454.5
2533,世新大學,圖文傳播暨數位出版學系,2,2,0,1,1,0,1,0,0,0,0,42,372.7
2534,世新大學,公共關係暨廣告學系,2,2,0,0,2,0,1,0,0,0,0,67,407.6
2535,世新大學,口語傳播學系,2,2,0,0,2,0,1,0,0,0,0,45,397.4
2536,世新大學,資訊傳播學系,2,1,0,1,0,0,2,0,0,0,0,24,332.1
2537,世新大學,數位多媒體設計學系動畫設計組,2,2,0,0,1,0,0,0,0,0,0,25,273.9
2540,世新大學,數位多媒體設計學系遊戲設計組,1,2,0,2,0,0,0,0,0,0,0,22,260.3
2541,世新大學,傳播管理學系,2,2,0,1,1,0,1,0,0,0,0,54,372
2542,世新大學,資訊管理學系資訊管理組,1.75,2,0,2,0,0,0,0,0,0,0,50,248.73
2543,世新大學,資訊管理學系資訊科技組,1.75,2,0,2,0,0,0,0,0,0,0,27,239.9
2544,世新大學,資訊管理學系網路科技組,1.75,2,0,2,0,0,0,0,0,0,0,28,240.28
2545,世新大學,財務金融學系,1.5,2,0,2,0,0,0,0,0,0,0,60,250.25
2546,世新大學,行政管理學系,2,1.5,0,0,0,0,1.75,0,0,0,0,46,264
2547,世新大學,觀光學系餐旅經營管理組,2,2,0,1,1,1,0,0,0,0,0,26,348.6
2550,世新大學,觀光學系旅遊暨休閒事業管理組,2,2,0,1,1,1,0,0,0,0,0,28,338.8
2551,世新大學,觀光學系觀光規劃暨資源管理組,2,2,0,1,1,1,0,0,0,0,0,20,325.9
2552,世新大學,經濟學系,1.75,2,0,2,1,1,0,0,0,0,0,40,353.73
2553,世新大學,企業管理學系,2,2,0,1.5,0,0,0,0,0,0,0,28,252.6
2554,世新大學,社會心理學系,1.5,1.5,0,1.5,0,0,1,0,0,0,0,61,268.95
2555,世新大學,英語學系,2,2,0,0,1,0,0,0,0,0,0,61,245.8
2556,世新大學,中國文學系,2,1,0,0,1,0,0,0,0,0,0,29,203.1
2557,世新大學,日本語文學系,2,2,0,0,1,2,0,0,0,0,0,52,359.5
2560,世新大學,法律學系,2,1,0,1,1,0,1,0,0,0,0,45,350.7
2561,實踐大學,家庭研究與兒童發展學系(臺北校區),2,2,0,1,0,0,0,0,0,0,0,22,232.4
2562,實踐大學,餐飲管理學系(臺北校區),2,2,0,1,0,0,0,0,0,0,0,16,249.4
2563,實踐大學,食品營養與保健生技學系(臺北校區),1,2,0,0,0,0,0,0,2,2,0,42,304.2
2564,實踐大學,社會工作學系(臺北校區),2,2,0,0,0,0,1.5,0,0,0,0,62,261.8
2565,實踐大學,音樂學系(臺北校區)-鋼琴,1,2,0,0,0,0,0,0,0,0,2,2,233.08
2566,實踐大學,音樂學系(臺北校區)-聲樂,1,2,0,0,0,0,0,0,0,0,2,0,-----
2567,實踐大學,音樂學系(臺北校區)-弦樂,1,2,0,0,0,0,0,0,0,0,2,4,200.44
2570,實踐大學,音樂學系(臺北校區)-銅管樂,1,2,0,0,0,0,0,0,0,0,2,1,231.12
2571,實踐大學,音樂學系(臺北校區)-木管樂,1,2,0,0,0,0,0,0,0,0,2,2,264.32
2572,實踐大學,服裝設計學系(臺北校區),2,2,0,1,0,0,0,0,0,0,0,13,342.2
2573,實踐大學,工業產品設計學系(臺北校區),1,2,0,2,0,0,0,0,0,0,0,19,343.6
2574,實踐大學,建築設計學系(臺北校區),1,2,0,1,0,0,0,0,0,0,0,31,240.9
2575,實踐大學,"媒體傳達設計學系:數位3D動畫設計組(臺
北校區)",2,2,0,1.5,0,0,0,0,0,0,0,11,344.6
2576,實踐大學,"媒體傳達設計學系:創新媒體設計組(臺北
校區)",2,2,0,1.5,0,0,0,0,0,0,0,12,345
2577,實踐大學,會計學系(臺北校區),2,2,0,2,1,1,0,0,0,0,0,44,355.5
2600,實踐大學,國際經營與貿易學系(臺北校區),2,2,0,1.5,1,1,0,0,0,0,0,33,343.9
2601,實踐大學,企業管理學系(臺北校區),2,2,0,2,1,1,0,0,0,0,0,30,370.8
2602,實踐大學,財務金融學系(臺北校區),1.5,1.5,0,1,1,1,0,0,0,0,0,25,284.35
2603,實踐大學,風險管理與保險學系(臺北校區),2,2,0,2,1,1,0,0,0,0,0,31,351.4
2604,實踐大學,應用外語學系(臺北校區),1.5,2,0,0,1,0,0,0,0,0,0,38,229.1
2605,實踐大學,資訊科技與管理學系(臺北校區),1.75,2,0,2,0,0,0,0,0,0,0,28,249.1
2606,實踐大學,"管理學院國際企業英語學士學位學程(臺北
校區)",1.5,2,0,1,0,0,0,0,0,0,0,2,280.75
2607,實踐大學,國際貿易學系(高雄校區),2,1,0,0,1,1,2,0,0,0,0,57,272.8
2610,實踐大學,會計暨稅務學系(高雄校區),2,1,0,1,2,1.75,0,0,0,0,0,35,174.4
2611,實踐大學,資訊管理學系(高雄校區),2,2,0,1.75,0,0,0,0,0,0,0,77,115.2
2612,實踐大學,金融管理學系(高雄校區),2,1,0,1,2,2,0,0,0,0,0,65,222.6
2613,實踐大學,國際企業管理學系(高雄校區),1,2,0,1,2,1,0,0,0,0,0,70,182
2614,實踐大學,行銷管理學系(高雄校區),2,1,0,1,2,2,0,0,0,0,0,67,282.4
2615,實踐大學,資訊科技與通訊學系(高雄校區),1.75,2,0,2,0,0,0,0,0,0,0,42,104.73
2616,實踐大學,資訊模擬與設計學系(高雄校區),2,2,0,1.75,0,0,0,0,0,0,0,47,141
2617,實踐大學,應用英語學系(高雄校區),1,1,0,0,1,0,0,0,0,0,0,49,109.4
2620,實踐大學,服飾設計與經營學系(高雄校區),2,2,0,0,2,1,0,0,0,0,0,20,288
2621,實踐大學,觀光管理學系(高雄校區),2,2,0,0,1,2,1,0,0,0,0,76,294.4
2622,實踐大學,休閒產業管理學系(高雄校區),1,1,0,0,0,0,1,0,0,0,0,14,122.3
2623,實踐大學,時尚設計學系(高雄校區),2,2,0,0,1,1,1,0,0,0,0,20,296.8
2624,實踐大學,應用中文學系(高雄校區),2,1,0,0,1.5,1.5,1,0,0,0,0,8,317.85
2625,實踐大學,應用日文學系(高雄校區),1,1,0,0,1,0,0,0,0,0,0,32,123.6
2626,實踐大學,電腦動畫學士學位學程(高雄校區),2,2,0,1.75,0,0,0,0,0,0,0,11,254.3
2627,長榮大學,企業管理學系,2,1,0,1,2,2,0,0,0,0,0,46,255.6
2630,長榮大學,國際企業學系(國際行銷管理組),2,1,0,1,2,2,0,0,0,0,0,25,200.8
2631,長榮大學,國際企業學系(國際財經貿易組),2,1,0,1,2,2,0,0,0,0,0,12,185.9
2632,長榮大學,會計資訊學系,2,1,0,1,2,2,0,0,0,0,0,22,239.5
2633,長榮大學,航運管理學系,2,2,0,1,1,2,0,0,0,0,0,31,360.1
2634,長榮大學,土地管理與開發學系,2,1,0,1,2,2,0,0,0,0,0,29,196.4
2635,長榮大學,財務金融學系(公司財務組),2,1,0,1,2,0,2,0,0,0,0,15,233.5
2636,長榮大學,財務金融學系(投資理財組),2,1,0,1,2,0,2,0,0,0,0,15,249.8
2637,長榮大學,運動競技學系,2,1,1,0,0,0,0,2,0,2,0,14,159.4
2640,長榮大學,科技管理學位學程,2,1,0,1,2,2,0,0,0,0,0,3,206.8
2641,長榮大學,觀光與餐飲管理學系,2,1,0,1,2,2,0,0,0,0,0,43,287
2642,長榮大學,"國際會展管理學士學位學程(國際行銷貿易
組)",2,1,0,1,2,2,0,0,0,0,0,5,223.8
2643,長榮大學,"國際會展管理學士學位學程(會展規劃管理
組)",2,1,0,1,2,2,0,0,0,0,0,4,271.7
2644,長榮大學,國際財務與商務管理學士學位學程,2,2,0,1,2,1,0,0,0,0,0,3,225.6
2645,長榮大學,不動產財務金融學士學位學程,2,1,0,1,2,2,0,0,0,0,0,4,196.5
2646,長榮大學,醫務管理學系(醫療機構組),2,2,0,2,1,1,0,0,0,0,0,13,317.8
2647,長榮大學,醫務管理學系(長期照護組),2,2,0,2,1,1,0,0,0,0,0,16,278.6
2650,長榮大學,職業安全與衛生學系(社會組),2,0,0,1,2,1,2,0,0,0,0,25,283.6
2651,長榮大學,職業安全與衛生學系(自然組),2,2,0,0,0,0,0,1,1,2,0,8,234.5
2652,長榮大學,護理學系,1,2,2,0,0,0,0,0,1,2,0,50,279.6
2653,長榮大學,生物科技學系,2,1,1,0,0,0,0,0,2,2,0,15,288.8
2654,長榮大學,生物科技學系(生物產業經營管理組),2,1,0,1,0,2,2,0,0,0,0,7,318.2
2655,長榮大學,健康心理學系,2,2,1,0,0,0,0,0,1,2,0,20,273.4
2656,長榮大學,保健營養學系,2,1,1,0,0,0,0,0,2,2,0,17,277
2657,長榮大學,醫藥科學產業學士學位學程,2,1,1,0,0,0,0,0,2,2,0,19,239.1
2660,長榮大學,"環境與食品安全檢驗學士學位學程(環境檢
驗組)",2,1,2,0,0,0,0,0,1,2,0,6,235.9
2661,長榮大學,"環境與食品安全檢驗學士學位學程(食品檢
驗組)",2,1,2,0,0,0,0,0,2,1,0,6,242.4
2662,長榮大學,"環境與食品安全檢驗學士學位學程(職場檢
測組)",2,1,2,0,0,0,0,1,2,0,0,3,188.7
2663,長榮大學,消防安全學士學位學程(消防防災技術組),2,2,1,0,0,0,0,0,1,2,0,3,211.6
2664,長榮大學,消防安全學士學位學程(消防實務管理組),2,1,0,1,2,0,2,0,0,0,0,4,363.9
2665,長榮大學,大眾傳播學系,2,1,0,0,2,1,2,0,0,0,0,29,344.9
2666,長榮大學,翻譯學系,2,2,0,0,2,1,1,0,0,0,0,42,252.8
2667,長榮大學,社會工作學系(社工專業組),2,1,0,0,1.5,1,2,0,0,0,0,12,374.4
2670,長榮大學,社會工作學系(長期照護服務管理組),2,1,0,0,1.5,1,2,0,0,0,0,13,347.85
2671,長榮大學,媒體設計科技學系(互動設計組),2,2,0,1,2,0,1,0,0,0,0,14,225.2
2672,長榮大學,媒體設計科技學系(影視動畫組),2,2,0,1,2,0,1,0,0,0,0,17,221.2
2673,長榮大學,應用日語學系,2,2,0,0,2,1,1,0,0,0,0,17,335.8
2674,長榮大學,美術學系,2,1,0,0,1.5,1,1.5,0,0,0,0,25,190.4
2675,長榮大學,應用哲學系,2,1,0,1,1,0,2,0,0,0,0,11,258.4
2676,長榮大學,書畫藝術學系,2,0,0,0,1.5,1,1.5,0,0,0,0,8,185.1
2677,長榮大學,台灣文化創意產業學士學位學程,1.5,0,0,0,2,2,1,0,0,0,0,13,229.4
2700,長榮大學,資訊管理學系,2,1,0,1,2,2,0,0,0,0,0,19,188.6
2701,長榮大學,科技工程與管理學系(社會組),2,2,0,2,1,1,0,0,0,0,0,8,177
2702,長榮大學,科技工程與管理學系(自然組),2,2,2,0,0,0,0,1,1,0,0,16,162.2
2703,長榮大學,資訊工程學系(社會組),2,2,0,2,1,1,0,0,0,0,0,17,201.2
2704,長榮大學,資訊工程學系(自然組),2,2,2,0,0,0,0,1,1,0,0,13,219.2
2705,長榮大學,數位內容設計學系,2,1,0,1,2,2,0,0,0,0,0,11,207.2
2706,長榮大學,"創新互動設計學士學位學程(互動多媒體
組)",2,1,0,1,2,2,0,0,0,0,0,7,261.1
2707,長榮大學,創新互動設計學士學位學程(創意美學組),2,1,0,1,2,2,0,0,0,0,0,4,201.9
2710,國立臺灣藝術大學,美術學系,1,1,0,0,1,1,0,0,0,0,2,16,370.6
2711,國立臺灣藝術大學,書畫藝術學系,1,1,0,0,1,0,0,0,0,0,2,11,319.1
2712,國立臺灣藝術大學,雕塑學系(男),2,1.5,0,0,1,0,0,0,0,0,2,8,361.35
2713,國立臺灣藝術大學,雕塑學系(女),2,1.5,0,0,1,0,0,0,0,0,2,8,398.1
2714,國立臺灣藝術大學,古蹟藝術修護學系,1.5,0,0,0,2,0,0,0,0,0,1.75,20,323.33
2715,國立臺灣藝術大學,視覺傳達設計學系,2,2,0,1,1,0,0,0,0,0,2,16,510.2
2716,國立臺灣藝術大學,工藝設計學系(男),2,2,0,1,1,0,0,0,0,0,2,11,416.7
2717,國立臺灣藝術大學,工藝設計學系(女),2,2,0,1,1,0,0,0,0,0,2,12,510.7
2720,國立臺灣藝術大學,多媒體動畫藝術學系(男),2,2,0,1,1,0,0,0,0,0,2,5,486.1
2721,國立臺灣藝術大學,多媒體動畫藝術學系(女),2,2,0,1,1,0,0,0,0,0,2,11,533
2722,國立臺灣藝術大學,圖文傳播藝術學系,1.5,2,0,2,0,0,0,0,0,0,0,25,406.75
2723,國立臺灣藝術大學,廣播電視學系,1.5,1.5,0,1,1,0,1,0,0,0,0,22,428.9
2724,國立臺灣藝術大學,電影學系,2,2,0,1,1,0,1,0,0,0,0,33,489.8
2725,國立臺灣藝術大學,戲劇學系(男),2,2,0,1,1,1,0,0,0,0,0,8,474.1
2726,國立臺灣藝術大學,戲劇學系(女),2,2,0,1,1,1,0,0,0,0,0,7,503.1
2727,國立臺灣藝術大學,音樂學系,1,1,0,0,0,0,0,0,0,0,2,23,239.42
2730,國立暨南國際大學,中國語文學系,2,1.25,0,0,1.75,1,0,0,0,0,0,21,349.4
2731,國立暨南國際大學,外國語文學系,1.25,1.5,0,1,1,1,0,0,0,0,0,25,351.2
2732,國立暨南國際大學,社會政策與社會工作學系,1.5,2,0,1.25,1,0,1,0,0,0,0,25,384.45
2733,國立暨南國際大學,公共行政與政策學系,1,1.25,0,1,1,0,1,0,0,0,0,31,320.38
2734,國立暨南國際大學,歷史學系,1,1.25,0,1,1,1,0,0,0,0,0,27,290.58
2735,國立暨南國際大學,東南亞學系東南亞組,1.25,1.5,0,0,1.25,1,1,0,0,0,0,9,384.55
2736,國立暨南國際大學,東南亞學系人類學組,1.25,1.5,0,0,1.25,1,1,0,0,0,0,6,376.4
2737,國立暨南國際大學,國際企業學系,1,2,0,1.5,0,0,0,0,0,0,0,30,284.9
2740,國立暨南國際大學,經濟學系,1,2,0,2,0,0,0,0,0,0,0,39,309.7
2741,國立暨南國際大學,資訊管理學系,1.75,2,0,2,0,0,0,0,0,0,0,25,357.68
2742,國立暨南國際大學,財務金融學系,1,2,0,2,0,0,0,0,0,0,0,40,333.5
2743,國立暨南國際大學,觀光休閒與餐旅管理學系觀光休閒組,1,2,0,0,0,2,0,0,0,0,0,10,294.3
2744,國立暨南國際大學,觀光休閒與餐旅管理學系餐旅管理組,1,2,0,0,0,0,2,0,0,0,0,19,292.1
2745,國立暨南國際大學,國際文教與比較教育學系,1.5,2,0,1,0,0,0,0,0,0,0,19,245.8
2746,國立暨南國際大學,教育政策與行政學系,1.5,2,0,1,0,0,1.5,0,0,0,0,14,336.2
2747,國立暨南國際大學,諮商心理與人力資源發展學系諮商心理組,1.5,1.5,0,1.5,0,0,1,0,0,0,0,7,340.95
2750,國立暨南國際大學,"諮商心理與人力資源發展學系終身學習與
人力資源發展組",1.25,1.5,0,1.25,0,0,1,0,0,0,0,5,297.5
2751,國立暨南國際大學,資訊工程學系,1,2,2,0,0,0,0,1,1,0,0,26,367.3
2752,國立暨南國際大學,土木工程學系,1,2,2,0,0,0,0,2,1,0,0,21,360.2
2753,國立暨南國際大學,電機工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,23,347.35
2754,國立暨南國際大學,應用化學系,1,2,2,0,0,0,0,1,2,0,0,29,368.1
2755,國立暨南國際大學,應用材料及光電工程學系,1,2,2,0,0,0,0,2,1,0,0,25,383.6
2756,南華大學,財務金融學系,2,1.75,0,2,0,0,0,0,0,0,0,18,144.65
2757,南華大學,企業管理學系經營管理組,2,1,0,2,0,0,0,0,0,0,0,16,88.6
2760,南華大學,企業管理學系行銷管理組,2,1,0,2,0,0,0,0,0,0,0,8,98
2761,南華大學,文化創意事業管理學系文創行銷組,2,1,0,0,2,0,0,0,0,0,0,5,162
2762,南華大學,文化創意事業管理學系休閒產業組,2,1,0,0,2,0,0,0,0,0,0,9,145.5
2763,南華大學,旅遊管理學系,2,1,0,0,2,2,0,0,0,0,0,11,181.2
2764,南華大學,管理學院國際企業學士學位學程,2,2,0,1,2,1,0,0,0,0,0,5,283.3
2765,南華大學,生死學系社會工作組,2,1,0,1,2,2,0,0,0,0,0,2,351.2
2766,南華大學,生死學系殯葬服務組,2,1,0,1,2,2,0,0,0,0,0,5,365
2767,南華大學,生死學系諮商組,2,1,0,1,2,2,0,0,0,0,0,5,354.9
