"校系
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取人數
(含外加)","普通生
錄取分數"
1307,輔仁大學,資訊工程學系,1,1,1,0,0,0,0,1,1,0,0,41,232.3
1310,輔仁大學,生命科學系,1,2,0,0,0,0,0,0,1.5,2,0,47,343.1
1311,輔仁大學,物理學系物理組,1,1.5,2,0,0,0,0,2,1,0,0,32,251.55
1312,輔仁大學,物理學系光電物理組,1,1.5,2,0,0,0,0,2,1,0,0,24,281.95
1313,輔仁大學,電機工程學系系統與晶片設計組,1,1,1,0,0,0,0,1,1,0,0,23,217.7
1314,輔仁大學,電機工程學系電腦與通訊工程組,1,1.25,1.25,0,0,0,0,1,0,0,0,35,188.88
1315,輔仁大學,醫學資訊與創新應用學士學位學程,1,1,1,0,0,0,0,1,1,0,0,12,238.1
1316,輔仁大學,英國語文學系,1,2,0,0,1,0,0,0,0,0,0,20,295.5
1317,輔仁大學,法國語文學系,1.5,1.5,0,0,1,1,0,0,0,0,0,21,333.2
1320,輔仁大學,西班牙語文學系,1.5,1.5,0,0,1,1,0,0,0,0,0,27,331.65
1321,輔仁大學,日本語文學系,1.5,1.5,0,1,1,1,0,0,0,0,0,35,384.95
1322,輔仁大學,義大利語文學系,1.5,1.5,0,0,1,1,0,0,0,0,0,19,323.65
1323,輔仁大學,德語語文學系,1.5,1.5,0,0,1.25,0,0,0,0,0,0,23,291.8
1324,輔仁大學,織品服裝學系織品設計組,2,2,0,1.5,0,0,0,0,0,0,0,19,328.2
1325,輔仁大學,織品服裝學系服飾設計組,2,2,0,1.5,0,0,0,0,0,0,0,21,343
1326,輔仁大學,織品服裝學系織品服飾行銷組,2,2,0,1.5,0,0,0,0,0,0,0,35,335.2
1327,輔仁大學,餐旅管理學系,2,2,0,1.5,1,1,0,0,0,0,0,22,472
1330,輔仁大學,兒童與家庭學系,2,2,0,1,0,0,1,0,0,0,0,22,347.4
1331,輔仁大學,食品科學系,1,2,1,0,0,0,0,0,2,2,0,25,441.7
1332,輔仁大學,營養科學系,1,2,1,0,0,0,0,0,2,2,0,16,501.9
1333,輔仁大學,法律學系,1.5,1.5,0,1,1,0,1,0,0,0,0,40,415.35
1334,輔仁大學,財經法律學系,1.5,1.5,0,1,1,0,1,0,0,0,0,21,420.65
1335,輔仁大學,企業管理學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,47,438.65
1336,輔仁大學,會計學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,39,445.35
1337,輔仁大學,資訊管理學系,1.5,2,0,2,0,0,0,0,0,0,0,39,357.4
1340,輔仁大學,統計資訊學系,1.5,2,0,2,0,0,0,0,0,0,0,58,353.25
1341,輔仁大學,金融與國際企業學系,1.5,2,0,2,0,1,0,0,0,0,0,46,456.3
1342,輔仁大學,社會學系,1.5,1.5,0,1.5,0,0,1,0,0,0,0,21,345.4
1343,輔仁大學,社會工作學系,1.5,1.5,0,1,0,0,1,0,0,0,0,26,297.4
1344,輔仁大學,經濟學系,1,2,0,2,1,1,0,0,0,0,0,35,470.7
1345,輔仁大學,宗教學系,2,2,0,0,1.5,0,0,0,0,0,0,12,288.2
1346,輔仁大學,心理學系,1.5,1.5,1,0,0,0,0,0,0,0,0,22,234.7
1347,國立臺灣海洋大學,商船學系,1,2,2,0,0,0,0,1,0,0,0,30,310.2
1350,國立臺灣海洋大學,航運管理學系,1,2,0,1.5,0,0,0,0,0,0,0,35,319.3
1351,國立臺灣海洋大學,運輸科學系A組,1,2,0,2,0,0,0,0,0,0,0,21,354
1352,國立臺灣海洋大學,運輸科學系B組,1,2,2,0,0,0,0,0,0,0,0,11,280.9
1353,國立臺灣海洋大學,輪機工程學系能源應用組,1,2,1.5,0,0,0,0,1.5,1,0,0,23,374.55
1354,國立臺灣海洋大學,輪機工程學系動力工程組,1,2,1.5,0,0,0,0,1.5,1,0,0,19,388.6
1355,國立臺灣海洋大學,食品科學系食品科學組,1,2,1,0,0,0,0,0,2,2,0,19,465.8
1356,國立臺灣海洋大學,食品科學系生物科技組,1,2,1,0,0,0,0,0,2,2,0,17,476.3
1357,國立臺灣海洋大學,水產養殖學系,1,1.5,1,0,0,0,0,0,1.75,2,0,27,381.6
1360,國立臺灣海洋大學,生命科學暨生物科技學系,1,1.5,1,0,0,0,0,0,1.5,1.5,0,19,364.75
1361,國立臺灣海洋大學,環境生物與漁業科學學系,1,1.5,1.5,0,0,0,0,0,0,1.25,0,13,270.25
1362,國立臺灣海洋大學,海洋環境資訊系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,14,325.05
1363,國立臺灣海洋大學,機械與機電工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,34,373.9
1364,國立臺灣海洋大學,系統工程暨造船學系,1,1.25,1.25,0,0,0,0,1.25,1,0,0,21,301.9
1365,國立臺灣海洋大學,河海工程學系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,26,324.8
1366,國立臺灣海洋大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,0,45,302
1367,國立臺灣海洋大學,資訊工程學系,1,1,1,0,0,0,0,1,0,0,0,52,234.6
1370,國立臺灣海洋大學,通訊與導航工程學系,1,1.5,1.5,0,0,0,0,1.5,0,0,0,20,315.3
1371,國立臺灣海洋大學,海洋觀光管理學士學位學程,1,2,0,1.5,0,0,0,0,0,0,0,12,306
1372,國立臺灣海洋大學,海洋法政學士學位學程,2,2,0,1,0,0,1,0,0,0,0,10,412.8
1373,國立臺灣海洋大學,光電與材料科技學士學位學程,1,1.25,1.5,0,0,0,0,1.5,1,0,0,19,367.93
1374,國立臺灣海洋大學,海洋文創設計產業學士學位學程,2,1,0,1,0,0,0,0,0,0,0,10,262.4
1375,國立高雄師範大學,國文學系,1.5,1.25,0,1,1.25,1,0,0,0,0,0,42,392.6
1376,國立高雄師範大學,英語學系,1.25,2,0,1,1,1,0,0,0,0,0,58,418.88
1377,國立高雄師範大學,地理學系,1,1.25,0,1,1,1.25,0,0,0,0,0,29,368.93
1400,國立高雄師範大學,教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,23,429.65
1401,國立高雄師範大學,特殊教育學系,1.25,1.25,0,1,1,1,0,0,0,0,0,21,351.98
1402,國立高雄師範大學,事業經營學系,1.5,2,0,1.75,0,0,0,0,0,0,0,27,364.9
1403,國立高雄師範大學,體育學系,2,2,0,0,0,0,0,0,1,2,1,8,382.76
1404,國立高雄師範大學,音樂學系-聲樂,1,1,0,0,0,0,0,0,0,0,2,1,277.7
1405,國立高雄師範大學,音樂學系-弦樂,1,1,0,0,0,0,0,0,0,0,2,3,243.06
1406,國立高雄師範大學,音樂學系-銅管樂、木管樂,1,1,0,0,0,0,0,0,0,0,2,4,240.02
1407,國立高雄師範大學,美術學系,1,1,0,0,0,0,0,0,0,0,2,22,229.4
1410,國立高雄師範大學,視覺設計學系,1,1,0,0,0,0,0,0,0,0,2,30,243.8
1411,國立高雄師範大學,數學系數學組,1,1.25,2,0,0,0,0,1.25,0,0,0,22,294.98
1412,國立高雄師範大學,數學系應用數學組,1,1.25,2,0,0,0,0,1.25,0,0,0,18,308
1413,國立高雄師範大學,物理學系,1,1,1.5,0,0,0,0,2,1,0,0,21,376.3
1414,國立高雄師範大學,化學系,1,1,1.5,0,0,0,0,1.5,2,0,0,19,411.25
1415,國立高雄師範大學,生物科技系,1,1.25,1,0,0,0,0,0,1,2,0,15,377.9
1416,國立高雄師範大學,工業科技教育學系,1,1.5,1.5,0,0,0,0,1.5,1,0,0,17,336.05
1417,國立高雄師範大學,光電與通訊工程學系,1,1,1,0,0,0,0,1,1,0,0,22,274.7
1420,國立高雄師範大學,工業設計學系,1,1.5,1,0,0,0,0,1.5,1,0,0,23,329.15
1421,國立高雄師範大學,電子工程學系,1,1,1.5,0,0,0,0,1.5,1,0,0,24,336.4
1422,國立高雄師範大學,軟體工程與管理學系,1.25,1.5,1.5,0,0,0,0,1,1,0,0,21,336.85
1423,國立彰化師範大學,輔導與諮商學系學校輔導與諮商組,1.75,1.75,0,1.5,1,0,1,0,0,0,0,19,496.1
1424,國立彰化師範大學,輔導與諮商學系社區輔導與諮商組,1.75,1.75,0,1.5,1,0,1,0,0,0,0,25,478.55
1425,國立彰化師範大學,特殊教育學系,1.5,1.5,0,1,1,1,0,0,0,0,0,36,371.6
1426,國立彰化師範大學,英語學系,1.5,2,0,1,1,1,0,0,0,0,0,30,447.1
1427,國立彰化師範大學,國文學系,2,1.5,0,0,1.5,1,0,0,0,0,0,62,390.85
1430,國立彰化師範大學,地理學系,1,1.25,0,1,1,1.25,0,0,0,0,0,29,362.33
1431,國立彰化師範大學,美術學系,1,1,0,0,1,0,0,0,0,0,2,21,281.56
1432,國立彰化師範大學,電子工程學系,1,2,2,0,0,0,0,2,1,0,0,20,460.8
1433,國立彰化師範大學,機電工程學系,1,2,2,0,0,0,0,2,1,0,0,29,452.5
1434,國立彰化師範大學,電機工程學系,1,2,2,0,0,0,0,2,1,0,0,31,487.9
1435,國立彰化師範大學,資訊工程學系,1,1.5,2,0,0,0,0,1.5,0,0,0,21,359.8
1436,國立彰化師範大學,生物學系,1,1.75,1,0,0,0,0,0,1.5,2,0,29,421.78
1437,國立彰化師範大學,數學系,1,1.25,2,0,0,0,0,1.25,0,0,0,56,276.43
1440,國立彰化師範大學,化學系,1,1.25,1,0,0,0,0,1.25,2,0,0,25,387.13
1441,國立彰化師範大學,物理學系物理組,1,1,1.5,0,0,0,0,2,1.5,0,0,23,388.55
1442,國立彰化師範大學,物理學系光電組,1,1,1.5,0,0,0,0,2,1.5,0,0,29,389.8
1443,國立彰化師範大學,企業管理學系,1,2,0,2,0,0,0,0,0,0,0,35,354.9
1444,國立彰化師範大學,會計學系,1.5,2,0,2,1,1,0,0,0,0,0,45,517.7
1445,國立彰化師範大學,資訊管理學系資訊管理組,1,2,0,2,0,0,0,0,0,0,0,14,363.1
1446,國立彰化師範大學,資訊管理學系數位內容科技與管理組,1,2,2,0,0,0,0,0,0,0,0,8,299.3
1447,國立彰化師範大學,運動學系,2,1.5,0,0,0,0,0,0,0,0,2,15,301.54
1450,國立彰化師範大學,公共事務與公民教育學系公共事務組,1.25,1.25,0,1,1,0,2,0,0,0,0,13,446.05
1451,國立彰化師範大學,公共事務與公民教育學系公民教育組,1.25,1.25,0,1,1,0,2,0,0,0,0,13,440.65
1452,國立陽明大學,醫學系(自費),0,1,1,0,0,0,0,1,1,1,0,49,450.2
1453,國立陽明大學,醫學系(公費),0,1,1,0,0,0,0,1,1,1,0,6,431.7
1454,國立陽明大學,牙醫學系,0,1,1,0,0,0,0,1,1,1,0,30,435.3
1455,國立陽明大學,醫學生物技術暨檢驗學系,1,1.25,1,0,0,0,0,0,1.25,1.25,0,24,436.73
1456,國立陽明大學,生物醫學影像暨放射科學系,0,1.25,1.25,0,0,0,0,1,1,1,0,16,415.03
1457,國立陽明大學,物理治療暨輔助科技學系,0,1.25,1,0,0,0,0,1,1,1.25,0,20,432
1460,國立陽明大學,護理學系,1,1.5,1,0,0,0,0,0,1,1.5,0,19,434.95
1461,國立陽明大學,生命科學系暨基因體科學研究所,0,1.25,1.25,0,0,0,0,1.25,1,1,0,12,438.93
1462,國立陽明大學,生物醫學工程學系,1,1,1,0,0,0,0,1,1,0,0,18,373.1
1463,國立陽明大學,學士班大一大二不分系,0,1.25,1.25,0,0,0,0,1.25,1,1,0,10,453.33
1464,國立陽明大學,藥學系,0,1.25,1,0,0,0,0,1,1.25,1,0,19,468.65
1465,中山醫學大學,醫學系,1,0,1,0,0,0,0,1,1,1,0,70,413.8
1466,中山醫學大學,牙醫學系,1,1,1,0,0,0,0,0,1,1.25,0,60,429.13
1467,中山醫學大學,醫學檢驗暨生物技術學系,1,1.5,0,0,0,0,0,1,1.5,1.75,0,61,433
1470,中山醫學大學,物理治療學系,1.5,1.5,1,0,0,0,0,1,0,1.5,0,11,449.5
1471,中山醫學大學,職能治療學系,1.25,2,1,0,0,0,0,1,0,1.25,0,27,428.05
1472,中山醫學大學,語言治療與聽力學系語言治療組,1.5,2,0,0,0,0,0,1,0,1.5,0,21,415.4
1473,中山醫學大學,語言治療與聽力學系聽力組,1.5,2,0,0,0,0,0,1.5,0,1,0,21,391
1474,中山醫學大學,生物醫學科學學系,1,1.5,1,0,0,0,0,0,1.5,2,0,50,390.8
1475,中山醫學大學,視光學系,1,1.5,1,0,0,0,0,1.5,0,2,0,19,379.7
1476,中山醫學大學,醫學影像暨放射科學系,0,1.5,1.5,0,0,0,0,2,1,1,0,31,406.05
1477,中山醫學大學,心理學系,1.5,2,1,0,0,0,0,0,0,0,0,34,268
1500,中山醫學大學,營養學系,1,2,1,0,0,0,0,0,2,2,0,38,467
1501,中山醫學大學,公共衛生學系,1,1.5,1.5,0,0,0,0,0,1,1,0,45,293.45
1502,中山醫學大學,醫療產業科技管理學系,1,1.5,0,1.5,0,1,0,0,0,0,0,28,293.85
1503,中山醫學大學,職業安全衛生學系,2,1,1,0,0,0,0,0,1.5,2,0,35,374
1504,中山醫學大學,醫學應用化學系,1,1,1.5,0,0,0,0,0,2,0,0,38,287.4
1505,中山醫學大學,健康餐飲暨產業管理學系,2,1,1,0,0,0,0,0,2,2,0,28,385.2
1506,中山醫學大學,醫學資訊學系,1,2,2,0,0,0,0,0,0,0,0,28,229.9
1507,中山醫學大學,醫學社會暨社會工作學系,2,2,0,1,1,1,0,0,0,0,0,57,360.9
1510,中山醫學大學,應用外國語言學系,1.5,2,0,1,1,1,0,0,0,0,0,28,355.8
1511,中山醫學大學,護理學系(男),1.25,1.5,1,0,0,0,0,0,1,1.25,0,27,303.35
1512,中山醫學大學,護理學系(女),1.25,1.5,1,0,0,0,0,0,1,1.25,0,43,323.63
1513,國立中山大學,中國文學系,2,1,0,0,2,2,0,0,0,0,0,15,497.9
1514,國立中山大學,外國語文學系,1.5,2,0,1,1,1,0,0,0,0,0,14,473.9
1515,國立中山大學,音樂學系-鋼琴,1,1,0,0,0,0,0,0,0,0,2,2,230.14
1516,國立中山大學,音樂學系-聲樂、弦樂,1,1,0,0,0,0,0,0,0,0,2,8,211.04
1517,國立中山大學,音樂學系-銅管樂、木管樂、擊樂,1,1,0,0,0,0,0,0,0,0,2,4,226.7
1520,國立中山大學,劇場藝術學系(男),2,2,0,1,1,0,0,0,0,0,0,6,404
1521,國立中山大學,劇場藝術學系(女),2,2,0,1,1,0,0,0,0,0,0,7,426.3
1522,國立中山大學,生物科學系,1,1.25,1,0,0,0,0,0,1.25,1.5,0,29,386.03
1523,國立中山大學,化學系,1,1,1,0,0,0,0,1,2,0,0,26,406.8
1524,國立中山大學,物理學系,1,1.75,1.5,0,0,0,0,1.5,1,0,0,27,434.23
1525,國立中山大學,應用數學系,0,1,2,0,0,0,0,1.5,0,0,0,15,298.75
1526,國立中山大學,電機工程學系甲組,1,1,1,0,0,0,0,1,1,0,0,3,372.2
1527,國立中山大學,電機工程學系乙組,0,1,2,0,0,0,0,2,1,0,0,43,432.6
1530,國立中山大學,機械與機電工程學系,1,1.5,2,0,0,0,0,2,1,0,0,42,495.6
1531,國立中山大學,資訊工程學系,0,1,2,0,0,0,0,2,0,0,0,15,365
1532,國立中山大學,材料與光電科學學系,1,1,1,0,0,0,0,1,1,0,0,38,335.8
1533,國立中山大學,光電工程學系,1,1,1.5,0,0,0,0,1.5,1,0,0,26,399.55
1534,國立中山大學,企業管理學系,1.75,1.75,0,1.5,0,0,0,0,0,0,0,27,376.5
1535,國立中山大學,資訊管理學系(社會組),1.5,2,0,2,0,1,0,0,0,0,0,11,491.05
1536,國立中山大學,資訊管理學系(自然組),1.5,2,2,0,0,0,0,0,0,0,0,11,368.95
1537,國立中山大學,財務管理學系,1,1.5,0,1.5,0,0,0,0,0,0,0,17,315.6
1540,國立中山大學,海洋生物科技暨資源學系,0,1.5,1,0,0,0,0,0,1.5,1.5,0,17,345.7
1541,國立中山大學,海洋環境及工程學系,0,1.25,1.5,0,0,0,0,1.5,1,0,0,25,325.08
1542,國立中山大學,海洋科學系,1,1.25,1,0,0,0,0,0,1,0,0,15,259.28
1543,國立中山大學,政治經濟學系,1,1.5,0,1.5,0,0,1,0,0,0,0,24,368.65
1544,國立中山大學,社會學系,0,2,0,1,0,0,2,0,0,0,0,14,373.2
1545,長庚大學,醫學系(自費),0,1,1,0,0,0,0,1,1.25,1.25,0,56,485.68
1546,長庚大學,醫學系(公費),0,1,1,0,0,0,0,1,1.25,1.25,0,7,473.38
1547,長庚大學,中醫學系,1.25,1.25,1,0,0,0,0,0,1,1.25,0,24,475.38
1550,長庚大學,護理學系,1,1.5,1,0,0,0,0,0,1,1.5,0,55,366.4
1551,長庚大學,醫學生物技術暨檢驗學系,1,1,1,0,0,0,0,0,1.5,1.5,0,21,430.6
1552,長庚大學,醫學影像暨放射科學系,0,1.25,1.25,0,0,0,0,1.25,1,1,0,16,383.13
1553,長庚大學,物理治療學系,0,1.25,1,0,0,0,0,1,1,1.25,0,23,409.53
1554,長庚大學,職能治療學系,0,1.25,1,0,0,0,0,1,1,1.25,0,28,390.23
1555,長庚大學,生物醫學系,0,1.25,1,0,0,0,0,1,1.25,1.25,0,67,333
1556,長庚大學,呼吸治療學系,0,1.25,1,0,0,0,0,1.25,1,1.25,0,24,371.2
1557,長庚大學,電機工程學系系統與晶片設計組,1,1.25,1.5,0,0,0,0,1.5,0,0,0,17,303.68
1560,長庚大學,電機工程學系通訊組,1,1.25,1.5,0,0,0,0,1.5,0,0,0,21,278.8
1561,長庚大學,機械工程學系,1,1.25,1.5,0,0,0,0,1.5,1,0,0,25,295.7
1562,長庚大學,化工與材料工程學系,1,1.25,1.25,0,0,0,0,1,1.5,0,0,39,333.73
1563,長庚大學,電子工程學系,1,1,1.25,0,0,0,0,1.25,1.25,0,0,54,264.65
1564,長庚大學,資訊工程學系,1,1.25,1.5,0,0,0,0,1.25,1,0,0,31,306.88
1565,長庚大學,醫務管理學系(社會組),1,1.5,0,1.25,0,0,0,0,0,0,0,12,255.55
1566,長庚大學,醫務管理學系(自然組),1,1.5,1.25,0,0,0,0,0,0,0,0,8,219.2
1567,長庚大學,工商管理學系(社會組),1,1.25,0,1.25,0,0,0,0,0,0,0,19,221.15
1570,長庚大學,工商管理學系(自然組),1,1.25,1.25,0,0,0,0,0,0,0,0,14,162
1571,長庚大學,工業設計學系媒體與傳達設計組,1,1.5,0,1,0,0,0,0,0,0,0,8,196.75
1572,長庚大學,工業設計學系產品設計組,1,1.5,1,0,0,0,0,0,0,0,0,14,151.9
1573,長庚大學,資訊管理學系(社會組),1.25,1.5,0,1.5,0,0,0,0,0,0,0,28,249.93
1574,長庚大學,資訊管理學系(自然組),1.25,1.5,1.5,0,0,0,0,0,0,0,0,9,213.25
1575,國立臺中教育大學,教育學系,1.25,1,0,1,1,1,0,0,0,0,0,23,330.75
1576,國立臺中教育大學,幼兒教育學系,1.25,1.25,0,1,1.25,1,0,0,0,0,0,18,344.45
1577,國立臺中教育大學,數學教育學系,1,2,2,0,0,0,0,1,1,0,0,20,303.4
1600,國立臺中教育大學,區域與社會發展學系,1,1,0,0,2,2,2,0,0,0,0,33,516.5
1601,國立臺中教育大學,語文教育學系,2,1.25,0,1,1.25,1,0,0,0,0,0,14,401.25
1602,國立臺中教育大學,特殊教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,28,388.2
1603,國立臺中教育大學,國際企業學系,1.25,1.5,0,1,0,0,1,0,0,0,0,19,307.03
1604,國立臺中教育大學,美術學系,1,1,0,0,1,0,0,0,0,0,2,27,263.88
1605,國立臺中教育大學,音樂學系,1,1,0,0,0,0,0,0,0,0,2,13,188.24
1606,國立臺中教育大學,科學教育與應用學系,2,1,1,0,0,0,0,2,2,0,0,25,356.7
1607,國立臺中教育大學,體育學系,2,2,2,0,0,0,0,0,0,1,1,13,284.87
1610,國立臺中教育大學,臺灣語文學系,1,1,0,1,1,1,0,0,0,0,0,31,261.6
1611,國立臺中教育大學,數位內容科技學系,1,2,2,0,0,0,0,1,0,0,0,14,280.9
1612,國立臺中教育大學,資訊工程學系,1,1.5,1.75,0,0,0,0,1,0,0,0,22,271.85
1613,國立臺中教育大學,英語學系,1,2,0,0,1,1,0,0,0,0,0,33,300.2
1614,國立臺中教育大學,諮商與應用心理學系,2,2,0,1.75,0,0,0,0,0,0,0,26,380.3
1615,國立臺中教育大學,文化創意產業設計與營運學系,1,2,0,1,1,1.5,0,0,0,0,0,23,401.1
1616,國立臺北教育大學,教育經營與管理學系,1.5,1.5,0,1.5,0,0,1,0,0,0,0,30,345.8
1617,國立臺北教育大學,教育學系,1.5,2,0,1.25,1,0,1,0,0,0,0,26,460.85
1620,國立臺北教育大學,心理與諮商學系,1.25,1.25,0,1.5,1,1,0,0,0,0,0,35,425.28
1621,國立臺北教育大學,特殊教育學系(自費男),1.5,2,0,2,0,0,0,0,0,0,0,12,353.2
1622,國立臺北教育大學,特殊教育學系(自費女),1.5,2,0,2,0,0,0,0,0,0,0,12,375.75
1623,國立臺北教育大學,特殊教育學系(公費)-桃園市,1.5,2,0,2,0,0,0,0,0,0,0,1,459.6
1624,國立臺北教育大學,幼兒與家庭教育學系,1.5,1.5,0,1,1,1,0,0,0,0,0,31,385
1625,國立臺北教育大學,社會與區域發展學系,1,2,0,1,1.5,1.5,0,0,0,0,0,30,468.3
1626,國立臺北教育大學,兒童英語教育學系,1,2,0,1,1,1,0,0,0,0,0,26,402.5
1627,國立臺北教育大學,文化創意產業經營學系,1.25,1.5,0,1,1,1,0,0,0,0,0,28,390.1
1630,國立臺北教育大學,語文與創作學系語文師資組(自費),2,2,0,1,1,1,0,0,0,0,0,24,450.2
1631,國立臺北教育大學,語文與創作學系語文師資組(公費)-新竹市,2,2,0,1,1,1,0,0,0,0,0,1,585.4
1632,國立臺北教育大學,語文與創作學系文學創作組,2,2,0,0,1,1,0,0,0,0,0,30,399.2
1633,國立臺北教育大學,藝術與造形設計學系藝術組(男),1.5,2,0,1,1.5,0,0,0,0,0,1,9,350.95
1634,國立臺北教育大學,藝術與造形設計學系藝術組(女),1.5,2,0,1,1.5,0,0,0,0,0,1,10,421.45
1635,國立臺北教育大學,藝術與造形設計學系設計組,1.25,1.5,0,2,0,0,0,0,0,0,0,33,331.9
1636,國立臺北教育大學,音樂學系(自費)-鋼琴,1,1,0,0,0,0,0,0,0,0,2,1,294.42
1637,國立臺北教育大學,音樂學系(自費)-聲樂,1,1,0,0,0,0,0,0,0,0,2,1,298.38
1640,國立臺北教育大學,音樂學系(自費)-小提琴,1,1,0,0,0,0,0,0,0,0,2,1,259.4
1641,國立臺北教育大學,音樂學系(公費)-臺南市,1,1,0,0,0,0,0,0,0,0,2,1,301.48
1642,國立臺北教育大學,自然科學教育學系(男),1.25,1,1,0,0,0,0,1.5,1.5,0,0,12,346.7
1643,國立臺北教育大學,自然科學教育學系(女),1.25,1,1,0,0,0,0,1.5,1.5,0,0,11,336.33
1644,國立臺北教育大學,數學暨資訊教育學系數學組(自費男),1.5,1,2,0,0,0,0,0,0,0,0,10,252
1645,國立臺北教育大學,數學暨資訊教育學系數學組(自費女),1.5,1,2,0,0,0,0,0,0,0,0,10,234.6
1646,國立臺北教育大學,數學暨資訊教育學系數學組(公費)-新竹市,1.5,1,2,0,0,0,0,0,0,0,0,1,373.75
1647,國立臺北教育大學,數學暨資訊教育學系資訊組(男),1.5,1,2,0,0,0,0,0,0,0,0,8,255.05
1650,國立臺北教育大學,數學暨資訊教育學系資訊組(女),1.5,1,2,0,0,0,0,0,0,0,0,9,246.05
1651,國立臺北教育大學,資訊科學系,1,2,2,0,0,0,0,2,0,0,0,23,416.7
1652,國立臺北教育大學,數位科技設計學系,1,1.5,1.5,0,0,0,0,1,0,0,0,17,285.65
1653,國立臺北教育大學,體育學系(男),1.5,1,1.5,0,0,0,0,0,0,1,2,6,336.93
1654,國立臺北教育大學,體育學系(女),1.5,1,1.5,0,0,0,0,0,0,1,2,6,326.02
1655,國立臺南大學,教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,53,364.6
1656,國立臺南大學,諮商與輔導學系,1.5,1.5,0,1.5,0,0,1,0,0,0,0,29,344
1657,國立臺南大學,特殊教育學系,1.5,1.5,0,1.5,1,1,0,0,0,0,0,22,359.1
1660,國立臺南大學,幼兒教育學系,2,1.5,0,1,1,1,0,0,0,0,0,25,355.7
1661,國立臺南大學,體育學系,2,1,0,2,0,0,0,0,0,0,2,16,309.84
1662,國立臺南大學,國語文學系,1.5,1.25,0,1,1.25,1,0,0,0,0,0,39,334.68
1663,國立臺南大學,英語學系,1.25,2,0,0,1,1,0,0,0,0,0,34,326.6
1664,國立臺南大學,行政管理學系,1.5,1.5,0,1,1,0,1,0,0,0,0,21,381.45
1665,國立臺南大學,文化與自然資源學系,1,1,0,1,2,2,0,0,0,0,0,22,421.6
1666,國立臺南大學,音樂學系,1,1,0,0,0,0,0,0,0,0,2,14,178.82
1667,國立臺南大學,視覺藝術與設計學系,2,1,0,0,0,0,0,0,0,0,2,14,276.6
1670,國立臺南大學,戲劇創作與應用學系(男),2,2,0,1,1.5,1,0,0,0,0,0,12,406.4
1671,國立臺南大學,戲劇創作與應用學系(女),2,2,0,1,1.5,1,0,0,0,0,0,12,445.05
1672,國立臺南大學,應用數學系,0,1,2,0,0,0,0,1,0,0,0,26,185.1
1673,國立臺南大學,數位學習科技學系,1.5,1.75,2,0,0,0,0,0,0,0,0,18,245.1
1674,國立臺南大學,資訊工程學系,1,2,2,0,0,0,0,1.5,1,0,0,20,401.3
1675,國立臺南大學,電機工程學系,1,1,1.25,0,0,0,0,1.25,1.25,0,0,26,322.1
1676,國立臺南大學,材料科學系,1,1,1,0,0,0,0,1.5,1.5,0,0,24,322.7
1677,國立臺南大學,經營與管理學系,1.5,2,0,2,1,1,0,0,0,0,0,20,481.75
1700,國立臺南大學,綠色能源科技學系,1,1,1.5,0,0,0,0,1.5,1.5,0,0,13,318
1701,國立臺南大學,生物科技學系,1,1.5,1,0,0,0,0,0,1.5,2,0,29,365.85
1702,國立臺南大學,生態科學與技術學系,1,1.5,1,0,0,0,0,0,1.5,2,0,22,336.05
1703,國立東華大學,應用數學系數學科學組,1,1,1.5,0,0,0,0,0,0,0,0,20,131.7
1704,國立東華大學,應用數學系統計科學組(自然組),1,1,1.5,0,0,0,0,0,0,0,0,15,124.8
1705,國立東華大學,應用數學系統計科學組(社會組),1,1,0,1.5,0,0,0,0,0,0,0,5,197.5
1706,國立東華大學,資訊工程學系資工組,1.5,2,2,0,0,0,0,0,0,0,0,19,269.5
1707,國立東華大學,資訊工程學系國際組,1.5,2,2,0,0,0,0,0,0,0,0,7,283.45
1710,國立東華大學,生命科學系,1,1.75,1,0,0,0,0,0,1.5,1.75,0,35,303.95
1711,國立東華大學,物理學系物理組,1,1,1,0,0,0,0,1,1,0,0,24,187.8
1712,國立東華大學,物理學系奈米與光電科學組,1,1,1,0,0,0,0,1,1,0,0,12,203
1713,國立東華大學,化學系,1,1,1,0,0,0,0,1,2,0,0,31,253.8
1714,國立東華大學,電機工程學系,1,1,1,0,0,0,0,1,1,0,0,36,230.4
1715,國立東華大學,材料科學與工程學系,1,1,1,0,0,0,0,1,1,0,0,26,221
1716,國立東華大學,光電工程學系,1,1,1,0,0,0,0,1.5,1,0,0,22,224.5
1717,國立東華大學,自然資源與環境學系,1,1.5,1,0,0,0,0,0,1,1.5,0,23,243.45
1720,國立東華大學,企業管理學系,1.5,2,0,2,0,0,0,0,0,0,0,27,312.2
1721,國立東華大學,國際企業學系,1.5,2,0,1.75,0,0,0,0,0,0,0,26,319.05
1722,國立東華大學,會計學系,1.5,2,0,1.5,1,1,0,0,0,0,0,37,416.2
